Fiscal Year,State,County,Local Education Agency (LEA) Entity ID,Local Education Agency (LEA) CTDS Number,Local Education Agency (LEA) Name,School Entity ID,School CTDS Number,School Name,Charter School,Math Mean Scale Score,Math Percent Falls Far Below,Math Percent Approaches,Math Percent Meets,Math Percent Exceeds,Math Percent Passing,Reading Mean Scale Score,Reading Percent Falls Far Below,Reading Percent Approaches,Reading Percent Meets,Reading Percent Exceeds,Reading Percent Passing,Writing Mean Scale Score,Writing Percent Falls Far Below,Writing Percent Approaches,Writing Percent Meets,Writing Percent Exceeds,Writing Percent Passing,Science Mean Scale Score,Science Percent Falls Far Below,Science Percent Approaches,Science Percent Meets,Science Percent Exceeds,Science Percent Passing
2010,ARIZONA,Pima,4418,100351000,Altar Valley Elementary District,84336,100351100,Robles Elementary School,N,347,24,26,42,8,50,446,3,36,57,3,60,*,*,*,*,*,*,485,24,36,30,11,41
2010,ARIZONA,Maricopa,89550,78529000,Ambassador Academy,89551,78529101,Ambassador Academy,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,ARIZONA,Maricopa,79215,78989000,American Basic Schools LLC,78788,78989101,Burke Basic School,Y,375,16,28,39,16,56,498,3,15,61,21,81,534,2,25,67,7,74,508,10,43,28,19,47
2010,ARIZONA,Pima,80995,108794000,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,108794201,Alta Vista High School,Y,479,71,14,15,1,15,672,10,45,44,1,45,670,5,51,42,2,44,439,86,8,5,1,6
2010,ARIZONA,Pinal,79883,118703000,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,118703001,Apache Trail High School,Y,476,63,17,18,1,20,689,5,32,61,3,64,676,6,33,*,*,61,481,50,13,26,11,37
2010,ARIZONA,Maricopa,79874,78950000,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,78950001,Crestview College Preparatory High School,Y,489,63,19,17,1,18,660,18,48,*,*,34,658,9,55,35,2,36,*,*,*,*,*,*
2010,ARIZONA,Maricopa,79872,78947000,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,78947001,Desert Hills High School,Y,487,56,13,28,4,32,690,7,30,61,2,63,687,4,35,55,7,61,470,53,16,26,5,32
2010,ARIZONA,Maricopa,79873,78948000,American Charter Schools Foundation d.b.a. Estrella High School,78900,78948001,Estrella High School,Y,532,65,20,*,*,15,660,14,54,*,*,32,658,8,60,31,1,32,429,93,6,*,*,1
2010,ARIZONA,Maricopa,79875,78951000,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,78951001,Peoria Accelerated High School,Y,468,79,13,*,*,8,662,13,56,31,1,31,661,10,55,33,2,35,429,*,*,3,2,5
2010,ARIZONA,Maricopa,80989,78983000,American Charter Schools Foundation d.b.a. South Pointe High School,80990,78983201,South Pointe High School,Y,481,76,14,9,1,10,670,14,40,44,1,45,656,11,56,31,2,33,431,90,7,*,*,2
2010,ARIZONA,Maricopa,88334,78517000,American Charter Schools Foundation d.b.a. South Ridge High School,88335,78517201,South Ridge High School,Y,521,22,15,45,18,64,721,2,16,69,13,82,724,*,*,52,29,81,490,39,25,15,22,37
2010,ARIZONA,Maricopa,79877,78953000,American Charter Schools Foundation d.b.a. Sun Valley High School,6347,78953001,Sun Valley High School,Y,465,80,10,8,2,9,661,16,49,35,1,36,652,14,54,*,*,32,443,77,11,9,3,12
2010,ARIZONA,Maricopa,79879,78956000,American Charter Schools Foundation d.b.a. West Phoenix High School,6348,78956001,West Phoenix High School,Y,479,77,13,*,*,10,657,21,48,*,*,31,647,14,61,*,*,26,433,94,3,*,*,3
2010,ARIZONA,Yavapai,6365,138754000,American Heritage Academy,6366,138754001,American Heritage Academy,Y,414,21,25,45,9,54,548,1,17,73,9,82,588,*,*,59,13,72,505,21,25,35,19,54
2010,ARIZONA,Yavapai,6365,138754000,American Heritage Academy,88201,138754003,American Heritage Academy,Y,392,17,20,46,17,63,508,5,14,67,14,81,560,*,*,66,21,86,517,8,19,50,23,73
2010,ARIZONA,Maricopa,4348,78725000,"American Leadership Academy, Inc.",5522,78725001,American Leadership Academy,Y,406,18,22,44,16,60,524,1,14,76,9,85,569,1,18,75,6,81,511,15,18,41,26,67
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,6055,100210281,Amphitheater High School,N,492,56,15,23,6,29,672,12,35,50,3,53,670,11,41,40,8,48,459,59,16,19,7,25
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5805,100210166,Amphitheater Middle School,N,405,24,27,34,15,49,495,11,21,66,2,68,522,4,33,61,3,64,496,22,28,21,29,50
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5808,100210282,Canyon Del Oro High School,N,516,23,11,34,31,66,724,3,10,67,20,87,722,3,17,48,32,80,494,34,17,26,23,49
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5802,100210118,Copper Creek Elementary School,N,395,8,13,45,34,79,497,4,8,70,18,88,552,2,13,75,11,86,532,5,11,32,52,84
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5799,100210115,Coronado K-8 School,N,427,10,18,39,32,71,527,3,12,70,15,85,581,*,*,66,23,89,538,10,12,25,53,78
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5796,100210110,E C Nash School,N,367,17,30,42,11,53,457,8,37,52,3,55,531,6,19,67,8,76,494,32,20,30,17,48
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5794,100210108,Frances Owen Holaway Elementary School,N,340,16,41,36,6,42,438,7,35,55,3,58,510,5,25,68,2,70,456,25,26,38,12,49
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5795,100210109,Helen Keeling Elementary School,N,371,14,27,44,15,59,461,8,31,57,4,61,530,*,*,66,7,73,489,23,31,38,8,45
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,79378,100210280,Ironwood Ridge High School,N,524,20,9,38,33,72,728,3,10,67,20,87,725,1,12,60,27,87,514,22,15,31,31,63
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5797,100210111,L M Prince School,N,367,20,26,35,19,54,459,11,28,58,4,61,511,5,27,66,3,68,501,27,19,33,21,55
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5804,100210165,La Cima Middle School,N,412,26,25,34,15,48,511,7,21,69,3,72,545,2,21,71,6,77,492,36,21,25,19,44
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5806,100210167,Lawrence W Cross Middle School,N,421,17,19,37,26,63,522,3,14,71,12,83,558,2,21,66,12,77,520,15,16,24,45,69
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5798,100210112,Lulu Walker School,N,381,16,19,44,21,65,480,7,18,64,10,75,537,3,15,75,6,81,513,18,19,32,31,63
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5792,100210106,Marion Donaldson Elementary School,N,391,6,20,49,25,74,493,3,13,72,13,84,556,2,6,75,17,92,535,5,8,49,37,86
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5800,100210116,Mesa Verde Elementary School,N,390,11,15,43,32,74,494,4,12,64,20,84,553,7,4,76,13,89,535,7,17,19,57,76
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,79282,100210114,Painted Sky Elementary School,N,402,3,14,48,35,83,507,1,10,65,25,89,564,2,9,72,16,89,552,5,10,32,53,85
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5807,100210168,Richard B Wilson Jr School,N,440,6,10,35,48,84,531,1,8,71,20,91,587,1,6,66,27,93,544,6,8,23,63,86
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5803,100210125,Rillito Center,N,0,24,36,36,4,40,0,20,28,48,4,52,*,*,*,*,*,*,0,6,69,*,*,25
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5801,100210117,Rio Vista Elementary School,N,384,7,22,52,20,71,476,4,22,67,7,74,528,3,14,76,7,82,529,1,17,51,31,81
2010,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5793,100210107,Winifred Harelson Elementary School,N,419,5,10,40,45,85,517,1,7,66,27,92,577,*,*,64,27,90,571,3,1,25,71,96
2010,ARIZONA,Yuma,4506,140550000,Antelope Union High School District,6188,140550201,Antelope Union High School,N,488,44,24,28,4,32,676,6,38,53,3,57,678,6,39,50,4,54,452,71,13,13,3,16
2010,ARIZONA,Cochise,4178,20342000,Apache Elementary District,4786,20342101,Apache Elementary School,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5925,110243201,Apache Junction High School,N,495,41,15,36,9,45,707,8,17,66,10,76,717,5,15,49,31,80,488,39,18,23,20,43
2010,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5923,110243151,Desert Shadows Middle School,N,409,32,19,36,13,49,513,10,18,66,6,72,538,2,28,65,6,71,501,26,21,26,26,53
2010,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5922,110243104,Desert Vista Elementary School,N,375,20,20,40,21,60,477,6,22,63,9,72,536,*,*,69,7,76,535,9,16,34,40,75
2010,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5920,110243102,Four Peaks Elementary School,N,365,22,17,38,22,61,460,10,22,57,11,68,532,2,19,76,3,79,494,24,27,21,27,48
2010,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5921,110243103,Gold Canyon Elementary School,N,383,18,17,40,25,65,490,4,20,64,13,76,525,3,23,68,6,74,534,8,16,31,45,76
2010,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,79631,110243105,Peralta Trail Elementary School,N,391,9,18,40,34,73,490,4,17,59,21,79,538,3,16,71,10,81,558,4,10,30,56,86
2010,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5919,110243101,Superstition Mountain Elementary School,N,374,10,25,41,24,65,467,5,23,64,8,72,538,*,*,84,3,88,509,13,16,36,34,70
2010,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5924,110243152,Thunder Mountain Middle School,N,411,20,20,42,18,60,512,7,14,71,7,79,552,3,14,74,9,83,499,20,13,32,35,67
2010,ARIZONA,Pima,79426,108785000,Aprender Tucson,79432,108785001,Southside Community School,Y,369,34,34,30,2,32,472,11,35,*,*,54,506,5,36,58,1,59,487,30,34,28,8,36
2010,ARIZONA,Pima,89482,108733000,"Arizona Academy of Leadership, Inc.",89483,108733101,Arizona Academy of Leadership,Y,367,36,36,25,3,28,472,12,35,*,*,53,512,4,31,63,2,65,473,54,11,29,7,36
2010,ARIZONA,Pima,89482,108733000,"Arizona Academy of Leadership, Inc.",89854,108733102,Arizona Academy of Leadership - Central,Y,374,28,39,28,6,33,479,16,21,*,*,63,494,7,57,*,*,36,*,*,*,*,*,*
2010,ARIZONA,Pima,89482,108733000,"Arizona Academy of Leadership, Inc.",89855,108733103,Young Leaders Primary School,Y,357,25,25,42,8,50,454,17,42,*,*,42,*,*,*,*,*,*,*,*,*,*,*,*
2010,ARIZONA,Maricopa,6378,78665000,"Arizona Academy of Science And Technology, Inc.",10755,78665001,Arizona Academy of Science and Technology,Y,374,36,33,29,2,30,489,6,23,*,*,71,508,*,*,*,*,70,484,23,41,27,9,36
2010,ARIZONA,Maricopa,85816,78993000,"Arizona Agribusiness & Equine Center, Inc",5503,78993201,AAEC - SMCC Campus,Y,502,30,21,34,15,49,709,1,17,75,7,82,712,1,14,73,12,85,482,49,20,22,10,32
2010,ARIZONA,Maricopa,4331,78707000,"Arizona Agribusiness & Equine Center, Inc.",6344,78707202,AAEC Paradise Valley,Y,519,14,16,48,22,70,743,*,*,71,26,97,720,*,*,73,18,91,518,14,11,45,30,75
2010,ARIZONA,Maricopa,87403,78510000,"Arizona Agribusiness & Equine Center, Inc.",87404,78510201,Arizona Agribusiness & Equine Center - Red Mountain,Y,515,19,5,43,32,76,741,3,3,64,30,94,722,*,*,56,34,91,521,26,7,26,41,67
2010,ARIZONA,Maricopa,4346,78723000,"Arizona Call-a-Teen Youth Resources, Inc.",5520,78723201,Arizona Call-a-Teen Center for Excellence,Y,476,77,11,*,*,13,673,10,38,*,*,52,660,5,63,*,*,32,*,*,*,*,*,*
2010,ARIZONA,Pima,79947,108709000,Arizona Community Development Corporation,79950,108709101,La Paloma Academy,Y,376,28,28,35,9,44,477,7,29,61,3,64,527,3,21,73,3,76,495,25,22,35,18,53
2010,ARIZONA,Pima,79947,108709000,Arizona Community Development Corporation,81187,108709103,La Paloma Academy (Lakeside),Y,375,29,27,35,9,44,479,8,30,57,5,62,510,5,35,58,3,60,496,26,24,35,15,50
2010,ARIZONA,Maricopa,87407,78511000,"Arizona Connections Academy Charter School, Inc.",81179,78511101,Arizona Connections Academy,Y,412,31,25,30,14,44,546,5,19,67,10,77,572,3,32,58,7,65,507,26,22,26,26,53
2010,ARIZONA,Maricopa,85749,78991000,Arizona Montessori Charter School at Anthem,85750,78991101,AMCS at Anthem dba Caurus Academy,Y,401,12,19,44,26,69,514,1,12,69,18,87,546,3,15,65,18,82,520,13,20,30,37,67
2010,ARIZONA,Maricopa,79449,78922000,"Arizona School for Integrated Academics and Technologies, Inc.",79450,78922201,School for Integrated Academics and Technologies,Y,457,90,5,*,*,4,655,22,47,*,*,31,635,22,60,17,1,18,*,*,*,*,*,*
2010,ARIZONA,Pima,79449,78922000,"Arizona School for Integrated Academics and Technologies, Inc.",79726,78922202,School for Integrated Academics and Technologies,Y,473,92,5,*,*,3,651,28,45,*,*,28,632,23,59,16,1,17,*,*,*,*,*,*
2010,ARIZONA,Maricopa,4345,78722000,Arizona School For The Arts,5519,78722001,Arizona School For The Arts,Y,463,2,7,42,49,91,593,*,*,65,34,99,619,*,*,59,35,95,566,*,*,16,83,98
2010,ARIZONA,Arizona Department Of Education,6393,1202000,Arizona State School for the Deaf and Blind,6395,1202040,ASDB/Phoenix Day School,N,309,74,15,10,1,11,397,57,32,*,*,11,475,63,29,*,*,8,338,77,13,*,*,10
2010,ARIZONA,Pima,6393,1202000,Arizona State School for the Deaf and Blind,78947,1202011,ASDB/Tucson Blind School,N,277,80,13,6,2,7,319,51,33,*,*,16,560,25,45,20,10,30,186,45,36,14,5,18
2010,ARIZONA,Pima,6393,1202000,Arizona State School for the Deaf and Blind,78941,1202010,ASDB/Tucson Deaf School,N,310,66,15,16,3,19,383,41,38,*,*,21,539,49,44,*,*,7,324,70,6,21,3,24
2010,ARIZONA,Yavapai,85456,138713000,"Arizona UpGrade Academy, Inc.",85457,138713101,Arizona Upgrade Academy,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,ARIZONA,Maricopa,4274,70447000,Arlington Elementary District,5354,70447101,Arlington Elementary School,N,383,24,29,37,10,47,490,4,26,65,5,70,504,1,47,49,4,52,511,11,39,26,25,51
2010,ARIZONA,Cochise,4187,20453000,Ash Creek Elementary District,4797,20453101,Ash Creek Elementary,N,362,26,47,*,*,26,475,11,16,*,*,74,*,*,*,*,*,*,*,*,*,*,*,*
2010,ARIZONA,Yavapai,4471,130231000,Ash Fork Joint Unified District,6101,130231101,Ash Fork Elementary School,N,350,31,31,31,8,38,466,6,32,58,3,62,549,*,*,55,20,75,494,28,22,28,22,50
2010,ARIZONA,Yavapai,4471,130231000,Ash Fork Joint Unified District,6103,130231202,Ash Fork High School,N,506,60,12,23,6,29,673,13,38,44,4,49,661,8,70,18,4,22,468,63,13,8,17,25
2010,ARIZONA,Yavapai,4471,130231000,Ash Fork Joint Unified District,6102,130231102,Ash Fork Middle School,N,389,49,27,18,5,23,507,15,19,60,5,66,482,8,51,*,*,41,502,29,25,17,29,46
2010,ARIZONA,Maricopa,4272,70444000,Avondale Elementary District,87619,70444111,Centerra Mirage,N,397,18,21,42,19,61,498,6,18,69,8,76,527,2,33,57,8,65,513,16,20,32,32,64
2010,ARIZONA,Maricopa,4272,70444000,Avondale Elementary District,90028,70444110,Copper Trails,N,407,12,21,42,25,67,506,3,17,71,9,80,534,1,27,64,8,72,521,11,19,36,34,70
2010,ARIZONA,Maricopa,4272,70444000,Avondale Elementary District,79670,70444107,Desert Star,N,392,19,26,39,15,54,494,7,19,68,6,75,513,4,34,58,3,61,512,15,22,36,27,63
2010,ARIZONA,Maricopa,4272,70444000,Avondale Elementary District,79792,70444108,Desert Thunder,N,380,23,26,40,12,51,486,6,19,70,5,75,533,2,28,64,6,70,498,19,24,34,23,57
2010,ARIZONA,Maricopa,4272,70444000,Avondale Elementary District,5348,70444103,Eliseo C. Felix School,N,378,28,27,35,9,44,482,7,29,60,4,64,515,1,35,61,3,64,495,23,22,30,25,55
2010,ARIZONA,Maricopa,4272,70444000,Avondale Elementary District,5349,70444104,Lattie Coor,N,380,30,27,32,10,43,480,12,28,56,4,60,487,9,45,43,2,45,491,32,23,28,16,44
2010,ARIZONA,Maricopa,4272,70444000,Avondale Elementary District,5347,70444102,Michael Anderson,N,384,24,27,38,11,49,479,8,32,57,3,61,506,3,42,54,2,56,486,35,25,30,10,40
2010,ARIZONA,Maricopa,4272,70444000,Avondale Elementary District,78924,70444106,Wildflower School,N,371,34,27,31,8,39,478,9,24,63,3,66,513,3,37,55,5,60,503,21,22,35,21,56
