Fiscal Year,State,County,Local Education Agency (LEA) Entity ID,Local Education Agency (LEA) CTDS Number,Local Education Agency (LEA) Name,School Entity ID,School CTDS Number,School Name,Charter School,Math Mean Scale Score,Math Percent Falls Far Below,Math Percent Approaches,Math Percent Meets,Math Percent Exceeds,Math Percent Passing,Reading Mean Scale Score,Reading Percent Falls Far Below,Reading Percent Approaches,Reading Percent Meets,Reading Percent Exceeds,Reading Percent Passing,Writing Mean Scale Score,Writing Percent Falls Far Below,Writing Percent Approaches,Writing Percent Meets,Writing Percent Exceeds,Writing Percent Passing,Science Mean Scale Score,Science Percent Falls Far Below,Science Percent Approaches,Science Percent Meets,Science Percent Exceeds,Science Percent Passing
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5146,70297115,Constitution Elementary School,N,363,28,27,35,10,45,466,9,32,55,4,59,513,6,31,56,7,63,500,18,30,41,11,52
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5160,70297134,Copper Creek Elementary,N,402,7,20,42,32,73,501,3,9,74,15,89,548,1,20,69,10,79,524,5,15,46,35,80
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5161,70297219,Deer Valley High School,N,501,30,14,35,22,57,702,5,16,70,9,79,700,2,26,62,10,72,484,39,20,27,14,41
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5142,70297111,Deer Valley Middle School,N,415,29,21,36,15,51,518,6,18,68,8,76,556,2,15,76,6,83,502,23,21,26,31,56
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5159,70297132,Desert Mountain Middle School,N,405,11,19,44,25,69,504,4,13,74,10,83,543,2,21,71,7,78,515,14,20,32,34,66
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5156,70297129,Desert Sage Elementary School,N,389,11,20,48,21,69,495,4,14,71,11,82,552,1,12,77,9,86,529,8,15,42,35,77
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5150,70297121,Desert Sky Middle School,N,423,25,17,37,22,59,523,5,16,71,8,80,542,1,28,67,5,71,506,18,20,27,36,63
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5148,70297118,Desert Winds Elementary School,N,373,18,29,42,11,53,476,5,19,71,5,76,537,1,25,67,8,74,488,19,24,45,11,56
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,85851,70297146,Diamond Canyon Elementary,N,418,8,13,43,36,79,522,1,9,70,20,90,562,1,9,82,9,91,548,5,10,21,64,85
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5157,70297130,Esperanza Elementary School,N,390,17,20,37,25,63,492,5,18,64,13,77,541,*,*,76,5,81,538,10,19,24,47,71
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,80318,70297142,Gavilan Peak Elementary,N,432,8,12,37,43,80,535,1,6,72,21,93,579,1,6,79,15,94,552,4,9,21,66,87
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5152,70297123,Greenbrier Elementary School,N,396,7,15,46,32,78,492,3,13,67,17,83,562,2,13,69,17,85,529,8,14,34,44,78
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,78921,70297136,Highland Lakes School,N,427,16,14,41,30,71,527,4,12,70,15,85,555,1,15,77,8,84,531,11,13,26,50,76
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5155,70297128,Hillcrest Middle School,N,446,10,11,47,32,79,545,2,7,78,12,91,572,*,*,80,9,89,530,11,14,23,52,76
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5158,70297131,Las Brisas Elementary School,N,399,8,19,41,32,73,502,3,9,72,16,88,568,*,*,74,18,92,543,6,13,29,51,81
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,79290,70297138,Legend Springs Elementary,N,431,3,6,34,57,91,522,1,5,67,27,94,595,*,*,58,38,96,545,5,8,34,53,87
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5149,70297120,Mirage Elementary School,N,375,15,23,40,22,62,473,4,17,70,8,78,531,3,22,70,4,75,500,18,15,45,21,67
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5163,70297233,Mountain Ridge High School,N,526,16,9,34,41,75,733,3,8,68,21,89,721,2,11,61,25,86,508,27,15,28,30,58
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5153,70297125,Mountain Shadows Elementary School,N,389,11,24,45,19,64,496,3,14,73,10,83,543,3,13,73,11,84,513,11,20,39,30,70
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5144,70297113,New River Elementary School,N,396,9,18,49,24,72,499,3,12,77,9,85,567,1,9,69,21,90,513,19,13,44,25,69
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,89953,70297149,Norterra Canyon K-8,N,408,11,19,41,29,70,505,3,12,73,11,85,559,3,9,78,10,88,511,16,16,29,38,67
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5145,70297114,Park Meadows Elementary School,N,398,6,19,46,30,75,500,4,9,73,14,87,547,2,18,62,17,79,560,1,10,31,58,89
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,6016,70297135,Paseo Hills Elementary,N,392,21,21,41,17,58,498,6,19,66,9,75,549,1,19,71,9,80,517,15,17,33,35,68
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,80317,70297241,Sandra Day O'Connor High School,N,513,19,11,39,31,70,720,3,10,68,19,87,725,2,13,57,29,85,496,31,16,30,23,53
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,79574,70297139,Sierra Verde Elementary,N,423,6,16,40,37,77,527,1,9,71,19,90,576,*,*,72,19,91,544,5,13,24,58,82
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,79573,70297140,Stetson Hills Elementary,N,432,7,10,40,43,83,530,2,7,72,18,91,571,*,*,78,14,92,534,11,8,34,47,81
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5147,70297117,Sunrise Elementary School,N,368,16,31,40,13,53,468,6,21,68,5,73,532,3,20,68,9,77,498,20,29,35,16,51
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,81017,70297144,Sunset Ridge Elementary,N,424,9,12,41,39,80,525,2,7,69,22,91,580,*,*,68,23,92,527,6,11,43,41,83
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,81016,70297143,Terramar Elementary,N,419,10,14,43,33,76,521,3,8,76,14,89,569,*,*,76,14,90,529,9,14,32,45,77
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5143,70297112,Village Meadows Elementary School,N,372,18,29,40,14,53,478,4,20,69,6,75,538,1,20,71,7,79,502,20,18,30,33,63
2010,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,87528,70297147,West Wing Elementary,N,421,7,14,43,36,79,520,1,9,75,16,90,576,1,7,73,19,92,530,5,13,37,44,81
2010,ARIZONA,Pima,79441,108787000,"Desert Rose Academy,Inc.",79442,108787201,Desert Rose Academy Charter School,Y,502,79,13,*,*,8,670,12,46,*,*,42,649,17,48,*,*,35,*,*,*,*,*,*
2010,ARIZONA,Pima,88308,108732000,"Desert Sky Community School, Inc.",88309,108732101,Desert Sky Community School,Y,348,28,33,22,17,39,460,11,33,44,11,56,*,*,*,*,*,*,*,*,*,*,*,*
2010,ARIZONA,Pima,10969,108771000,Desert Springs Academy,79259,108771102,Desert Springs Academy,Y,414,6,11,49,34,83,514,*,*,80,15,95,582,*,*,79,15,94,545,3,17,30,50,80
2010,ARIZONA,Yavapai,88321,138714000,"Desert Star Community School, Inc.",88322,138714101,Desert Star Community School,Y,377,17,30,40,13,53,487,7,18,68,7,75,558,*,*,69,10,79,511,21,21,14,43,57
2010,ARIZONA,Gila,6258,48701000,"Destiny School, Inc.",10807,48701001,Destiny School,Y,404,12,22,47,19,67,491,3,28,68,1,69,540,*,*,71,4,75,493,33,27,24,16,40
2010,ARIZONA,Navajo,79269,98651000,"Developing Innovations in Navajo Education, Inc. (DINE, Inc.)",79270,98651201,DINE Southwest High School,Y,592,55,27,*,*,18,655,*,*,*,*,20,*,*,*,*,*,*,*,*,*,*,*,*
2010,ARIZONA,Graham,6357,58703000,Discovery Plus Academy,4898,58703001,Discovery Plus Academy,Y,363,24,31,38,7,45,474,2,36,60,2,62,525,*,*,50,17,67,478,45,18,*,*,36
2010,ARIZONA,Cochise,4179,20345000,Double Adobe Elementary District,4787,20345101,Double Adobe Elementary School,N,374,14,31,43,11,54,479,6,20,66,9,74,500,7,40,47,7,53,491,27,27,27,18,45
2010,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4765,20227102,Clawson School,N,356,31,25,37,8,44,457,11,32,53,4,57,511,2,34,63,2,64,488,28,34,25,14,38
2010,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4773,20227210,Douglas High School,N,502,47,13,29,11,40,689,6,31,61,3,63,689,5,32,56,8,63,467,57,17,20,5,25
2010,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4767,20227105,Faras Elementary School,N,348,27,30,38,6,44,441,14,40,44,2,46,480,6,50,*,*,44,473,39,31,*,*,31
2010,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4766,20227104,Joe Carlson Elementary School,N,355,22,28,39,10,50,447,10,32,54,4,58,501,3,38,58,1,59,476,38,25,24,13,37
2010,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4771,20227109,Paul H Huber Jr High School,N,409,25,25,37,12,50,504,6,26,66,2,68,512,2,40,56,2,58,483,39,25,23,14,37
2010,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4770,20227108,Ray Borane Middle School,N,394,40,24,28,7,35,489,15,26,58,1,59,498,4,44,50,2,52,472,41,26,23,10,33
2010,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4768,20227106,Sarah Marley School,N,335,18,36,39,7,46,423,8,39,52,1,53,495,5,35,*,*,60,430,35,49,*,*,16
2010,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4769,20227107,Stevenson Elementary School,N,370,19,19,44,18,62,460,6,28,58,7,66,511,5,28,61,6,68,475,31,31,25,14,38
2010,ARIZONA,Greenlee,4228,60202000,Duncan Unified District,4902,60202102,Duncan Elementary,N,390,27,24,36,13,49,498,8,20,65,7,72,532,2,26,69,2,72,506,21,26,31,21,52
2010,ARIZONA,Greenlee,4228,60202000,Duncan Unified District,4903,60202203,Duncan High School,N,497,52,12,23,13,37,703,10,16,66,8,74,698,8,20,59,14,73,484,41,27,16,16,32
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,81111,70289111,Ashton Ranch Elementary School,N,398,14,17,41,28,69,492,5,17,68,11,79,559,1,14,74,11,85,503,18,16,35,31,66
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,89600,70289124,Canyon Ridge,N,428,10,10,39,42,80,525,2,12,66,20,86,559,1,10,78,11,88,542,8,11,25,56,81
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,81112,70289112,Cimarron Springs Elementary,N,408,12,17,43,29,72,505,4,12,72,12,84,547,1,19,74,6,80,520,12,18,34,36,70
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,80052,70289109,Countryside Elementary,N,406,14,17,45,23,68,504,5,15,72,9,80,549,1,19,71,9,81,514,13,23,35,30,64
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,89822,70289126,Desert Moon School,N,378,30,21,31,18,49,474,10,23,60,7,67,537,2,25,69,5,73,484,30,20,22,28,50
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5128,70289101,Dysart Elementary School,N,395,18,26,38,18,56,491,7,21,66,6,72,548,2,15,79,5,83,497,24,25,36,16,52
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5133,70289205,Dysart High School,N,488,47,14,29,10,39,684,9,29,58,4,62,688,4,32,57,7,64,465,58,16,19,7,26
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5129,70289102,El Mirage School,N,387,27,23,36,14,50,480,12,28,57,4,61,526,1,32,63,4,67,472,46,30,17,6,23
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5132,70289106,Kingswood Elementary School,N,395,20,17,38,25,63,493,7,17,66,10,77,538,4,21,68,7,75,496,21,26,32,21,52
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5130,70289103,Luke School,N,398,19,23,39,19,58,495,7,22,64,7,72,548,3,17,72,8,80,499,19,36,30,15,45
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,84683,70289116,Marley Park Elementary,N,410,12,13,39,36,75,504,3,12,70,15,85,568,1,9,76,13,90,510,16,17,38,29,67
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,89604,70289123,Mountain View,N,422,6,13,38,43,81,510,2,9,72,17,89,573,1,11,70,18,89,530,8,15,27,51,77
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,88416,70289122,Parkview Elementary,N,395,19,21,41,19,60,492,8,22,65,5,70,539,2,19,73,6,79,512,17,17,36,30,66
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,87621,70289119,Rancho Gabriela,N,416,8,14,43,35,78,515,3,11,68,18,86,574,1,10,72,17,89,519,9,15,38,37,76
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,89821,70289127,Riverview School,N,384,27,26,34,13,47,483,10,25,61,4,65,532,2,26,68,3,72,492,30,28,30,13,43
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,90134,70289225,Shadow Ridge High School,N,495,40,12,33,16,49,696,6,21,65,9,74,699,3,23,63,10,74,486,41,13,26,21,46
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,88414,70289120,Sonoran Heights Elementary,N,431,5,8,38,48,86,523,2,7,73,17,90,569,1,7,77,14,91,531,4,17,38,41,79
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,87620,70289118,Sunset Hills Elementary,N,420,8,14,44,34,79,519,3,9,72,16,88,569,*,*,74,16,90,524,9,16,38,37,75
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5131,70289104,Surprise Elementary School,N,388,18,22,37,22,60,476,8,23,62,7,69,529,2,31,62,5,67,501,18,24,33,25,58
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,84684,70289117,Thompson Ranch Elementary,N,389,24,26,32,18,50,485,9,27,60,4,65,528,3,27,67,4,71,489,31,27,29,13,43
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,88417,70289220,Valley Vista High School,N,499,34,12,33,20,54,691,7,19,66,8,74,699,4,24,58,14,71,490,38,16,27,19,46
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,79632,70289108,West Point Elementary,N,399,19,19,39,22,61,497,6,19,68,8,75,542,2,18,73,7,80,502,22,21,31,26,57
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,88415,70289121,Western Peaks Elementary,N,412,11,15,41,33,74,504,4,15,72,9,81,554,3,10,78,9,87,522,13,14,36,37,73
2010,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,81113,70289210,Willow Canyon High School,N,498,36,16,31,18,49,694,4,18,69,8,78,701,3,27,56,15,71,482,41,15,27,16,44
2010,ARIZONA,La Paz,6360,158701000,"E.Q. Scholars, Inc.",6204,158701001,"Scholars Academy, The",Y,464,44,17,37,2,38,593,14,26,56,5,60,629,14,58,22,6,28,487,43,20,29,9,37
2010,ARIZONA,Maricopa,87401,78509000,"East Mesa Charter Elementary School, Inc.",87402,78509101,Imagine Charter Elementary School at East Mesa,Y,379,17,20,47,15,63,478,5,21,66,8,74,539,2,22,60,15,76,512,17,27,25,31,56
2010,ARIZONA,Maricopa,10971,78683000,East Valley Academy,78806,78683101,East Valley Academy,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,ARIZONA,Pima,78833,108781000,"Eastpointe High School, Inc.",78836,108781201,Eastpointe High School,Y,519,69,19,*,*,11,659,20,50,*,*,30,647,14,59,*,*,27,437,89,4,*,*,7
2010,ARIZONA,Maricopa,85514,78990000,"E-cademie, A Charter School",85515,78990201,E-cademie,Y,496,82,12,*,*,6,654,22,54,22,2,24,648,13,59,*,*,28,441,91,3,3,3,6
2010,ARIZONA,Pima,4421,108653000,EDGE School  Inc. The,5860,108653001,Edge High School - Himmel Park,Y,519,61,23,*,*,16,671,11,42,*,*,47,665,10,51,36,3,39,451,71,11,*,*,17
2010,ARIZONA,Pima,4421,108653000,EDGE School  Inc. The,80928,108653005,EDGE High School - Northwest,Y,481,67,17,*,*,17,694,11,22,61,6,67,680,*,*,*,*,59,466,62,15,15,8,23
2010,ARIZONA,Pima,4421,108653000,EDGE School  Inc. The,6058,108653002,Edge High School - Sahuarita,Y,524,47,21,16,16,32,703,*,*,*,*,73,676,*,*,*,*,50,*,*,*,*,*,*
2010,ARIZONA,Maricopa,81045,78742000,"Edkey, Inc. - Pathfinder Academy",10753,78742001,Pathfinder Academy,Y,436,*,*,44,51,95,514,*,*,77,21,97,516,*,*,*,*,76,547,*,*,36,57,93
2010,ARIZONA,Maricopa,81043,78740000,"Edkey, Inc. - Redwood Academy",79263,78740101,Redwood Elementary Academy,Y,384,38,27,24,11,35,479,14,35,49,3,51,471,5,62,*,*,33,493,36,21,29,14,43
2010,ARIZONA,Maricopa,81052,138705000,"Edkey, Inc. - Sequoia Ranch School",89920,138705003,Children First Academy - Phoenix,Y,357,48,28,22,3,25,460,19,35,44,2,46,477,13,51,35,1,36,469,43,31,19,7,26
2010,ARIZONA,Maricopa,81052,138705000,"Edkey, Inc. - Sequoia Ranch School",89921,138705004,Children First Academy - Tempe,Y,356,35,41,21,3,24,454,18,46,35,1,36,493,3,47,47,2,49,474,38,50,8,4,12
2010,ARIZONA,Maricopa,81052,138705000,"Edkey, Inc. - Sequoia Ranch School",81107,138705002,Sequoia Family Learning,Y,393,43,27,24,5,30,507,7,34,56,3,59,560,2,37,57,4,61,468,36,21,30,12,42
2010,ARIZONA,Yavapai,81052,138705000,"Edkey, Inc. - Sequoia Ranch School",90377,138705005,Sequoia Pathway Academy,Y,402,15,17,44,23,67,500,6,14,72,7,80,542,3,23,63,11,74,515,19,22,25,33,59
2010,ARIZONA,Yavapai,81052,138705000,"Edkey, Inc. - Sequoia Ranch School",80480,138705001,Sequoia Ranch,Y,430,40,27,23,10,33,575,4,18,68,11,79,581,7,33,*,*,60,490,60,7,13,20,33
2010,ARIZONA,Maricopa,89850,78541000,"Educational Enterprises, Inc.",89851,78541101,EAGLE College Prep,Y,387,3,19,50,28,78,493,*,*,62,24,86,*,*,*,*,*,*,539,4,15,31,50,81
2010,ARIZONA,Pima,81123,108717000,"Educational Impact, Inc.",81124,108717101,Academy Adventures Primary School,Y,340,39,19,39,3,42,451,6,45,45,3,48,*,*,*,*,*,*,484,27,36,27,9,36
2010,ARIZONA,Pima,81123,108717000,"Educational Impact, Inc.",87415,108717102,Adventure School,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,ARIZONA,Maricopa,90201,78558000,Educational Options Foundation,90202,78558001,EdOptions High School,Y,530,50,11,*,*,39,689,*,*,*,*,73,*,*,*,*,*,*,*,*,*,*,*,*
2010,ARIZONA,Maricopa,4341,78717000,"EduPreneurship, Inc.",10752,78717102,EduPreneurship Student Center (ESC) Phoenix,Y,381,28,33,24,15,39,477,15,28,52,4,57,509,4,32,60,4,64,*,*,*,*,*,*
2010,ARIZONA,Pinal,89412,78687000,"Eduprize Schools, LLC",89413,78687101,Eduprize School,Y,405,10,14,45,32,77,509,3,9,72,16,88,561,2,13,70,15,85,538,9,11,28,52,79
2010,ARIZONA,Maricopa,4313,78634000,"Edu-Prize, Inc.",5479,78634101,Edu-Prize,Y,429,4,7,37,52,89,530,1,3,64,31,96,594,*,*,62,33,95,563,2,6,24,69,93
2010,ARIZONA,Maricopa,79059,78911000,"E-Institute Charter Schools, Inc.",81143,78911202,e-Institute at Acoma,Y,521,71,21,*,*,7,658,20,41,*,*,39,675,3,48,*,*,50,*,*,*,*,*,*
2010,ARIZONA,Maricopa,79059,78911000,"E-Institute Charter Schools, Inc.",90389,78911204,E-Institute at Grovers,Y,*,*,*,*,*,*,*,*,*,*,*,*,667,8,42,*,*,50,*,*,*,*,*,*
2010,ARIZONA,Maricopa,79059,78911000,"E-Institute Charter Schools, Inc.",90075,78911203,E-Institute at Metro,Y,476,63,22,*,*,16,668,21,42,*,*,37,674,*,*,*,*,57,*,*,*,*,*,*
2010,ARIZONA,Maricopa,79059,78911000,"E-Institute Charter Schools, Inc.",79117,78911201,e-Institute at Union Hills,Y,486,70,13,15,1,17,684,7,32,59,1,61,673,3,49,*,*,49,454,73,17,7,2,10
2010,ARIZONA,Pima,79640,108792000,"El Centro for the Study of Primary and Secondary Education, Inc.",79641,108792101,Adalberto M. Guerrero School,Y,404,35,26,30,9,39,500,10,28,61,1,62,511,2,47,48,3,52,502,15,34,27,24,51
2010,ARIZONA,Maricopa,4342,78718000,El Dorado Public Charter High School,78899,78718212,El Dorado High School,Y,466,76,13,*,*,11,668,14,38,*,*,48,648,11,67,21,1,22,443,85,11,*,*,4
2010,ARIZONA,Pima,87440,108797000,El Pueblo Integral - Teaching & Learning Collaborative,87441,108797101,Paulo Freire Freedom School,Y,420,18,25,37,21,58,540,1,11,77,11,88,549,4,12,80,4,84,535,4,9,30,57,87
2010,ARIZONA,Cochise,4185,20412000,Elfrida Elementary District,4795,20412101,Elfrida Elementary School,N,394,21,25,40,13,54,504,4,23,65,8,74,536,2,20,73,4,78,519,8,19,35,38,73
2010,ARIZONA,Pinal,4448,110411000,Eloy Elementary District,5940,110411103,Curiel School,N,333,17,45,35,2,37,429,7,40,49,3,52,*,*,*,*,*,*,*,*,*,*,*,*
2010,ARIZONA,Pinal,4448,110411000,Eloy Elementary District,5941,110411104,Eloy Intermediate School,N,358,34,37,26,4,30,462,10,40,49,1,50,510,2,41,55,2,58,473,43,29,23,5,28
2010,ARIZONA,Pinal,4448,110411000,Eloy Elementary District,5942,110411105,Eloy Junior High School,N,409,36,25,25,14,39,502,11,26,60,3,64,507,3,39,*,*,58,485,33,27,29,12,40
2010,ARIZONA,Maricopa,6375,78664000,"Employ-Ability Unlimited, Inc.",5495,78664001,Copper Canyon Academy,Y,390,28,28,27,17,44,487,11,23,61,5,66,502,6,40,51,3,54,495,31,29,20,20,41
2010,ARIZONA,Maricopa,6375,78664000,"Employ-Ability Unlimited, Inc.",10799,78664002,Desert Pointe Academy,Y,517,52,12,18,18,36,699,4,35,54,8,62,698,3,28,59,10,69,505,*,*,18,41,59
2010,ARIZONA,Maricopa,87336,78505000,Esperanza Community Collegial Academy,87337,78505201,Esperanza Community Collegial Academy,Y,504,48,48,*,*,5,665,10,52,*,*,38,649,14,50,*,*,36,*,*,*,*,*,*
2010,ARIZONA,Maricopa,4335,78711000,Espiritu Community Development Corp.,85887,78711005,Esperanza Montessori Academy,Y,310,37,43,18,1,20,405,16,61,*,*,24,*,*,*,*,*,*,*,*,*,*,*,*
2010,ARIZONA,Maricopa,4335,78711000,Espiritu Community Development Corp.,5507,78711001,NFL YET College Prep Academy,Y,433,38,20,36,6,42,566,8,33,56,3,59,613,6,35,59,1,60,461,51,29,15,5,20
2010,ARIZONA,Maricopa,4335,78711000,Espiritu Community Development Corp.,85886,78711004,Reyes Maria Ruiz Leadership Academy,Y,376,27,28,31,14,45,469,14,34,49,3,52,505,4,41,51,3,54,476,39,31,23,8,31
2010,ARIZONA,Pinal,79214,78901000,Excalibur Charter School Inc,81173,78901003,Avalon Elementary,Y,371,29,24,41,6,47,486,7,19,68,7,75,533,*,*,73,2,75,508,14,31,37,18,55
2010,ARIZONA,Pinal,79214,78901000,Excalibur Charter School Inc,10339,78901001,Excalibur Charter School,Y,506,85,5,5,5,10,676,5,48,*,*,48,682,5,32,58,5,63,424,*,*,*,*,9
2010,ARIZONA,Coconino,4202,38750000,Flagstaff Arts And Leadership Academy,4842,38750201,Flagstaff Arts And Leadership Academy,Y,495,26,13,45,15,60,736,2,12,50,37,87,720,4,21,44,31,75,498,31,19,24,26,50
2010,ARIZONA,Coconino,4207,38752000,Flagstaff Junior Academy,4851,38752101,Flagstaff Junior Academy,Y,410,15,20,44,21,64,524,5,8,69,18,88,560,2,13,71,14,85,532,10,12,32,46,78
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4811,30201117,Charles W Sechrist Elementary School,N,388,11,18,43,28,71,489,4,11,69,16,85,568,3,11,62,24,86,530,4,12,41,43,84
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4820,30201282,Coconino High School,N,502,45,14,31,10,41,692,8,26,58,8,66,687,5,36,50,9,59,475,47,15,24,14,38
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4807,30201113,Eva Marshall Elementary School,N,369,17,24,44,15,59,475,7,18,64,12,76,559,2,11,67,19,87,506,8,24,44,24,68
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4819,30201281,Flagstaff High School,N,503,29,11,33,27,60,706,7,16,62,16,77,696,6,25,57,12,69,480,42,19,23,16,39
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4816,30201123,Flagstaff Middle School,N,428,22,17,34,26,61,528,6,16,66,12,78,559,2,16,75,8,82,513,19,17,21,43,64
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4812,30201118,John Q Thomas Elementary School,N,355,32,30,30,8,38,458,8,38,52,3,55,502,7,41,49,4,53,471,32,41,21,6,27
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4814,30201120,Leupp Public School,N,369,34,36,25,5,30,465,16,43,37,3,41,499,5,41,51,3,54,485,36,27,33,3,36
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4806,30201112,Lura Kinsey Elementary School,N,368,24,34,31,11,42,469,8,29,60,3,63,542,*,*,70,9,79,502,23,23,38,16,54
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4804,30201110,Manuel DeMiguel Elementary School,N,389,12,21,46,22,68,499,3,15,65,17,82,561,1,13,68,19,87,535,5,19,31,45,76
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4817,30201124,Mount Elden Middle School,N,424,30,17,33,20,53,515,11,21,63,5,68,539,2,28,67,3,71,503,27,20,23,30,53
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4813,30201119,Neil V Christensen School,N,370,18,26,41,14,56,467,10,25,56,9,65,508,5,41,52,3,55,516,9,30,33,28,61
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4803,30201066,Project New Start,N,487,60,30,7,2,9,613,8,42,*,*,50,663,*,*,*,*,29,465,60,25,10,5,15
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4821,30201283,Sinagua High School,N,478,40,12,32,16,48,676,8,26,57,9,66,690,5,31,55,9,64,467,41,21,25,13,38
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,90191,30201126,Sinagua Middle School,N,416,32,16,35,18,53,518,10,18,67,6,73,552,3,18,71,8,79,516,19,17,28,37,64
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4809,30201115,South Beaver Elementary School,N,374,21,28,41,10,51,475,9,21,65,5,70,506,9,27,59,4,63,501,15,29,37,20,56
2010,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4805,30201111,Sturgeon Cromer Elementary School,N,380,17,25,43,15,58,487,7,19,66,9,75,550,2,12,75,11,86,517,11,21,41,26,67
