Fiscal Year,State,County,Local Education Agency (LEA) Entity ID,Local Education Agency (LEA) CTDS Number,Local Education Agency (LEA) Name,School Entity ID,School CTDS Number,School Name,Charter School,Math Mean Scale Score,Math Percent Falls Far Below,Math Percent Approaches,Math Percent Meets,Math Percent Exceeds,Math Percent Passing,Reading Mean Scale Score,Reading Percent  Falls Far Below,Reading Percent  Approaches,Reading Percent  Meets,Reading Percent  Exceeds,Reading Percent  Passing,Writing Mean Scale Score,Writing Percent  Falls Far Below,Writing Percent  Approaches,Writing Percent  Meets,Writing Percent  Exceeds,Writing Percent  Passing,Science Mean Scale Score,Science Percent  Falls Far Below,Science Percent  Approaches,Science Percent  Meets,Science Percent  Exceeds,Science Percent  Passing
2013,ARIZONA,Yavapai,79437,138760000,Acorn Montessori Charter School,79438,138760101,Acorn Montessori Charter School,Y,395,7,25,45,23,68,493,2,14,73,10,84,503,3,39,54,4,58,509,8,23,37,32,69
2013,ARIZONA,Maricopa,4289,70516000,Agua Fria Union High School District,5454,70516201,Agua Fria High School,N,475,37,16,37,10,47,685,3,20,73,5,78,492,8,28,61,2,63,485,30,21,22,27,49
2013,ARIZONA,Maricopa,4289,70516000,Agua Fria Union High School District,79799,70516203,Desert Edge High School,N,488,27,18,42,13,55,701,2,14,79,5,85,499,5,27,62,5,67,465,51,20,18,11,29
2013,ARIZONA,Maricopa,4289,70516000,Agua Fria Union High School District,78926,70516202,Millennium High School,N,496,27,15,40,18,58,718,2,12,74,12,86,518,5,20,65,10,75,503,27,17,28,27,56
2013,ARIZONA,Maricopa,4289,70516000,Agua Fria Union High School District,87903,70516204,Verrado High School,N,494,28,16,41,15,56,713,2,12,79,6,85,506,5,21,72,3,74,493,34,23,26,17,43
2013,ARIZONA,Maricopa,4249,70363000,Aguila Elementary District,5187,70363101,Aguila Elementary School,N,409,9,22,51,19,70,498,*,*,83,1,84,516,5,27,59,8,68,515,13,18,36,33,69
2013,ARIZONA,Maricopa,90758,78582000,"Ahwatukee Foothills Prep Early College High School, Inc.",91246,78582002,Mercury Online High School of Arizona,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Maricopa,85875,78501000,"Ahwatukee Foothills Prep, Inc.",91184,78501002,Mercury Online Academy of Arizona,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Maricopa,85875,78501000,"Ahwatukee Foothills Prep, Inc.",85881,78501001,Mosaica Preparatory Academy of Chandler,Y,399,16,26,36,22,58,497,4,20,66,9,76,494,10,40,49,2,51,510,23,25,23,30,53
2013,ARIZONA,Maricopa,79053,78793000,AIBT Non-Profit Charter High School - Phoenix,79123,78793201,RCB Medical Arts Academy,Y,461,70,14,14,2,16,682,4,43,52,1,53,457,17,59,*,*,24,436,83,10,*,*,6
2013,ARIZONA,Pima,4409,100215000,Ajo Unified District,5831,100215001,Ajo Elementary School,N,387,25,25,34,15,50,482,8,25,64,3,67,483,15,47,36,1,37,488,31,34,20,14,34
2013,ARIZONA,Pima,4409,100215000,Ajo Unified District,6292,100215002,Ajo High School,N,455,48,13,38,2,40,647,8,44,41,8,49,464,27,36,*,*,36,465,48,7,31,14,45
2013,ARIZONA,Pinal,78966,118706000,"Akimel O'Otham Pee Posh Charter School, Inc.",78967,118706001,Akimel O'Otham Pee Posh (3-5),Y,349,26,41,26,7,33,456,3,32,62,2,65,484,5,60,*,*,35,488,28,41,18,13,31
2013,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5381,70468101,Alhambra Traditional School,N,451,1,4,34,61,95,543,*,*,68,31,99,544,*,*,76,15,92,552,*,*,26,68,94
2013,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5382,70468102,Andalucia Middle School,N,392,28,23,34,16,49,486,8,27,60,5,65,475,20,50,*,*,29,484,26,32,30,12,42
2013,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5384,70468104,Barcelona Middle School,N,380,34,24,30,12,42,481,8,30,58,5,62,469,25,51,23,1,24,481,34,26,27,13,40
2013,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,6030,70468105,Carol G. Peck Elementary School,N,338,18,34,34,14,48,431,10,26,58,5,64,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5385,70468106,Catalina Ventura School,N,390,20,26,39,15,54,487,6,25,63,6,69,487,12,42,45,1,46,484,27,35,25,13,39
2013,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5386,70468107,Cordova Middle School,N,385,23,24,38,14,53,479,8,29,59,5,63,477,20,45,34,1,35,489,27,25,28,21,48
2013,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5387,70468109,Granada East School,N,395,26,24,36,14,50,492,7,25,64,4,68,477,15,56,*,*,30,491,26,31,28,15,43
2013,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5388,70468110,Granada Primary School,N,375,10,17,44,28,72,454,5,24,62,8,71,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5383,70468103,James W. Rice Primary School,N,380,6,10,57,28,85,461,4,10,78,9,86,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5389,70468111,Montebello School,N,378,29,26,30,14,44,475,8,30,56,6,62,477,20,49,*,*,32,481,29,31,26,14,41
2013,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5391,70468113,R E Simpson School,N,391,26,24,37,13,50,485,6,30,61,3,64,474,20,48,31,1,32,479,32,31,28,9,37
2013,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5390,70468112,Sevilla Primary School,N,367,5,30,44,21,65,453,2,27,63,8,71,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,79203,70468115,Sevilla West School,N,401,23,22,36,19,55,496,6,25,62,7,69,483,14,44,41,1,42,494,25,28,27,20,47
2013,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5392,70468114,Westwood Primary School,N,369,6,22,50,23,72,452,2,27,64,7,71,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Maricopa,79969,78967000,All Aboard Charter School,79970,78967101,All Aboard Charter School,Y,398,11,8,53,28,81,485,11,6,75,8,83,*,*,*,*,*,*,505,18,29,29,24,53
2013,ARIZONA,Maricopa,4347,78724000,"Allen-Cochran Enterprises, Inc.",5521,78724101,Center for Educational Excellence,Y,427,6,15,38,41,79,526,1,4,74,21,95,518,2,19,71,8,79,554,3,9,26,63,89
2013,ARIZONA,Pima,81031,108716000,Allsport Academy,79681,108716001,Allsport Academy,Y,378,54,26,*,*,19,480,16,46,37,1,38,460,32,53,*,*,15,488,33,14,38,14,52
2013,ARIZONA,Apache,4161,10307000,Alpine Elementary District,4743,10307101,Alpine Elementary School,N,432,*,*,53,45,97,530,*,*,74,24,97,511,*,*,*,*,70,*,*,*,*,*,*
2013,ARIZONA,Pima,4418,100351000,Altar Valley Elementary District,5859,100351103,Altar Valley Middle School,N,408,20,22,42,16,58,502,5,24,67,4,71,475,15,60,*,*,25,491,22,15,33,30,63
2013,ARIZONA,Pima,4418,100351000,Altar Valley Elementary District,84336,100351100,Robles Elementary School,N,361,16,26,40,18,58,450,4,28,64,4,68,*,*,*,*,*,*,492,28,31,30,10,40
2013,ARIZONA,Maricopa,89550,78529000,Ambassador Academy,89551,78529101,Ambassador Academy,Y,406,*,*,63,32,95,493,*,*,84,11,95,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Maricopa,79215,78989000,American Basic Schools LLC,78788,78989101,Burke Basic School,Y,384,10,29,43,18,61,491,1,18,72,9,81,510,3,31,60,6,66,512,8,25,52,15,67
2013,ARIZONA,Pima,80995,108794000,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,108794201,Alta Vista High School,Y,474,47,26,25,2,27,686,2,31,66,1,67,471,7,52,*,*,40,445,81,13,5,1,6
2013,ARIZONA,Pinal,79883,118703000,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,118703001,Apache Trail High School,Y,464,57,24,*,*,18,678,7,44,*,*,49,476,8,46,*,*,45,463,63,15,20,2,22
2013,ARIZONA,Maricopa,79874,78950000,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,78950001,Crestview College Preparatory High School,Y,458,55,21,23,1,24,637,10,37,*,*,53,469,18,46,*,*,36,460,66,10,21,3,25
2013,ARIZONA,Maricopa,79872,78947000,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,78947001,Desert Hills High School,Y,469,55,20,22,3,25,685,5,36,58,1,59,484,11,39,47,2,50,442,81,3,10,6,16
2013,ARIZONA,Maricopa,79873,78948000,American Charter Schools Foundation d.b.a. Estrella High School,78900,78948001,Estrella High School,Y,462,66,18,*,*,16,671,9,47,*,*,44,463,13,61,*,*,26,419,*,*,3,2,5
2013,ARIZONA,Maricopa,79875,78951000,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,78951001,Peoria Accelerated High School,Y,461,71,16,*,*,13,675,8,43,48,1,49,461,17,55,27,1,28,446,71,20,8,1,9
2013,ARIZONA,Maricopa,80989,78983000,American Charter Schools Foundation d.b.a. South Pointe High School,80990,78983201,South Pointe High School,Y,462,68,14,*,*,18,674,5,46,47,1,48,456,27,48,*,*,25,431,90,8,2,1,3
2013,ARIZONA,Maricopa,88334,78517000,American Charter Schools Foundation d.b.a. South Ridge High School,88335,78517201,South Ridge High School,Y,498,22,15,49,14,62,718,*,*,80,6,86,513,1,18,78,3,81,489,36,20,23,20,44
2013,ARIZONA,Maricopa,79877,78953000,American Charter Schools Foundation d.b.a. Sun Valley High School,6347,78953001,Sun Valley High School,Y,460,67,23,*,*,9,668,8,57,35,1,36,458,22,52,*,*,26,433,91,5,3,2,5
2013,ARIZONA,Maricopa,79879,78956000,American Charter Schools Foundation d.b.a. West Phoenix High School,6348,78956001,West Phoenix High School,Y,454,73,18,*,*,9,660,4,54,*,*,41,456,25,53,*,*,22,417,85,9,5,1,6
2013,ARIZONA,Yavapai,6365,138754000,American Heritage Academy,88201,138754003,American Heritage Academy - Camp Verde,Y,407,6,24,52,19,71,503,1,12,80,7,87,501,*,*,48,5,53,503,17,33,23,27,50
2013,ARIZONA,Yavapai,6365,138754000,American Heritage Academy,6366,138754001,American Heritage Academy - Cottonwood,Y,422,15,25,46,14,60,532,2,18,72,7,80,493,7,42,50,1,51,512,19,15,42,25,66
2013,ARIZONA,Maricopa,4348,78725000,"American Leadership Academy, Inc.",91778,78725004,ALA Mesa,Y,399,4,18,51,27,78,496,1,13,79,7,86,495,2,52,43,2,45,536,3,19,44,34,78
2013,ARIZONA,Maricopa,4348,78725000,"American Leadership Academy, Inc.",91793,78725005,ALA QC  Elem,Y,406,7,13,49,30,80,508,1,7,77,15,92,511,3,28,66,3,69,532,7,15,36,42,78
2013,ARIZONA,Maricopa,4348,78725000,"American Leadership Academy, Inc.",91173,78725003,ALA San Tan,Y,398,12,17,45,26,71,501,1,14,72,13,85,504,5,33,60,1,62,507,14,31,34,21,55
2013,ARIZONA,Maricopa,4348,78725000,"American Leadership Academy, Inc.",5522,78725001,American Leadership Academy,Y,409,10,12,44,34,78,507,2,11,72,15,87,510,5,23,70,2,72,510,18,21,39,22,61
2013,ARIZONA,Maricopa,4348,78725000,"American Leadership Academy, Inc.",90769,78725002,American Leadership Academy - Queen Creek,Y,452,20,17,41,22,63,577,2,13,75,9,84,506,4,30,63,2,65,512,23,12,33,32,65
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,91756,100210185,Amphi Academy at Donaldson,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,91755,100210285,Amphi Academy at El Hogar,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,6055,100210281,Amphitheater High School,N,467,51,19,26,4,30,682,3,35,61,1,63,474,13,44,41,2,43,456,62,14,17,7,24
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5805,100210166,Amphitheater Middle School,N,398,28,25,37,11,48,495,6,24,66,4,70,483,14,46,37,2,39,479,28,27,25,20,45
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5808,100210282,Canyon Del Oro High School,N,507,22,11,43,24,67,726,3,7,76,14,90,520,5,15,70,10,80,504,27,17,30,26,57
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5802,100210118,Copper Creek Elementary School,N,390,6,15,50,29,79,496,1,5,74,20,94,528,1,15,74,10,84,540,4,17,24,56,80
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5799,100210115,Coronado K-8 School,N,416,14,19,46,21,67,520,3,13,75,9,85,514,5,24,65,7,71,528,12,14,24,50,74
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5796,100210110,E C Nash School,N,367,21,30,33,15,49,470,8,22,63,7,70,480,9,54,*,*,36,499,19,29,41,11,52
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5794,100210108,Frances Owen Holaway Elementary School,N,351,16,34,39,11,50,453,2,27,65,6,71,495,4,48,46,2,48,486,25,36,21,18,39
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5795,100210109,Helen Keeling Elementary School,N,368,16,32,37,15,52,464,6,29,60,5,65,488,9,38,*,*,53,503,17,32,38,14,52
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,79378,100210280,Ironwood Ridge High School,N,508,16,13,43,29,71,723,1,9,76,14,90,528,4,10,75,12,86,515,19,19,26,35,62
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5797,100210111,L M Prince School,N,362,26,26,35,12,48,465,8,28,57,7,64,474,16,48,*,*,36,483,28,38,23,12,35
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5804,100210165,La Cima Middle School,N,418,22,24,40,14,54,519,4,20,70,7,77,493,11,41,46,2,48,511,20,19,30,31,61
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5806,100210167,Lawrence W Cross Middle School,N,426,17,19,39,24,64,529,3,13,72,12,84,501,9,34,54,3,57,531,7,9,28,55,83
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5798,100210112,Lulu Walker School,N,384,13,21,45,21,66,491,2,14,72,13,84,502,*,*,54,2,57,516,14,13,51,22,73
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5792,100210106,Marion Donaldson Elementary School,N,385,11,24,47,18,65,493,*,*,72,15,87,511,*,*,66,5,70,517,13,31,31,25,56
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5800,100210116,Mesa Verde Elementary School,N,392,7,13,56,24,79,499,3,7,70,20,90,502,7,28,*,*,65,541,6,14,29,51,80
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,79282,100210114,Painted Sky Elementary School,N,409,2,14,43,40,83,506,1,5,74,20,94,516,3,26,65,6,72,557,3,9,33,56,89
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5807,100210168,Richard B Wilson Jr School,N,432,7,14,39,40,79,529,1,8,70,21,91,518,4,21,69,6,75,538,3,8,31,58,88
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5803,100210125,Rillito Center,N,0,7,54,36,4,39,0,14,54,25,7,32,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5801,100210117,Rio Vista Elementary School,N,364,11,23,51,15,66,459,2,18,73,8,81,481,10,53,*,*,37,496,7,40,45,8,53
2013,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5793,100210107,Winifred Harelson Elementary School,N,434,3,9,31,58,89,524,*,*,65,30,95,537,1,15,66,18,84,573,*,*,23,68,91
2013,ARIZONA,Yuma,4506,140550000,Antelope Union High School District,6188,140550201,Antelope Union High School,N,474,40,19,39,2,41,680,4,27,*,*,68,472,12,51,*,*,38,458,55,21,18,5,23
2013,ARIZONA,Maricopa,90532,78525000,Anthem Preparatory Academy,90635,78525001,Great Hearts Academies - Anthem Prep,Y,442,3,10,42,45,87,548,*,*,78,18,96,531,1,14,76,9,85,538,1,13,33,53,85
2013,ARIZONA,Cochise,4178,20342000,Apache Elementary District,4786,20342101,Apache Elementary School,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,91810,110243202,Apache Junction Distance Learning Program,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5925,110243201,Apache Junction High School,N,474,38,16,40,6,46,693,6,19,68,7,74,503,12,21,59,8,67,488,31,17,26,26,52
2013,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5923,110243151,Cactus Canyon Junior High,N,428,21,15,43,21,64,522,4,19,68,9,77,493,14,39,45,2,47,508,10,22,38,31,68
2013,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5922,110243104,Desert Vista Elementary School,N,390,18,20,40,23,63,490,3,19,71,7,78,511,6,33,52,8,60,515,15,25,38,23,60
2013,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5920,110243102,Four Peaks Elementary School,N,386,11,28,45,16,61,478,5,25,64,5,69,487,11,47,40,2,43,488,20,45,28,7,35
2013,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,79631,110243105,Peralta Trail Elementary School,N,387,16,22,36,26,62,483,6,19,67,8,75,508,7,26,63,5,67,515,13,29,29,28,58
2013,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5919,110243101,Superstition Mountain Elementary School,N,372,21,24,40,15,55,470,8,22,63,7,70,485,15,44,40,1,41,481,33,20,31,16,47
2013,ARIZONA,Pima,79426,108785000,Aprender Tucson,79432,108785001,Southside Community School,Y,371,35,33,29,4,32,476,4,40,54,1,56,478,10,58,31,1,32,484,30,38,30,3,33
2013,ARIZONA,Maricopa,90917,78597000,Archway Classical Academy Chandler,90999,78597301,Great Hearts Academies - Archway Chandler,Y,426,2,5,35,58,93,519,*,*,71,25,96,552,*,*,73,23,95,557,1,12,27,60,87
2013,ARIZONA,Maricopa,91758,78214000,Archway Classical Academy North Phoenix,91785,78214002,Great Hearts Academy - Archway North Phoenix,Y,408,5,12,41,42,83,515,*,*,71,26,97,535,1,13,72,13,85,546,3,17,30,50,80
2013,ARIZONA,Maricopa,90857,78590000,Archway Classical Academy Scottsdale,90994,78590301,Great Hearts Academies - Archway Scottsdale,Y,409,3,10,39,49,88,506,1,4,66,29,95,*,*,*,*,*,*,545,1,10,45,45,89
2013,ARIZONA,Maricopa,90915,78595000,Archway Classical Academy Trivium,91001,78595301,Great Hearts Academies - Archway Trivium,Y,410,3,10,45,42,87,511,*,*,70,25,95,547,*,*,67,19,86,544,5,5,45,45,90
2013,ARIZONA,Maricopa,90916,78596000,Archway Classical Academy Veritas,91000,78596301,Great Hearts Academies - Archway Veritas,Y,403,4,15,48,34,82,505,*,*,77,17,95,522,*,*,64,10,74,542,2,8,44,45,89
2013,ARIZONA,Maricopa,6378,78665000,"Arizona Academy of Science And Technology, Inc.",10755,78665001,Arizona Academy of Science and Technology,Y,392,13,32,42,14,56,488,1,25,68,5,73,496,9,42,45,3,48,496,25,31,31,13,44
2013,ARIZONA,Maricopa,4331,78707000,"Arizona Agribusiness & Equine Center, Inc.",6344,78707202,AAEC - Paradise Valley,Y,521,10,7,54,29,83,737,*,*,84,13,97,522,*,*,84,4,88,539,14,9,27,50,77
2013,ARIZONA,Maricopa,85816,78993000,"Arizona Agribusiness & Equine Center, Inc.",5503,78993201,AAEC - SMCC Campus,Y,507,10,16,54,20,74,717,*,*,87,6,92,510,*,*,81,2,83,501,25,23,30,23,52
2013,ARIZONA,Maricopa,90779,78587000,"Arizona Agribusiness & Equine Center, Inc.",90780,78587201,Arizona Agribusiness & Equine Center - Estrella,Y,520,8,10,50,32,82,740,*,*,87,11,98,530,*,*,87,5,92,541,9,9,28,55,83
2013,ARIZONA,Yavapai,91131,138785000,"Arizona Agribusiness & Equine Center, Inc.",91132,138785201,"Arizona Agribusiness & Equine Center, Inc. - Prescott Valley",Y,508,13,13,54,20,74,*,*,*,*,*,*,545,*,*,82,14,96,555,3,6,32,58,90
2013,ARIZONA,Maricopa,87403,78510000,"Arizona Agribusiness & Equine Center, Inc.",87404,78510201,"Arizona Agribusiness & Equine Center, Inc. - Red Mountain",Y,525,6,6,48,40,87,739,*,*,81,17,98,529,*,*,75,12,87,543,7,7,33,52,85
2013,ARIZONA,Maricopa,4346,78723000,"Arizona Call-a-Teen Youth Resources, Inc.",5520,78723201,Arizona Call-a-Teen Center for Excellence,Y,468,53,24,21,2,22,678,5,40,*,*,55,457,18,68,*,*,14,*,*,*,*,*,*
2013,ARIZONA,Pima,79947,108709000,Arizona Community Development Corporation,79950,108709101,La Paloma Academy,Y,380,27,29,32,12,44,484,6,24,65,4,70,480,14,48,*,*,37,503,17,29,32,23,54
2013,ARIZONA,Pima,79947,108709000,Arizona Community Development Corporation,81187,108709103,La Paloma Academy (Lakeside),Y,386,23,25,38,13,51,487,6,26,63,6,69,482,15,46,37,2,39,523,14,19,35,32,66
2013,ARIZONA,Pima,79947,108709000,Arizona Community Development Corporation,91805,108709104,La Paloma Academy-South,Y,365,48,30,16,6,22,473,9,41,49,2,50,461,28,55,*,*,17,473,45,36,15,3,18
2013,ARIZONA,Maricopa,87407,78511000,"Arizona Connections Academy Charter School, Inc.",81179,78511101,Arizona Connections Academy,Y,410,31,24,34,11,45,547,3,17,71,9,80,488,10,42,46,1,48,509,18,22,32,29,60
2013,ARIZONA,Maricopa,85749,78991000,Arizona Montessori Charter School at Anthem,85750,78991101,AMCS at Anthem dba Caurus Academy,Y,395,13,23,41,23,64,508,1,10,80,9,88,511,7,24,64,4,69,553,10,6,23,61,84
2013,ARIZONA,Maricopa,79449,78922000,"Arizona School for Integrated Academics and Technologies, Inc.",79450,78922201,School for Integrated Academics and Technologies,Y,446,88,7,*,*,5,662,10,64,*,*,25,437,38,51,*,*,11,*,*,*,*,*,*
2013,ARIZONA,Pima,79449,78922000,"Arizona School for Integrated Academics and Technologies, Inc.",79726,78922202,School for Integrated Academics and Technologies,Y,447,90,6,*,*,4,667,9,56,*,*,34,444,23,70,*,*,8,*,*,*,*,*,*
2013,ARIZONA,Maricopa,4345,78722000,Arizona School For The Arts,5519,78722001,Arizona School For The Arts,Y,469,1,6,47,46,93,601,*,*,68,31,99,561,*,*,68,27,95,557,2,5,20,72,93
2013,ARIZONA,Maricopa,6393,1202000,Arizona State School for the Deaf and Blind,6395,1202040,ASDB/Phoenix Day School,N,328,72,17,9,2,11,434,37,48,*,*,14,410,72,22,*,*,6,385,81,16,*,*,3
2013,ARIZONA,Pima,6393,1202000,Arizona State School for the Deaf and Blind,78947,1202011,ASDB/Tucson Blind School,N,305,62,10,24,5,29,377,24,41,32,3,35,439,40,53,*,*,7,303,43,43,7,7,14
2013,ARIZONA,Pima,6393,1202000,Arizona State School for the Deaf and Blind,78941,1202010,ASDB/Tucson Deaf School,N,313,68,16,*,*,16,418,32,47,*,*,21,*,*,*,*,*,*,197,50,15,31,4,35
