Fiscal Year,State,County,Local Education Agency (LEA) Entity ID,Local Education Agency (LEA) CTDS Number,Local Education Agency (LEA) Name,School Entity ID,School CTDS Number,School Name,Charter School,Math Mean Scale Score,Math Percent Falls Far Below,Math Percent Approaches,Math Percent Meets,Math Percent Exceeds,Math Percent Passing,Reading Mean Scale Score,Reading Percent  Falls Far Below,Reading Percent  Approaches,Reading Percent  Meets,Reading Percent  Exceeds,Reading Percent  Passing,Writing Mean Scale Score,Writing Percent  Falls Far Below,Writing Percent  Approaches,Writing Percent  Meets,Writing Percent  Exceeds,Writing Percent  Passing,Science Mean Scale Score,Science Percent  Falls Far Below,Science Percent  Approaches,Science Percent  Meets,Science Percent  Exceeds,Science Percent  Passing
2013,ARIZONA,Cochise,81027,28701000,Cochise Community Development Corporation,81028,28701001,The Berean Schools,Y,406,29,28,36,7,43,534,6,20,70,5,75,498,7,36,57,1,57,490,35,19,32,14,46
2013,ARIZONA,Cochise,4177,20326000,Cochise Elementary District,4785,20326101,Cochise Elementary School,N,408,13,18,45,25,70,511,4,14,71,11,82,503,13,13,*,*,74,519,17,11,39,33,72
2013,ARIZONA,Coconino,10386,30199000,Coconino County Regional Accommodation SD,79010,30199004,County Jail Education Program,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Coconino,10386,30199000,Coconino County Regional Accommodation SD,78915,30199003,Juvenile Detention Education Program,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Coconino,10386,30199000,Coconino County Regional Accommodation SD,85842,30199007,Ponderosa High School,N,469,42,42,*,*,15,654,8,75,*,*,17,453,28,56,*,*,17,*,*,*,*,*,*
2013,ARIZONA,Coconino,10386,30199000,Coconino County Regional Accommodation SD,81127,30199006,Tse'yaato' High School,N,474,40,28,*,*,32,675,*,*,*,*,50,469,16,58,*,*,26,*,*,*,*,*,*
2013,ARIZONA,Pima,91773,108909000,"Collaborative Pathways, Inc.",10733,108909001,Arizona College Prep Academy,Y,497,21,18,52,9,61,729,*,*,86,6,92,524,3,11,77,9,87,489,34,21,31,14,45
2013,ARIZONA,Mohave,4370,80214000,Colorado City Unified District,5567,80214101,El Capitan Public School,N,409,18,21,45,17,61,527,3,20,74,4,77,479,18,40,40,1,42,510,16,23,39,22,61
2013,ARIZONA,Mohave,4381,80502000,Colorado River Union High School District,90858,80502004,Colorado River Union High School District-Online,N,466,68,18,11,4,14,694,*,*,*,*,79,478,*,*,*,*,47,*,*,*,*,*,*
2013,ARIZONA,Mohave,4381,80502000,Colorado River Union High School District,5592,80502001,Mohave High School,N,474,36,20,37,7,44,688,3,21,70,7,76,490,8,35,53,4,57,475,38,19,23,20,43
2013,ARIZONA,Mohave,4381,80502000,Colorado River Union High School District,5593,80502002,River Valley High School,N,481,37,18,38,7,45,702,3,19,71,7,78,494,9,29,58,4,62,484,41,18,20,21,41
2013,ARIZONA,Pima,79467,108788000,"Compass High School, Inc.",79468,108788201,Compass High School,Y,459,75,13,*,*,11,680,9,35,55,1,56,464,15,54,*,*,31,457,71,11,13,5,18
2013,ARIZONA,Yavapai,90533,138501000,"Compass Points International, Inc",88388,138501001,Northpoint Expeditionary Learning Academy,Y,483,37,22,33,8,41,719,*,*,73,9,82,496,6,33,59,2,61,506,31,15,21,33,54
2013,ARIZONA,Apache,4160,10306000,Concho Elementary District,4742,10306101,Concho Elementary School,N,383,14,23,46,17,63,484,2,15,76,8,83,490,6,57,35,2,37,478,6,22,59,13,72
2013,ARIZONA,Maricopa,89556,78530000,"Concordia Charter School, Inc.",89557,78530101,Concordia Charter School,Y,346,18,62,18,3,21,453,5,26,*,*,69,*,*,*,*,*,*,478,18,64,*,*,18
2013,ARIZONA,Yavapai,4479,130317000,Congress Elementary District,6114,130317001,Congress Elementary School,N,428,6,11,44,39,83,518,*,*,80,13,93,506,3,35,59,3,62,532,*,*,43,38,81
2013,ARIZONA,Pima,4416,100339000,Continental Elementary District,5855,100339001,Continental Elementary School,N,403,15,17,45,23,67,505,4,15,69,12,81,501,7,38,52,2,55,530,9,17,28,46,74
2013,ARIZONA,Pinal,4442,110221000,Coolidge Unified District,5916,110221007,Coolidge High School,N,457,65,17,17,1,17,664,9,39,*,*,52,464,19,44,*,*,36,428,77,14,7,3,9
2013,ARIZONA,Pinal,4442,110221000,Coolidge Unified District,89577,110221010,Heartland Ranch Elementary School,N,338,28,39,28,5,33,438,5,44,50,1,51,493,8,47,43,2,45,465,37,38,21,3,24
2013,ARIZONA,Pinal,4442,110221000,Coolidge Unified District,5914,110221005,HoHoKam Middle School,N,384,52,24,19,5,24,488,10,36,52,2,54,472,20,53,*,*,26,470,49,22,21,8,28
2013,ARIZONA,Pinal,4442,110221000,Coolidge Unified District,88427,110221009,Mountain Vista Middle School,N,392,34,31,26,8,34,501,5,22,69,3,73,481,15,47,*,*,38,509,15,25,33,28,60
2013,ARIZONA,Pinal,4442,110221000,Coolidge Unified District,89907,110221011,San Tan Foothills High School,N,466,55,15,27,3,30,682,5,32,61,2,63,473,14,46,39,1,40,441,78,9,10,3,13
2013,ARIZONA,Pinal,4442,110221000,Coolidge Unified District,80440,110221008,San Tan Heights Elementary,N,361,19,26,40,15,55,459,6,24,65,5,70,484,11,44,*,*,46,485,21,33,38,8,46
2013,ARIZONA,Pinal,4442,110221000,Coolidge Unified District,5911,110221001,West Elementary School,N,348,30,31,28,10,38,445,12,38,48,2,50,469,20,55,*,*,25,476,39,29,23,9,32
2013,ARIZONA,Maricopa,79077,78994000,"Cornerstone Charter School,Inc",79099,78994001,Cornerstone Charter School,Y,457,74,16,*,*,10,673,8,41,*,*,51,463,13,57,*,*,30,437,85,8,*,*,7
2013,ARIZONA,Maricopa,79988,78975000,"Cortez Park Charter Middle School, Inc.",79989,78975101,Imagine Cortez Park Middle,Y,416,21,22,41,16,57,513,4,20,69,7,76,499,7,35,55,3,57,506,22,22,30,27,57
2013,ARIZONA,Yavapai,4487,130406000,Cottonwood-Oak Creek Elementary District,6123,130406101,Cottonwood Elementary School,N,365,19,25,42,14,56,467,5,18,72,5,77,493,8,40,49,2,51,502,16,29,36,19,55
2013,ARIZONA,Yavapai,4487,130406000,Cottonwood-Oak Creek Elementary District,6124,130406102,Cottonwood Middle School,N,411,26,20,37,18,55,508,5,21,67,7,74,480,19,44,*,*,37,513,14,16,32,38,70
2013,ARIZONA,Yavapai,4487,130406000,Cottonwood-Oak Creek Elementary District,90934,130406106,Mountain View Preparatory,N,407,10,18,37,35,72,505,3,12,67,18,85,499,10,40,45,4,49,535,13,9,38,40,78
2013,ARIZONA,Yavapai,4487,130406000,Cottonwood-Oak Creek Elementary District,6125,130406103,Oak Creek School,N,385,24,27,39,11,49,496,5,20,68,7,75,486,12,47,39,2,41,504,16,20,34,30,64
2013,ARIZONA,Maricopa,79074,78513000,Country Gardens Charter Schools,79102,78513001,Country Gardens Charter School,Y,410,18,25,35,22,57,508,7,24,64,6,69,486,9,48,41,2,43,489,34,20,38,8,45
2013,ARIZONA,Pima,90331,108505000,CPLC Community Schools dba Hiaki High School,87412,108505001,Hiaki High School,Y,469,49,31,*,*,20,667,12,50,*,*,38,456,21,48,*,*,31,*,*,*,*,*,*
2013,ARIZONA,Pima,80032,108793000,CPLC Community Schools dba Toltecalli High School,80033,108793201,Toltecali High School,Y,463,56,30,*,*,14,661,13,51,*,*,36,456,18,58,*,*,24,430,92,4,*,*,4
2013,ARIZONA,Yuma,4501,140413000,Crane Elementary District,78935,140413107,Centennial Middle School,N,424,23,19,33,24,58,515,6,20,62,11,74,490,15,39,46,1,47,498,19,23,27,30,57
2013,ARIZONA,Yuma,4501,140413000,Crane Elementary District,6172,140413103,Crane Middle School,N,441,20,16,32,31,64,531,3,15,71,10,81,496,11,40,47,2,48,511,13,21,35,31,66
2013,ARIZONA,Yuma,4501,140413000,Crane Elementary District,85833,140413108,Gary A. Knox Elementary School,N,383,17,25,41,18,59,480,5,23,66,5,71,490,6,49,43,2,45,511,14,29,39,18,57
2013,ARIZONA,Yuma,4501,140413000,Crane Elementary District,6174,140413105,H L Suverkrup Elementary School,N,363,12,19,36,33,69,439,8,21,62,10,71,482,18,42,39,2,40,472,8,10,33,48,82
2013,ARIZONA,Yuma,4501,140413000,Crane Elementary District,89582,140413130,Mesquite Elementary,N,408,4,15,47,35,82,503,1,13,69,17,86,509,4,28,65,3,68,531,7,16,45,33,78
2013,ARIZONA,Yuma,4501,140413000,Crane Elementary District,6168,140413101,Pueblo Elementary School,N,389,14,22,47,17,64,493,3,19,69,9,78,499,8,37,52,3,55,500,25,28,29,19,47
2013,ARIZONA,Yuma,4501,140413000,Crane Elementary District,6169,140413102,Rancho Viejo Elementary School,N,375,19,26,38,17,55,471,8,25,61,6,67,492,10,42,44,3,47,482,24,27,29,19,48
2013,ARIZONA,Yuma,4501,140413000,Crane Elementary District,6173,140413104,Ronald Reagan Fundamental School,N,380,13,26,40,21,61,478,2,23,67,7,75,501,7,37,50,6,56,501,22,28,36,14,49
2013,ARIZONA,Yuma,4501,140413000,Crane Elementary District,85834,140413109,Salida Del Sol Elementary,N,373,5,20,53,22,75,457,2,18,72,7,80,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Yuma,4501,140413000,Crane Elementary District,6175,140413106,Valley Horizon Elementary School,N,394,13,22,41,25,66,489,5,18,69,9,78,490,9,45,45,1,46,509,10,30,42,18,60
2013,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,5289,70414180,Biltmore Preparatory Academy,N,416,7,17,39,37,76,507,3,15,68,14,82,510,8,31,55,6,61,530,8,18,32,42,73
2013,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,79286,70414099,Compass Center,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,5283,70414110,Creighton Elementary School,N,388,24,24,36,16,52,480,9,28,61,3,63,482,13,49,*,*,37,491,35,23,28,15,43
2013,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,79285,70414190,Excelencia School,N,382,23,26,36,15,50,476,8,27,61,3,65,477,18,48,*,*,33,470,28,34,26,13,39
2013,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,6023,70414120,Gateway School,N,388,18,30,41,11,52,478,7,32,56,4,60,482,16,43,40,1,40,489,34,26,30,10,40
2013,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,5284,70414130,Larry C Kennedy School,N,385,30,23,33,15,47,480,10,31,56,4,60,478,19,42,37,1,38,494,30,28,21,21,43
2013,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,5285,70414140,Loma Linda Elementary School,N,384,18,24,42,16,58,475,5,23,66,6,72,487,11,44,44,1,45,488,31,29,30,10,40
2013,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,5287,70414160,Monte Vista Elementary School,N,383,23,25,37,15,52,479,6,28,60,5,66,477,19,50,*,*,31,486,26,24,33,17,50
2013,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,5288,70414170,Papago School,N,368,30,18,36,15,51,460,9,30,56,5,61,481,18,45,*,*,37,469,40,23,24,13,37
2013,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,5286,70414150,William T Machan Elementary School,N,392,25,26,35,14,49,486,7,27,62,4,66,476,22,44,33,2,35,500,23,26,33,18,51
2013,ARIZONA,Maricopa,79443,78921000,"Crown Charter School, Inc",79444,78921101,Crown Charter School,Y,407,*,*,61,32,93,*,*,*,*,*,*,539,*,*,82,9,91,547,*,*,53,44,97
2013,ARIZONA,Pima,79049,108666000,Daisy Education Corporation dba Sonoran Science Academy,79127,108666001,Sonoran Science Academy - Tucson,Y,456,5,7,40,48,88,558,*,*,73,20,93,522,3,21,69,8,77,546,6,12,24,58,83
2013,ARIZONA,Maricopa,90332,78569000,Daisy Education Corporation dba Sonoran Science Academy - Ahwatukee,89856,78569001,Sonoran Science Academy - Ahwatukee,Y,407,9,19,42,31,73,497,4,12,77,7,84,499,3,41,*,*,56,533,9,9,41,41,82
2013,ARIZONA,Maricopa,89914,108502000,Daisy Education Corporation dba Sonoran Science Academy - Phoenix,80974,108502101,Sonoran Science Academy - Phoenix,Y,397,24,27,42,8,50,513,4,24,70,2,72,478,15,47,36,1,37,485,46,17,20,16,37
2013,ARIZONA,Maricopa,4328,78704000,"DCS Partner, Inc. dba Destiny Community School.",5499,78704101,Destiny Community School,Y,413,9,20,39,32,70,512,*,*,68,14,82,503,4,28,*,*,68,508,8,33,33,25,58
2013,ARIZONA,Maricopa,79496,78934000,"Deer Valley Charter Schools, Inc.",79506,78934201,Deer Valley Academy,Y,465,60,13,*,*,27,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,78922,70297137,Anthem School,N,421,9,14,41,36,77,527,1,7,73,18,91,516,7,25,59,9,68,542,3,11,28,58,86
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5154,70297127,Arrowhead Elementary School,N,403,7,12,47,34,81,504,1,6,77,16,93,512,3,34,58,5,63,528,6,16,27,52,79
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5162,70297224,Barry Goldwater High School,N,486,33,18,34,15,49,697,4,17,71,8,79,495,9,32,54,6,60,481,40,17,23,20,42
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5151,70297122,Bellair Elementary School,N,388,12,21,44,23,67,490,3,15,73,9,81,480,13,57,29,1,30,526,8,20,39,33,72
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,85850,70297245,Boulder Creek High School,N,506,17,13,47,24,70,724,2,9,78,12,90,513,4,18,73,6,78,517,19,15,31,36,66
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,88399,70297148,Canyon Springs,N,415,11,16,43,30,72,519,2,9,73,16,88,520,4,21,67,8,75,525,6,14,36,45,81
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5146,70297115,Constitution Elementary School,N,381,15,25,39,21,60,480,4,20,68,8,76,495,10,38,48,4,52,506,24,23,35,19,54
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5160,70297134,Copper Creek Elementary,N,406,6,16,44,33,77,508,1,7,73,18,91,510,6,28,62,5,67,546,3,8,34,55,88
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5161,70297219,Deer Valley High School,N,487,31,18,34,17,51,706,1,15,74,10,83,499,6,29,59,5,64,503,25,19,26,29,55
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5142,70297111,Deer Valley Middle School,N,426,24,15,36,25,61,522,4,18,69,10,79,492,11,40,46,2,48,511,16,17,28,39,67
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5159,70297132,Desert Mountain School,N,411,12,19,43,25,68,515,2,12,73,13,86,499,10,38,48,4,52,533,7,16,29,50,78
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5156,70297129,Desert Sage Elementary School,N,399,7,19,45,28,74,497,2,13,74,12,85,501,6,36,56,2,58,538,6,9,41,44,85
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5150,70297121,Desert Sky Middle School,N,430,20,16,39,24,63,530,4,14,72,10,82,493,12,42,45,2,46,514,11,16,36,38,74
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5148,70297118,Desert Winds Elementary School,N,370,12,27,44,17,61,468,2,23,72,4,76,499,8,43,44,5,49,463,14,32,42,12,54
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,85851,70297146,Diamond Canyon Elementary,N,433,4,10,39,47,86,529,*,*,73,22,95,526,2,19,69,10,79,555,*,*,30,66,96
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5157,70297130,Esperanza Elementary School,N,374,21,23,44,12,55,485,3,19,72,6,78,488,15,38,44,3,47,508,11,25,40,24,63
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,80318,70297142,Gavilan Peak Elementary,N,433,8,11,41,41,82,535,2,4,73,21,94,534,3,17,68,12,80,541,5,5,30,60,90
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5152,70297123,Greenbrier Elementary School,N,401,9,17,45,28,74,508,1,12,67,20,87,520,7,26,57,10,67,544,2,9,48,41,89
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,78921,70297136,Highland Lakes School,N,441,9,13,34,45,79,538,2,6,64,27,92,524,3,20,66,11,77,536,7,11,28,54,82
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5155,70297128,Hillcrest Middle School,N,448,12,11,41,36,77,546,2,8,73,17,91,511,6,26,65,3,68,532,5,11,27,57,84
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5158,70297131,Las Brisas Elementary School,N,405,6,17,43,34,77,511,2,8,69,22,90,522,4,19,68,9,77,546,1,15,30,54,84
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,79290,70297138,Legend Springs Elementary,N,425,3,8,35,53,88,519,*,*,66,28,95,551,1,11,61,26,88,539,7,5,28,59,88
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5149,70297120,Mirage Elementary School,N,382,14,26,43,17,60,489,2,16,76,6,82,494,7,43,49,1,50,507,13,20,45,23,68
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5163,70297233,Mountain Ridge High School,N,505,19,11,45,25,71,727,1,7,77,14,91,515,3,15,77,4,81,525,18,14,26,42,68
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5153,70297125,Mountain Shadows Elementary School,N,389,10,20,47,23,70,496,1,13,74,12,86,502,8,31,57,4,61,522,6,18,37,38,75
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5144,70297113,New River Elementary School,N,382,14,18,48,20,68,488,3,17,68,12,80,503,3,30,66,1,67,524,2,22,51,24,76
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,89953,70297149,Norterra Canyon K-8,N,426,6,13,38,43,82,517,2,7,76,15,91,517,4,23,69,5,73,530,3,13,40,44,84
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5145,70297114,Park Meadows Elementary School,N,400,9,15,40,36,75,495,2,13,66,19,85,520,6,23,60,11,71,524,5,18,26,50,76
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,6016,70297135,Paseo Hills Elementary,N,399,15,22,43,21,63,507,1,13,74,12,85,507,7,30,57,6,63,514,9,22,36,33,69
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,80317,70297241,Sandra Day O'Connor High School,N,504,15,15,50,20,70,726,1,6,81,11,93,519,3,15,75,8,82,517,21,17,25,37,62
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,79574,70297139,Sierra Verde Elementary,N,439,5,7,36,51,88,535,1,4,67,29,95,536,4,15,65,17,81,544,5,9,23,64,87
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,79573,70297140,Stetson Hills Elementary,N,433,8,10,36,47,83,529,1,8,69,22,91,523,3,22,66,10,75,540,5,10,23,62,85
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5147,70297117,Sunrise Elementary School,N,382,13,25,42,21,62,482,3,16,75,7,82,495,6,49,42,3,45,510,13,40,23,25,48
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,81017,70297144,Sunset Ridge Elementary,N,425,7,13,41,39,79,527,1,6,71,21,92,521,4,23,65,8,73,539,4,9,34,53,87
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,81016,70297143,Terramar Elementary,N,423,9,12,43,37,80,524,2,7,71,21,91,532,3,18,66,13,79,519,8,13,39,40,79
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,5143,70297112,Village Meadows Elementary School,N,388,13,23,42,22,64,484,3,19,69,9,78,495,12,39,46,3,49,512,11,22,39,28,68
2013,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,87528,70297147,West Wing Elementary,N,426,8,10,43,39,82,528,1,7,69,22,91,521,4,23,64,10,73,539,4,14,32,49,82
2013,ARIZONA,Pima,79441,108787000,"Desert Rose Academy,Inc.",79442,108787201,Desert Rose Academy Charter School,Y,464,57,20,*,*,23,682,8,40,50,2,52,467,19,40,*,*,40,459,63,20,15,3,18
2013,ARIZONA,Pima,88308,108732000,"Desert Sky Community School, Inc.",88309,108732101,Desert Sky Community School,Y,342,42,33,*,*,25,461,17,8,*,*,75,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Pima,10969,108771000,Desert Springs Academy,79259,108771102,Desert Springs Academy,Y,404,9,18,44,29,73,505,1,14,73,12,85,510,6,21,70,3,73,544,3,20,27,50,77
2013,ARIZONA,Yavapai,88321,138714000,"Desert Star Community School, Inc.",88322,138714101,Desert Star Community School,Y,399,9,27,42,22,64,502,*,*,64,13,77,494,5,39,*,*,57,496,14,29,*,*,57
2013,ARIZONA,Gila,6258,48701000,"Destiny School, Inc.",10807,48701001,Destiny School,Y,407,14,19,42,25,67,497,2,19,72,6,79,499,7,29,*,*,64,505,15,31,38,16,55
2013,ARIZONA,Navajo,79269,98651000,"Developing Innovations in Navajo Education, Inc. (DINE, Inc.)",79270,98651201,DINE Southwest High School,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,ARIZONA,Graham,6357,58703000,Discovery Plus Academy,4898,58703001,Discovery Plus Academy,Y,387,4,28,51,18,68,492,*,*,79,7,86,495,5,45,45,5,50,537,10,10,40,40,80
2013,ARIZONA,Cochise,4179,20345000,Double Adobe Elementary District,4787,20345101,Double Adobe Elementary School,N,362,15,40,35,10,45,479,*,*,70,10,80,514,*,*,42,17,58,*,*,*,*,*,*
2013,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4765,20227102,Clawson School,N,370,13,32,44,11,55,465,5,30,63,2,65,508,5,35,53,7,60,489,20,47,28,5,33
2013,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4773,20227210,Douglas High School,N,478,40,20,34,7,40,690,3,22,73,2,75,489,8,33,56,2,58,473,46,20,25,10,34
2013,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4767,20227105,Faras Elementary School,N,353,24,36,34,5,39,455,5,37,55,2,57,497,6,32,*,*,61,484,20,51,26,3,29
2013,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4766,20227104,Joe Carlson Elementary School,N,351,29,31,34,7,41,452,6,37,55,1,56,479,10,59,*,*,31,476,38,29,22,11,33
2013,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4771,20227109,Paul H Huber Jr High School,N,399,27,29,34,10,44,502,3,23,69,6,74,497,8,39,51,2,52,500,14,27,35,25,59
2013,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4770,20227108,Ray Borane Middle School,N,396,39,24,28,9,37,490,13,29,54,4,58,480,22,42,34,2,36,480,37,33,21,10,30
2013,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4768,20227106,Sarah Marley School,N,353,21,31,37,11,48,448,3,43,45,8,53,499,3,49,46,3,49,468,50,28,20,2,22
2013,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4769,20227107,Stevenson Elementary School,N,374,13,29,45,13,58,469,7,26,61,6,67,502,7,29,61,3,64,489,26,42,19,13,32
2013,ARIZONA,Greenlee,4228,60202000,Duncan Unified District,4902,60202102,Duncan Elementary,N,389,31,23,33,13,46,489,11,23,59,7,66,494,17,32,45,6,51,493,31,25,29,15,45
2013,ARIZONA,Greenlee,4228,60202000,Duncan Unified District,4903,60202203,Duncan High School,N,489,30,16,49,5,54,710,*,*,72,7,79,507,*,*,*,*,79,497,39,4,36,21,57
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,81111,70289111,Ashton Ranch Elementary School,N,404,11,19,42,29,71,498,3,13,73,12,85,504,1,40,56,3,58,512,8,16,35,40,75
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,89600,70289124,Canyon Ridge,N,430,8,10,35,46,82,524,2,9,68,21,89,520,5,20,66,9,75,541,8,12,24,56,80
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,81112,70289112,Cimarron Springs Elementary,N,402,13,16,46,24,70,503,2,14,72,13,84,504,6,36,53,5,58,508,9,22,31,38,69
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,80052,70289109,Countryside Elementary,N,404,19,19,40,22,62,505,4,18,69,10,79,491,14,38,47,2,49,512,15,24,33,28,62
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,89822,70289126,Desert Moon School,N,415,11,21,40,28,69,504,3,16,75,5,81,499,5,40,54,1,55,505,18,26,31,26,56
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5128,70289101,Dysart Elementary School,N,414,12,16,41,31,72,501,4,18,71,7,79,492,8,42,48,2,50,507,15,31,31,23,54
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5133,70289205,Dysart High School,N,483,37,19,36,8,44,699,3,23,71,3,74,491,8,31,59,2,61,468,55,17,18,10,27
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5129,70289102,El Mirage School,N,385,29,25,34,12,46,482,8,32,56,4,60,483,15,42,41,2,42,485,34,32,23,11,34
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5132,70289106,Kingswood Elementary School,N,396,15,17,42,26,68,493,4,17,67,13,79,499,9,34,56,1,57,497,13,19,36,33,68
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5130,70289103,Luke School,N,387,21,24,41,14,55,484,5,21,69,5,74,485,14,43,42,1,43,486,24,34,29,13,42
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,84683,70289116,Marley Park Elementary,N,430,7,11,35,47,82,522,1,9,67,23,90,523,4,21,65,10,75,512,13,16,28,43,71
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,89604,70289123,Mountain View,N,414,10,17,40,33,72,509,2,13,71,13,84,507,7,31,57,5,62,521,10,15,35,40,75
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,88416,70289122,Parkview Elementary,N,403,17,21,42,20,62,499,4,21,68,7,75,489,11,38,50,1,51,501,22,28,31,19,50
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,87621,70289119,Rancho Gabriela,N,422,9,14,38,39,77,515,2,10,70,19,88,513,5,29,59,7,67,524,9,19,34,38,72
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,89821,70289127,Riverview School,N,393,22,21,41,15,56,493,6,22,65,7,72,485,13,46,40,1,41,499,27,21,32,19,52
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,90134,70289225,Shadow Ridge High School,N,490,24,16,45,16,61,702,3,12,76,9,85,515,5,15,73,7,80,492,34,19,21,26,47
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,88414,70289120,Sonoran Heights Elementary,N,422,6,10,42,42,84,515,3,8,75,14,89,516,3,25,66,6,72,533,7,14,35,44,79
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,87620,70289118,Sunset Hills Elementary,N,418,9,16,43,31,75,518,2,10,72,16,88,508,3,31,63,4,66,525,9,17,34,40,74
2013,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5131,70289104,Surprise Elementary School,N,390,22,21,37,20,57,485,6,22,66,6,72,483,16,45,39,1,39,497,17,22,32,29,61
