Fiscal Year,State,County,Local Education Agency (LEA) Entity ID,Local Education Agency (LEA) CTDS Number,Local Education Agency (LEA) Name,School Entity ID,School CTDS Number,School Name,Charter School,Math Mean Scale Score,Math Percent Falls Far Below,Math Percent Approaches,Math Percent Meets,Math Percent Exceeds,Math Percent Passing,Reading Mean Scale Score,Reading Percent  Falls Far Below,Reading Percent  Approaches,Reading Percent  Meets,Reading Percent  Exceeds,Reading Percent  Passing,Writing Mean Scale Score,Writing Percent  Falls Far Below,Writing Percent  Approaches,Writing Percent  Meets,Writing Percent  Exceeds,Writing Percent  Passing,Science Mean Scale Score,Science Percent  Falls Far Below,Science Percent  Approaches,Science Percent  Meets,Science Percent  Exceeds,Science Percent  Passing
2012,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,87528,70297147,West Wing Elementary,N,428,7,11,38,44,82,524,1,7,70,22,92,529,2,17,70,11,81,532,8,14,27,51,78
2012,ARIZONA,Pima,79441,108787000,"Desert Rose Academy,Inc.",79442,108787201,Desert Rose Academy Charter School,Y,454,71,17,*,*,12,669,6,49,44,1,45,461,18,52,*,*,30,458,72,3,17,7,24
2012,ARIZONA,Pima,88308,108732000,"Desert Sky Community School, Inc.",88309,108732101,Desert Sky Community School,Y,345,33,38,*,*,29,474,*,*,67,5,71,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Pima,10969,108771000,Desert Springs Academy,79259,108771102,Desert Springs Academy,Y,423,5,11,33,51,84,520,*,*,70,20,89,522,*,*,67,10,77,568,*,*,21,70,91
2012,ARIZONA,Yavapai,88321,138714000,"Desert Star Community School, Inc.",88322,138714101,Desert Star Community School,Y,377,10,45,28,17,45,494,*,*,74,9,83,511,17,17,54,13,67,530,5,14,55,27,82
2012,ARIZONA,Gila,6258,48701000,"Destiny School, Inc.",10807,48701001,Destiny School,Y,411,6,23,47,24,71,501,1,20,71,7,79,498,7,41,49,2,52,510,6,30,53,11,64
2012,ARIZONA,Navajo,79269,98651000,"Developing Innovations in Navajo Education, Inc. (DINE, Inc.)",79270,98651201,DINE Southwest High School,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Graham,6357,58703000,Discovery Plus Academy,4898,58703001,Discovery Plus Academy,Y,391,12,26,40,22,62,498,2,16,67,16,83,497,23,23,50,3,53,*,*,*,*,*,*
2012,ARIZONA,Cochise,4179,20345000,Double Adobe Elementary District,4787,20345101,Double Adobe Elementary School,N,373,17,37,37,10,47,476,7,27,57,10,67,488,13,47,33,7,40,*,*,*,*,*,*
2012,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4765,20227102,Clawson School,N,371,20,20,43,17,60,466,6,27,64,3,67,477,10,57,*,*,33,480,37,21,31,12,42
2012,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4773,20227210,Douglas High School,N,473,49,16,28,7,34,684,7,25,64,4,68,488,9,33,55,2,57,471,44,23,21,12,33
2012,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4767,20227105,Faras Elementary School,N,356,20,36,40,5,45,449,10,41,46,2,49,467,24,38,36,2,38,486,29,41,24,6,29
2012,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4766,20227104,Joe Carlson Elementary School,N,360,18,30,44,9,53,454,9,30,58,3,61,475,11,61,*,*,27,483,31,36,21,12,33
2012,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4771,20227109,Paul H Huber Jr High School,N,405,33,25,30,12,42,504,5,24,68,3,71,483,17,43,39,2,41,495,27,27,34,12,46
2012,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4770,20227108,Ray Borane Middle School,N,393,40,26,28,6,35,490,12,30,56,3,58,478,20,45,34,1,35,476,47,18,29,6,35
2012,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4768,20227106,Sarah Marley School,N,337,21,42,30,7,37,427,13,38,46,3,49,476,13,52,*,*,35,444,33,40,21,6,27
2012,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4769,20227107,Stevenson Elementary School,N,375,12,22,45,21,66,469,4,24,63,9,72,492,14,32,53,1,55,498,17,29,36,17,53
2012,ARIZONA,Greenlee,4228,60202000,Duncan Unified District,4902,60202102,Duncan Elementary,N,387,31,22,36,11,47,494,6,24,63,7,70,496,15,35,47,3,50,514,23,21,27,29,55
2012,ARIZONA,Greenlee,4228,60202000,Duncan Unified District,4903,60202203,Duncan High School,N,479,51,14,25,11,35,703,7,27,50,16,66,495,7,23,*,*,70,514,23,23,23,32,55
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,81111,70289111,Ashton Ranch Elementary School,N,401,10,20,42,28,71,497,3,14,69,14,83,510,6,32,55,7,62,520,7,11,37,45,81
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,89600,70289124,Canyon Ridge,N,430,9,11,36,44,80,522,2,9,68,21,89,518,7,18,68,7,75,550,7,7,28,58,86
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,81112,70289112,Cimarron Springs Elementary,N,405,14,16,41,28,70,505,4,13,69,15,83,501,9,35,52,4,56,524,10,18,35,37,72
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,80052,70289109,Countryside Elementary,N,404,19,17,39,25,64,505,4,17,68,11,78,500,9,36,51,4,55,511,19,18,36,27,63
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,89822,70289126,Desert Moon School,N,392,17,17,41,25,66,474,9,22,64,5,69,492,10,46,43,2,44,498,20,29,29,21,51
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5128,70289101,Dysart Elementary School,N,408,16,20,34,29,64,496,5,22,65,9,73,495,10,37,51,2,53,504,25,19,31,25,56
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5133,70289205,Dysart High School,N,480,41,19,32,8,40,692,6,28,61,4,66,485,11,32,55,1,57,474,48,18,19,15,34
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5129,70289102,El Mirage School,N,393,23,22,37,18,55,486,7,26,62,4,66,476,20,50,*,*,30,494,31,23,30,16,46
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5132,70289106,Kingswood Elementary School,N,391,22,18,38,23,61,487,8,17,64,11,75,496,13,29,56,2,58,496,26,18,28,28,56
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5130,70289103,Luke School,N,394,17,21,42,19,62,485,6,21,67,6,73,489,15,39,43,3,46,497,20,19,38,24,62
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,84683,70289116,Marley Park Elementary,N,423,9,15,35,42,77,514,2,12,68,17,86,527,7,19,57,17,74,523,7,15,31,47,78
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,89604,70289123,Mountain View,N,420,9,12,38,41,79,508,2,10,72,16,88,511,6,29,60,6,66,529,8,10,32,49,81
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,88416,70289122,Parkview Elementary,N,404,17,21,40,22,62,499,6,19,68,7,74,493,8,41,49,1,51,506,22,20,36,23,59
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,87621,70289119,Rancho Gabriela,N,424,8,13,39,40,79,517,3,9,69,20,88,513,6,24,63,6,70,525,9,16,30,44,74
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,89821,70289127,Riverview School,N,394,23,23,37,17,54,489,7,26,60,7,67,479,17,44,*,*,39,502,23,25,31,22,53
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,90134,70289225,Shadow Ridge High School,N,494,25,11,46,18,64,703,5,15,72,8,80,501,5,25,69,1,71,496,28,19,26,27,53
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,88414,70289120,Sonoran Heights Elementary,N,432,6,11,37,46,83,523,2,8,69,21,90,519,5,20,66,9,75,537,6,12,31,51,81
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,87620,70289118,Sunset Hills Elementary,N,416,10,15,43,32,75,515,2,11,71,16,87,516,6,28,57,9,67,527,10,15,33,42,75
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,5131,70289104,Surprise Elementary School,N,388,20,20,36,24,61,475,7,24,63,7,70,479,19,39,41,1,42,489,22,19,33,26,59
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,84684,70289117,Thompson Ranch Elementary,N,394,23,23,36,19,55,488,6,27,61,6,67,482,18,38,43,1,44,497,26,25,28,21,49
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,88417,70289220,Valley Vista High School,N,490,34,16,36,14,50,706,4,21,65,10,75,498,8,25,64,4,68,508,28,19,23,31,54
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,79632,70289108,West Point Elementary,N,399,19,20,37,25,62,497,4,19,67,10,77,500,11,31,55,3,58,506,15,21,34,29,63
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,88415,70289121,Western Peaks Elementary,N,410,14,17,41,29,70,505,3,15,74,8,82,498,6,37,*,*,57,519,16,19,34,32,66
2012,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,81113,70289210,Willow Canyon High School,N,488,31,18,41,10,51,711,4,15,73,9,82,504,5,24,67,5,71,503,29,17,25,29,54
2012,ARIZONA,La Paz,6360,158701000,"E.Q. Scholars, Inc.",6204,158701001,"Scholars Academy, The",Y,465,35,15,35,15,50,647,3,21,63,13,76,471,18,48,33,3,35,500,32,5,27,36,64
2012,ARIZONA,Maricopa,89850,78541000,"EAGLE South Mountain Charter, Inc.",89851,78541101,EAGLE College Prep,Y,390,9,22,40,29,69,494,2,12,67,19,86,518,4,28,62,6,68,535,9,13,37,41,78
2012,ARIZONA,Maricopa,87401,78509000,"East Mesa Charter Elementary School, Inc.",87402,78509101,Imagine East Mesa Elementary,Y,389,10,26,47,17,64,488,5,18,68,8,77,499,9,34,54,3,57,521,14,20,33,33,66
2012,ARIZONA,Maricopa,10971,78683000,East Valley Academy,78806,78683101,East Valley Academy,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Pima,78833,108781000,"Eastpointe High School, Inc.",78836,108781201,Eastpointe High School,Y,458,69,15,*,*,16,677,5,43,*,*,52,457,19,56,*,*,25,455,63,32,*,*,5
2012,ARIZONA,Pima,90506,108506000,Ed Ahead,90507,108506101,Academy Adventures Midtown,Y,343,43,22,*,*,35,454,13,30,*,*,57,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Pima,4421,108653000,"Edge School, Inc., The",5860,108653001,Edge High School - Himmel Park,Y,471,58,12,28,2,30,700,*,*,63,6,69,485,*,*,*,*,61,457,56,37,4,4,7
2012,ARIZONA,Pima,4421,108653000,"Edge School, Inc., The",80928,108653005,EDGE High School - Northwest,Y,473,42,36,*,*,21,700,*,*,*,*,79,470,7,60,*,*,33,*,*,*,*,*,*
2012,ARIZONA,Pima,4421,108653000,"Edge School, Inc., The",6058,108653002,Edge High School - Sahuarita,Y,474,52,14,*,*,33,695,6,33,56,6,61,485,6,38,*,*,56,*,*,*,*,*,*
2012,ARIZONA,Maricopa,81045,78742000,"Edkey, Inc. - Pathfinder Academy",10753,78742001,Pathfinder Academy,Y,437,*,*,34,59,93,515,*,*,81,12,93,525,*,*,60,12,72,552,7,7,27,60,87
2012,ARIZONA,Maricopa,81043,78740000,"Edkey, Inc. - Redwood Academy",79263,78740101,Sequoia Redwood Charter School,Y,387,28,26,36,10,46,493,2,36,54,8,62,482,21,45,31,3,34,511,14,36,14,36,50
2012,ARIZONA,Maricopa,81052,138705000,"Edkey, Inc. - Sequoia Ranch School",89920,138705003,Children First Academy - Phoenix,Y,349,58,26,14,2,16,454,18,47,35,1,35,451,47,38,*,*,14,455,56,28,11,5,16
2012,ARIZONA,Maricopa,81052,138705000,"Edkey, Inc. - Sequoia Ranch School",89921,138705004,Children First Academy - Tempe,Y,373,18,42,32,8,40,470,3,38,56,3,59,470,24,51,*,*,25,473,35,54,8,4,12
2012,ARIZONA,Yavapai,81052,138705000,"Edkey, Inc. - Sequoia Ranch School",90377,138705005,Sequoia Pathway Academy,Y,414,20,20,40,20,60,522,3,18,70,8,78,500,8,31,56,4,60,514,23,14,32,31,63
2012,ARIZONA,Yavapai,81052,138705000,"Edkey, Inc. - Sequoia Ranch School",80480,138705001,Sequoia Ranch,Y,379,68,18,9,5,14,482,20,60,*,*,20,457,42,42,*,*,17,*,*,*,*,*,*
2012,ARIZONA,Pima,81123,108717000,"Educational Impact, Inc.",81124,108717101,Academy Adventures Primary School,Y,339,45,23,26,6,32,439,23,29,*,*,48,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Pima,81123,108717000,"Educational Impact, Inc.",87415,108717102,Adventure School,Y,383,11,14,39,36,75,478,7,7,68,18,86,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Maricopa,90201,78558000,Educational Options Foundation,90844,78558002,EdOptions AOI Program,Y,457,75,13,10,3,13,678,8,32,56,4,60,452,32,40,*,*,28,*,*,*,*,*,*
2012,ARIZONA,Maricopa,90201,78558000,Educational Options Foundation,90202,78558001,EdOptions High School,Y,449,71,18,*,*,12,662,18,53,*,*,29,430,42,53,*,*,5,*,*,*,*,*,*
2012,ARIZONA,Maricopa,4341,78717000,"EduPreneurship, Inc.",10752,78717102,EduPreneurship Student Center (ESC) Phoenix,Y,362,45,26,18,11,29,461,13,45,39,3,42,467,43,43,7,7,14,493,22,44,11,22,33
2012,ARIZONA,Pinal,89412,78687000,"Eduprize Schools, LLC",89413,78687101,Eduprize School,Y,419,6,12,42,39,82,513,1,9,71,18,89,529,3,22,63,12,75,542,5,12,36,47,83
2012,ARIZONA,Maricopa,4313,78634000,"Edu-Prize, Inc.",5479,78634101,Edu-Prize,Y,441,3,5,32,61,92,531,*,*,61,34,95,544,2,15,66,18,83,570,*,*,24,70,94
2012,ARIZONA,Maricopa,79059,78911000,"E-Institute Charter Schools, Inc.",91199,78911207,E-Institute - Avondale,Y,457,67,22,*,*,11,666,13,44,*,*,44,445,32,59,*,*,9,*,*,*,*,*,*
2012,ARIZONA,Maricopa,79059,78911000,"E-Institute Charter Schools, Inc.",91200,78911208,E-Institute - Tempe,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Maricopa,79059,78911000,"E-Institute Charter Schools, Inc.",81143,78911202,E-Institute at Acoma,Y,463,66,15,*,*,19,692,6,33,57,4,61,474,12,41,*,*,47,433,77,5,14,5,18
2012,ARIZONA,Maricopa,79059,78911000,"E-Institute Charter Schools, Inc.",90389,78911204,E-Institute at Grovers,Y,466,62,8,*,*,31,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Maricopa,79059,78911000,"E-Institute Charter Schools, Inc.",90075,78911203,E-Institute at Metro,Y,460,73,16,*,*,11,672,10,50,*,*,40,459,20,51,*,*,29,435,77,13,7,3,10
2012,ARIZONA,Maricopa,79059,78911000,"E-Institute Charter Schools, Inc.",79117,78911201,e-Institute at Union Hills,Y,468,53,24,22,1,24,681,11,36,50,2,52,466,15,46,*,*,39,462,56,20,16,8,24
2012,ARIZONA,Maricopa,79059,78911000,"E-Institute Charter Schools, Inc.",90768,78911205,E-Institute Charter High School at Buckeye,Y,468,49,30,*,*,22,673,5,45,*,*,50,478,*,*,*,*,46,*,*,*,*,*,*
2012,ARIZONA,Maricopa,79059,78911000,"E-Institute Charter Schools, Inc.",90815,78911206,Taylion Virtual High School of Arizona,Y,461,65,16,16,3,19,698,6,19,63,13,75,489,7,47,33,13,47,449,63,13,17,7,23
2012,ARIZONA,Pima,79640,108792000,"El Centro for the Study of Primary and Secondary Education, Inc.",79641,108792101,Adalberto M. Guerrero School,Y,407,38,22,27,13,39,510,4,28,67,1,68,490,20,34,*,*,46,513,10,24,31,34,66
2012,ARIZONA,Pima,87440,108797000,El Pueblo Integral - Teaching & Learning Collaborative,87441,108797101,Paulo Freire Freedom School,Y,444,9,20,36,35,71,556,*,*,82,14,95,534,3,15,69,13,82,*,*,*,*,*,*
2012,ARIZONA,Cochise,4185,20412000,Elfrida Elementary District,4795,20412101,Elfrida Elementary School,N,387,17,34,35,14,49,490,1,26,69,4,73,497,6,42,50,3,53,529,4,8,58,29,88
2012,ARIZONA,Pinal,4448,110411000,Eloy Elementary District,5940,110411103,Curiel School,N,343,17,32,43,8,51,436,4,45,46,6,52,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Pinal,4448,110411000,Eloy Elementary District,5941,110411104,Eloy Intermediate School,N,377,24,30,35,11,47,473,7,35,56,2,58,476,21,44,33,1,35,474,30,43,20,8,27
2012,ARIZONA,Pinal,4448,110411000,Eloy Elementary District,5942,110411105,Eloy Junior High School,N,405,36,23,33,8,41,507,7,26,63,4,67,474,23,50,26,1,26,473,41,32,20,7,27
2012,ARIZONA,Maricopa,6375,78664000,"Employ-Ability Unlimited, Inc.",5495,78664001,Copper Canyon Academy,Y,388,26,29,33,12,45,484,7,30,59,4,63,480,20,43,33,3,36,506,23,21,36,21,56
2012,ARIZONA,Maricopa,6375,78664000,"Employ-Ability Unlimited, Inc.",10799,78664002,Desert Pointe Academy,Y,474,46,17,*,*,37,683,3,38,*,*,59,470,9,59,*,*,31,468,56,17,11,17,28
2012,ARIZONA,Maricopa,87336,78505000,Esperanza Community Collegial Academy,87337,78505201,Esperanza Community Collegial Academy,Y,*,*,*,*,*,*,643,29,57,*,*,14,434,39,48,*,*,13,*,*,*,*,*,*
2012,ARIZONA,Maricopa,4335,78711000,Espiritu Community Development Corp.,85887,78711005,Esperanza Montessori Academy,Y,360,12,24,47,17,64,447,2,33,59,7,66,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Maricopa,4335,78711000,Espiritu Community Development Corp.,5507,78711001,NFL YET College Prep Academy,Y,452,30,15,34,22,55,576,7,27,62,5,66,478,16,39,42,2,44,472,49,28,15,9,23
2012,ARIZONA,Maricopa,4335,78711000,Espiritu Community Development Corp.,85886,78711004,Reyes Maria Ruiz Leadership Academy,Y,399,15,22,37,26,63,488,5,24,66,5,71,486,14,40,43,3,46,480,39,24,22,14,37
2012,ARIZONA,Pinal,79214,78901000,"Excalibur Charter Schools, Inc.",81173,78901003,Avalon Elementary,Y,368,33,30,32,5,37,474,7,34,57,2,59,472,20,41,37,1,39,475,51,19,17,13,30
2012,ARIZONA,Pinal,79214,78901000,"Excalibur Charter Schools, Inc.",10339,78901001,Excalibur Charter School,Y,494,29,18,41,12,53,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Maricopa,78783,78785000,"Fit Kids, Inc. dba Champion Schools",78820,78785101,Summit Elementary,Y,379,21,36,33,10,43,478,7,29,63,1,64,488,10,40,49,1,50,488,36,21,26,17,43
2012,ARIZONA,Coconino,4202,38750000,Flagstaff Arts And Leadership Academy,4842,38750201,Flagstaff Arts And Leadership Academy,Y,466,19,14,42,24,66,623,2,8,76,14,91,517,4,25,61,10,71,536,11,14,22,54,75
2012,ARIZONA,Coconino,4207,38752000,Flagstaff Junior Academy,4851,38752101,Flagstaff Junior Academy,Y,400,20,24,38,18,56,513,4,11,70,14,84,506,6,46,40,9,49,531,14,9,30,47,77
2012,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4811,30201117,Charles W Sechrist Elementary School,N,404,5,16,38,41,79,495,1,11,68,19,87,520,4,22,69,4,74,557,2,8,30,60,90
2012,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4820,30201282,Coconino High School,N,482,43,15,32,10,42,697,8,25,60,8,67,480,17,33,49,2,50,491,38,14,22,26,48
2012,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4807,30201113,Eva Marshall Elementary School,N,370,18,24,35,23,58,468,4,22,64,10,74,490,11,43,44,2,46,502,9,21,41,29,70
2012,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4819,30201281,Flagstaff High School,N,496,25,13,44,18,62,711,3,15,70,12,81,500,7,21,70,2,72,508,22,18,27,33,60
2012,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4812,30201118,John Q Thomas Elementary School,N,368,15,31,41,14,55,460,10,23,62,5,68,484,14,47,36,3,39,486,14,33,41,12,53
2012,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4814,30201120,Leupp Public School,N,354,17,45,30,8,38,444,7,43,*,*,50,470,5,75,*,*,20,490,13,39,43,4,48
2012,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4806,30201112,Lura Kinsey Elementary School,N,365,21,34,29,16,46,464,8,31,53,8,61,479,15,54,30,2,31,500,20,29,35,16,51
2012,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4804,30201110,Manuel DeMiguel Elementary School,N,390,8,20,41,30,72,490,6,11,65,18,83,519,10,24,59,8,66,542,8,14,26,52,78
2012,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4817,30201124,Mount Elden Middle School,N,414,29,21,31,18,49,511,8,22,66,4,70,482,21,40,36,3,39,522,17,10,31,41,73
2012,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4803,30201066,Project New Start,N,439,72,9,*,*,19,613,13,50,*,*,37,450,33,52,*,*,15,431,78,13,4,4,9
2012,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,90191,30201126,Sinagua Middle School,N,406,27,24,32,18,49,505,5,24,65,6,71,491,15,41,42,3,44,499,14,18,32,35,68
2012,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4805,30201111,Sturgeon Cromer Elementary School,N,379,14,24,38,25,63,473,5,20,66,9,75,503,11,36,47,5,53,516,14,16,39,31,70
2012,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4815,30201122,Thomas M Knoles Elementary School,N,387,7,17,46,30,76,479,2,15,68,15,84,532,4,18,67,12,79,536,7,12,36,45,81
2012,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4808,30201114,W F Killip Elementary School,N,382,13,24,42,22,64,465,5,33,56,6,62,491,10,40,*,*,49,486,28,32,28,11,39
2012,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,79665,30201121,Weitzel's Puente de Hozho Bilingual Magnet School,N,390,9,22,43,26,70,478,6,20,61,13,74,494,12,43,40,5,45,531,17,15,24,44,68
2012,ARIZONA,Maricopa,4300,78608000,"Florence Crittenton Services of Arizona, Inc.",5466,78608001,Girls Leadership Academy of Arizona,Y,511,6,12,59,24,82,736,*,*,78,17,94,506,*,*,*,*,84,*,*,*,*,*,*
2012,ARIZONA,Pinal,4437,110201000,Florence Unified School District,88400,110201105,Anthem Elementary School,N,373,20,21,38,22,60,466,6,18,65,11,76,497,11,37,49,3,52,494,16,14,31,39,70
2012,ARIZONA,Pinal,4437,110201000,Florence Unified School District,89587,110201106,Circle Cross Ranch K8 School,N,394,21,24,38,17,55,495,6,22,65,7,71,492,13,37,46,4,50,509,22,20,29,30,58
2012,ARIZONA,Pinal,4437,110201000,Florence Unified School District,85853,110201103,Copper Basin,N,405,15,22,39,24,63,500,4,19,70,7,77,494,10,39,49,1,51,525,14,16,31,39,70
2012,ARIZONA,Pinal,4437,110201000,Florence Unified School District,5897,110201201,Florence High School,N,491,29,11,42,18,61,700,1,23,66,9,75,504,6,23,67,4,71,504,24,17,24,36,60
2012,ARIZONA,Pinal,4437,110201000,Florence Unified School District,5895,110201101,Florence K-8,N,399,23,23,38,16,54,491,7,25,65,3,68,473,21,51,*,*,28,510,18,18,36,28,64
2012,ARIZONA,Pinal,4437,110201000,Florence Unified School District,90781,110201502,Florence Virtual Academy,N,424,76,14,8,2,10,573,8,49,*,*,44,464,25,54,*,*,21,471,55,5,35,5,40
2012,ARIZONA,Pinal,4437,110201000,Florence Unified School District,89858,110201107,Magma Ranch K8 School,N,400,18,24,39,19,58,495,5,23,65,7,72,484,12,49,*,*,39,508,20,23,31,26,57
2012,ARIZONA,Pinal,4437,110201000,Florence Unified School District,90309,110201202,Poston Butte High School,N,482,30,16,43,11,54,691,4,20,70,6,76,490,8,31,59,1,60,490,29,21,23,27,50
2012,ARIZONA,Pinal,4437,110201000,Florence Unified School District,87537,110201104,Skyline Ranch Elementary School,N,403,21,18,37,24,61,500,6,19,67,8,75,488,13,44,41,2,43,518,16,14,35,34,70
2012,ARIZONA,Pinal,4437,110201000,Florence Unified School District,90393,110201501,Summit School,N,384,59,27,8,5,14,499,14,53,*,*,33,443,52,44,*,*,4,458,47,47,*,*,7
2012,ARIZONA,Pinal,4437,110201000,Florence Unified School District,79415,110201102,Walker Butte K-8,N,392,20,24,36,20,56,484,6,26,62,7,68,486,14,43,41,2,42,494,22,16,34,28,62
2012,ARIZONA,Pima,4405,100208000,Flowing Wells Unified District,5784,100208110,Centennial Elementary School,N,395,13,20,41,26,67,493,3,17,69,12,81,499,9,35,55,1,57,535,2,19,37,43,80
2012,ARIZONA,Pima,4405,100208000,Flowing Wells Unified District,5791,100208210,Flowing Wells High School,N,492,25,17,43,16,59,703,4,16,73,8,81,493,8,24,67,1,68,490,35,19,26,21,47
2012,ARIZONA,Pima,4405,100208000,Flowing Wells Unified District,5790,100208170,Flowing Wells Junior High School,N,435,21,16,36,27,63,528,6,16,71,7,78,496,13,32,53,2,55,521,15,14,31,40,71
2012,ARIZONA,Pima,4405,100208000,Flowing Wells Unified District,5785,100208120,Homer Davis Elementary School,N,385,12,31,41,16,56,487,2,21,69,8,76,502,9,34,52,5,57,527,14,18,40,28,68
2012,ARIZONA,Pima,4405,100208000,Flowing Wells Unified District,5787,100208140,J  Robert Hendricks Elementary School,N,392,12,21,45,21,66,499,4,12,71,13,83,514,5,26,61,8,69,543,9,17,27,47,74
2012,ARIZONA,Pima,4405,100208000,Flowing Wells Unified District,5788,100208150,Laguna Elementary School,N,377,16,26,42,16,57,473,3,28,62,6,68,480,15,53,29,3,32,503,12,26,33,29,62
2012,ARIZONA,Pima,4405,100208000,Flowing Wells Unified District,5789,100208160,Robert Richardson Elementary School,N,375,8,18,46,27,73,474,2,14,69,15,84,507,5,24,70,1,71,512,*,*,37,53,90
2012,ARIZONA,Pima,4405,100208000,Flowing Wells Unified District,6054,100208020,Sentinel Peak High School,N,473,50,18,*,*,32,677,6,47,*,*,47,468,6,61,*,*,33,*,*,*,*,*,*
2012,ARIZONA,Pima,4405,100208000,Flowing Wells Unified District,5786,100208130,Walter Douglas Elementary School,N,383,14,25,43,17,60,479,6,24,64,6,70,491,13,34,50,3,53,500,23,18,43,16,59
2012,ARIZONA,Maricopa,4309,78628000,Foothills Academy,5474,78628001,Foothills Academy,Y,453,4,13,44,39,83,567,*,*,77,18,95,533,2,13,76,9,85,563,2,4,20,75,94
2012,ARIZONA,Cochise,4167,20100000,Fort Huachuca Accommodation District,4748,20100103,Colonel Smith Middle School,N,428,17,22,36,25,61,535,2,11,75,12,87,506,10,34,49,7,56,527,7,11,39,43,82
2012,ARIZONA,Cochise,4167,20100000,Fort Huachuca Accommodation District,5982,20100101,General Myer Elementary School,N,385,8,23,48,21,70,493,2,12,75,12,86,509,5,28,63,3,66,547,3,12,36,50,86
2012,ARIZONA,Graham,4221,50207000,Fort Thomas Unified District,4892,50207101,Fort Thomas Elementary School,N,359,19,41,34,6,40,447,9,42,45,4,49,479,12,54,32,1,34,472,37,31,24,8,33
2012,ARIZONA,Graham,4221,50207000,Fort Thomas Unified District,4893,50207202,Fort Thomas High School,N,416,53,24,19,3,23,550,8,43,47,3,49,460,25,56,16,2,19,457,57,18,17,8,25
2012,ARIZONA,Graham,4221,50207000,Fort Thomas Unified District,90064,50207701,Mt. Turnbull Academy,N,*,*,*,*,*,*,642,27,55,*,*,18,*,*,*,*,*,*,*,*,*,*,*,*
