Fiscal Year,State,County,Local Education Agency (LEA) Entity ID,Local Education Agency (LEA) CTDS Number,Local Education Agency (LEA) Name,School Entity ID,School CTDS Number,School Name,Charter School,Math Mean Scale Score,Math Percent Falls Far Below,Math Percent Approaches,Math Percent Meets,Math Percent Exceeds,Math Percent Passing,Reading Mean Scale Score,Reading Percent  Falls Far Below,Reading Percent  Approaches,Reading Percent  Meets,Reading Percent  Exceeds,Reading Percent  Passing,Writing Mean Scale Score,Writing Percent  Falls Far Below,Writing Percent  Approaches,Writing Percent  Meets,Writing Percent  Exceeds,Writing Percent  Passing,Science Mean Scale Score,Science Percent  Falls Far Below,Science Percent  Approaches,Science Percent  Meets,Science Percent  Exceeds,Science Percent  Passing
2012,ARIZONA,Yavapai,78830,138763000,"Accelerated Learning Charter School, Inc.",78832,138763101,Accelerated Learning Charter School,Y,383,29,23,35,13,48,505,3,16,71,10,81,477,18,53,24,6,29,528,*,*,20,50,70
2012,ARIZONA,Maricopa,4325,78701000,Acclaim Charter School,5496,78701101,ACCLAIM Academy,Y,398,13,28,40,18,59,492,2,26,67,4,72,483,14,50,36,1,36,520,18,16,27,38,65
2012,ARIZONA,Yavapai,79437,138760000,Acorn Montessori Charter School,79438,138760101,Acorn Montessori Charter School,Y,401,9,16,50,24,74,496,2,17,72,9,81,511,3,26,70,1,71,511,19,16,35,29,65
2012,ARIZONA,Maricopa,78862,78782000,"Advanced Education Services, Inc.",78863,78782101,Chandler Scholastic Academy,Y,394,12,12,59,18,76,482,3,24,71,3,74,508,10,35,45,10,55,*,*,*,*,*,*
2012,ARIZONA,Maricopa,4289,70516000,Agua Fria Union High School District,5454,70516201,Agua Fria High School,N,488,36,13,37,14,51,700,6,21,63,9,72,493,9,27,60,4,64,484,40,17,23,20,43
2012,ARIZONA,Maricopa,4289,70516000,Agua Fria Union High School District,79799,70516203,Desert Edge High School,N,482,38,20,35,7,43,702,2,23,70,5,75,492,6,30,62,2,64,471,51,15,20,14,33
2012,ARIZONA,Maricopa,4289,70516000,Agua Fria Union High School District,78926,70516202,Millennium High School,N,498,26,14,38,22,60,715,2,13,71,14,85,508,6,19,70,5,75,497,33,13,27,28,55
2012,ARIZONA,Maricopa,4289,70516000,Agua Fria Union High School District,87903,70516204,Verrado High School,N,500,29,13,39,19,58,719,3,11,76,11,87,506,3,24,69,4,73,501,29,17,25,29,54
2012,ARIZONA,Maricopa,4249,70363000,Aguila Elementary District,5187,70363101,Aguila Elementary School,N,406,8,23,49,20,69,495,3,24,65,8,73,488,15,45,38,2,40,505,25,17,33,25,58
2012,ARIZONA,Maricopa,90758,78582000,"Ahwatukee Foothills Prep Early College High School, Inc.",91246,78582002,Mercury Online High School of Arizona,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Maricopa,85875,78501000,"Ahwatukee Foothills Prep, Inc.",91184,78501002,Mercury Online Academy of Arizona,Y,383,38,24,27,11,38,505,3,19,68,11,78,494,9,41,41,9,50,513,20,20,20,40,60
2012,ARIZONA,Maricopa,85875,78501000,"Ahwatukee Foothills Prep, Inc.",85881,78501001,Mosaica Preparatory Academy of Chandler,Y,404,14,22,36,28,64,507,2,15,72,11,83,513,7,27,58,8,66,532,7,18,33,42,75
2012,ARIZONA,Maricopa,79053,78793000,AIBT Non-Profit Charter High School - Phoenix,79123,78793201,RCB Medical Arts Academy,Y,456,64,17,18,1,19,651,15,36,48,1,49,456,24,47,28,1,29,441,76,12,7,6,13
2012,ARIZONA,Pima,4409,100215000,Ajo Unified District,5831,100215001,Ajo Elementary School,N,369,34,35,25,6,31,474,10,33,55,1,57,465,27,54,*,*,19,482,38,28,26,8,34
2012,ARIZONA,Pima,4409,100215000,Ajo Unified District,6292,100215002,Ajo High School,N,460,41,26,24,9,33,658,5,34,55,7,61,473,16,50,32,3,34,459,50,15,15,19,35
2012,ARIZONA,Pinal,78966,118706000,"Akimel O'Otham Pee Posh Charter School, Inc.",78967,118706001,Akimel O'Otham Pee Posh (3-5),Y,372,11,30,44,16,60,468,2,22,71,4,75,483,3,60,*,*,37,476,16,47,33,5,37
2012,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5381,70468101,Alhambra Traditional School,N,455,1,5,29,66,94,542,*,*,67,32,99,538,*,*,68,16,84,562,*,*,27,70,97
2012,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5382,70468102,Andalucia Middle School,N,384,33,23,31,13,43,482,11,28,58,4,62,473,22,51,27,1,27,482,30,23,33,14,48
2012,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5384,70468104,Barcelona Middle School,N,379,33,24,32,11,43,477,9,31,56,4,60,470,29,43,27,1,28,479,36,21,31,12,43
2012,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,6030,70468105,Carol G. Peck Elementary School,N,360,11,24,38,27,64,446,8,23,57,11,69,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5385,70468106,Catalina Ventura School,N,390,24,23,36,17,53,488,7,23,64,6,70,484,15,44,38,2,40,504,19,24,33,25,58
2012,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5386,70468107,Cordova Middle School,N,378,32,23,32,13,45,475,10,29,57,4,61,477,23,39,35,3,38,486,35,23,28,15,42
2012,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5387,70468109,Granada East School,N,396,25,24,33,18,51,490,7,25,64,4,68,474,21,52,25,1,27,488,27,25,30,19,48
2012,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5388,70468110,Granada Primary School,N,363,7,27,43,24,67,447,8,23,62,7,69,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5383,70468103,James W. Rice Primary School,N,377,5,18,42,34,77,462,4,15,66,16,81,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5389,70468111,Montebello School,N,376,32,24,30,13,44,472,12,29,53,6,58,473,26,41,33,1,34,473,40,20,28,13,41
2012,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5391,70468113,R E Simpson School,N,390,28,24,33,15,48,484,9,27,60,3,63,470,24,50,26,1,27,484,32,23,30,15,44
2012,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5390,70468112,Sevilla Primary School,N,362,8,25,45,22,66,450,3,27,58,11,69,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,79203,70468115,Sevilla West School,N,411,15,19,37,29,66,496,6,19,67,8,75,492,13,40,45,2,48,504,19,17,37,26,64
2012,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5392,70468114,Westwood Primary School,N,366,11,19,49,21,70,448,6,29,58,7,65,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Maricopa,79969,78967000,All Aboard Charter School,79970,78967101,All Aboard Charter School,Y,394,3,11,66,21,87,489,*,*,84,11,95,*,*,*,*,*,*,519,7,20,53,20,73
2012,ARIZONA,Maricopa,4347,78724000,"Allen-Cochran Enterprises, Inc.",5521,78724101,Center for Educational Excellence,Y,421,9,12,43,36,79,525,*,*,74,20,94,518,4,26,63,7,70,572,4,3,21,73,93
2012,ARIZONA,Pima,81031,108716000,Allsport Academy,79681,108716001,Allsport Academy,Y,373,69,19,10,2,12,472,21,36,*,*,43,457,39,42,*,*,18,457,60,25,*,*,15
2012,ARIZONA,Apache,4161,10307000,Alpine Elementary District,4743,10307101,Alpine Elementary School,N,438,*,*,30,65,95,*,*,*,*,*,*,528,*,*,79,5,84,520,*,*,25,69,94
2012,ARIZONA,Pima,4418,100351000,Altar Valley Elementary District,5859,100351103,Altar Valley Middle School,N,413,24,23,36,18,54,508,4,25,65,5,70,479,17,52,30,1,31,511,14,26,33,26,59
2012,ARIZONA,Pima,4418,100351000,Altar Valley Elementary District,84336,100351100,Robles Elementary School,N,354,8,29,46,17,63,438,4,30,62,4,66,*,*,*,*,*,*,501,14,36,37,13,50
2012,ARIZONA,Maricopa,89550,78529000,Ambassador Academy,89551,78529101,Ambassador Academy,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Maricopa,79215,78989000,American Basic Schools LLC,78788,78989101,Burke Basic School,Y,385,10,29,45,16,61,486,3,18,70,9,80,500,5,36,57,2,59,524,8,22,40,30,70
2012,ARIZONA,Pima,80995,108794000,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,108794201,Alta Vista High School,Y,465,62,20,17,1,18,679,5,44,50,1,51,464,13,57,*,*,30,437,76,13,8,3,11
2012,ARIZONA,Pinal,79883,118703000,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,118703001,Apache Trail High School,Y,466,59,16,23,1,24,684,10,29,59,2,61,474,7,48,*,*,45,476,45,32,13,11,24
2012,ARIZONA,Maricopa,79874,78950000,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,78950001,Crestview College Preparatory High School,Y,457,61,18,19,1,21,646,3,51,43,3,46,465,19,50,*,*,31,455,65,10,18,8,25
2012,ARIZONA,Maricopa,79872,78947000,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,78947001,Desert Hills High School,Y,471,52,22,23,3,26,688,5,33,59,3,63,480,8,42,49,1,50,459,60,21,13,6,19
2012,ARIZONA,Maricopa,79873,78948000,American Charter Schools Foundation d.b.a. Estrella High School,78900,78948001,Estrella High School,Y,463,60,22,*,*,18,673,8,51,*,*,41,462,17,51,*,*,32,415,90,9,*,*,1
2012,ARIZONA,Maricopa,79875,78951000,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,78951001,Peoria Accelerated High School,Y,461,67,18,*,*,15,667,12,51,36,1,37,456,24,51,*,*,25,428,78,15,*,*,7
2012,ARIZONA,Maricopa,80989,78983000,American Charter Schools Foundation d.b.a. South Pointe High School,80990,78983201,South Pointe High School,Y,461,63,20,16,2,17,676,8,44,47,1,48,458,24,48,*,*,29,434,81,10,7,2,9
2012,ARIZONA,Maricopa,88334,78517000,American Charter Schools Foundation d.b.a. South Ridge High School,88335,78517201,South Ridge High School,Y,496,25,18,45,12,57,720,2,12,72,14,86,528,3,14,74,9,83,507,26,28,17,28,46
2012,ARIZONA,Maricopa,79877,78953000,American Charter Schools Foundation d.b.a. Sun Valley High School,6347,78953001,Sun Valley High School,Y,456,75,14,*,*,11,668,18,44,38,1,38,457,25,46,*,*,29,452,67,15,13,5,19
2012,ARIZONA,Maricopa,79879,78956000,American Charter Schools Foundation d.b.a. West Phoenix High School,6348,78956001,West Phoenix High School,Y,460,69,19,11,1,12,672,11,49,39,1,40,457,24,49,*,*,27,424,86,8,3,4,7
2012,ARIZONA,Yavapai,6365,138754000,American Heritage Academy,6366,138754001,American Heritage Academy,Y,429,15,25,41,19,60,549,1,14,77,8,85,507,1,32,63,4,67,518,14,15,32,38,71
2012,ARIZONA,Yavapai,6365,138754000,American Heritage Academy,88201,138754003,American Heritage Academy,Y,401,16,23,40,21,61,507,2,14,75,9,84,502,4,38,*,*,58,526,8,14,33,44,78
2012,ARIZONA,Maricopa,4348,78725000,"American Leadership Academy, Inc.",91173,78725003,ALA San Tan,Y,389,23,21,40,16,56,498,4,19,70,7,77,502,10,29,55,6,61,505,24,15,37,25,61
2012,ARIZONA,Maricopa,4348,78725000,"American Leadership Academy, Inc.",5522,78725001,American Leadership Academy,Y,396,20,21,36,23,59,507,1,13,75,10,85,507,5,36,56,4,60,521,11,20,35,33,69
2012,ARIZONA,Maricopa,4348,78725000,"American Leadership Academy, Inc.",90769,78725002,American Leadership Academy - Queen Creek,Y,496,26,16,40,19,58,730,5,8,67,21,87,507,3,18,76,3,79,482,37,17,33,13,47
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,6055,100210281,Amphitheater High School,N,470,47,17,31,5,36,677,8,36,50,5,56,476,13,40,47,1,48,464,49,18,18,14,33
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5805,100210166,Amphitheater Middle School,N,397,32,24,31,14,44,490,8,25,62,5,67,484,16,42,41,2,42,478,29,27,23,22,45
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5808,100210282,Canyon Del Oro High School,N,507,23,13,35,29,65,724,2,11,67,21,87,515,5,17,72,6,78,510,23,19,27,32,58
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5802,100210118,Copper Creek Elementary School,N,396,3,13,45,39,83,495,1,6,69,24,93,530,3,21,66,10,76,530,*,*,34,51,85
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5799,100210115,Coronado K-8 School,N,420,13,21,41,26,67,523,2,13,73,12,85,517,5,27,60,9,69,539,9,11,26,54,80
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5796,100210110,E C Nash School,N,379,14,28,41,17,58,469,6,30,59,5,64,477,17,42,*,*,42,512,20,16,41,23,64
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5794,100210108,Frances Owen Holaway Elementary School,N,338,25,33,32,10,42,440,4,37,51,7,59,497,8,43,48,2,49,474,29,27,32,13,45
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5795,100210109,Helen Keeling Elementary School,N,380,8,26,46,20,66,464,8,23,66,3,69,494,7,33,*,*,60,497,27,24,32,17,49
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,79378,100210280,Ironwood Ridge High School,N,513,18,12,38,32,70,732,2,10,64,24,88,529,2,12,75,11,86,521,19,17,28,37,64
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5797,100210111,L M Prince School,N,374,18,22,43,17,59,471,6,24,66,5,70,490,7,48,43,2,45,494,22,30,31,17,48
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5804,100210165,La Cima Middle School,N,413,27,24,34,16,49,514,5,22,68,5,73,489,15,39,43,3,46,513,17,21,31,31,62
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5806,100210167,Lawrence W Cross Middle School,N,424,15,19,39,27,66,525,2,10,77,11,88,509,9,28,56,7,63,514,8,11,34,48,81
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5798,100210112,Lulu Walker School,N,392,9,18,46,27,73,487,2,17,68,13,81,509,8,34,50,8,58,519,8,25,39,28,67
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5792,100210106,Marion Donaldson Elementary School,N,383,11,27,41,22,63,488,3,16,70,11,81,505,3,43,49,6,54,536,3,28,25,44,69
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5800,100210116,Mesa Verde Elementary School,N,398,4,13,53,30,83,499,2,4,73,20,93,515,3,21,*,*,75,560,2,12,19,67,86
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,79282,100210114,Painted Sky Elementary School,N,409,5,13,39,44,83,507,1,5,72,21,94,529,6,12,73,10,83,566,1,8,27,65,92
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5807,100210168,Richard B Wilson Jr School,N,435,8,11,38,43,81,529,2,7,72,20,91,527,5,19,64,13,76,547,5,7,21,66,88
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5803,100210125,Rillito Center,N,0,10,45,34,10,45,0,7,55,24,14,38,*,*,*,*,*,*,0,7,67,20,7,27
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5801,100210117,Rio Vista Elementary School,N,371,11,22,42,24,66,461,5,18,67,10,77,494,6,45,47,2,49,478,19,17,42,22,64
2012,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,5793,100210107,Winifred Harelson Elementary School,N,431,2,11,34,53,88,522,*,*,63,33,96,535,*,*,67,11,78,596,1,3,18,77,96
2012,ARIZONA,Yuma,4506,140550000,Antelope Union High School District,6188,140550201,Antelope Union High School,N,476,33,19,42,6,48,685,9,20,65,7,71,480,11,35,*,*,54,466,42,19,26,13,38
2012,ARIZONA,Maricopa,90532,78525000,Anthem Preparatory Academy,90635,78525001,Great Hearts Academies - Anthem Prep,Y,438,2,10,42,46,88,538,*,*,77,19,96,535,2,14,72,12,84,554,2,10,23,65,88
2012,ARIZONA,Cochise,4178,20342000,Apache Elementary District,4786,20342101,Apache Elementary School,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5925,110243201,Apache Junction High School,N,484,39,15,38,9,46,705,7,19,65,10,74,505,9,22,60,10,69,494,32,15,26,27,53
2012,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5923,110243151,Cactus Canyon Junior High,N,424,21,20,40,19,59,522,5,15,73,7,80,501,11,35,50,4,54,511,18,13,29,40,69
2012,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5922,110243104,Desert Vista Elementary School,N,388,16,22,39,23,62,490,3,19,66,11,77,510,5,29,59,6,65,500,28,23,22,27,49
2012,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5920,110243102,Four Peaks Elementary School,N,383,18,24,40,18,58,481,6,22,64,8,72,484,14,44,41,1,42,507,15,32,29,24,53
2012,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,79631,110243105,Peralta Trail Elementary School,N,393,12,25,36,27,63,495,4,16,64,16,80,514,5,30,54,11,65,521,15,19,36,30,66
2012,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5919,110243101,Superstition Mountain Elementary School,N,373,19,24,36,21,57,471,7,21,63,10,73,489,13,43,42,2,44,493,18,31,30,21,51
2012,ARIZONA,Pima,79426,108785000,Aprender Tucson,79432,108785001,Southside Community School,Y,382,24,35,31,10,41,479,7,30,61,1,63,472,14,59,*,*,27,495,26,28,23,23,45
2012,ARIZONA,Maricopa,90917,78597000,Archway Classical Academy Chandler,90999,78597301,Great Hearts Academies - Archway Chandler,Y,418,2,10,37,50,87,515,*,*,63,32,95,540,*,*,84,8,91,547,2,12,27,59,85
2012,ARIZONA,Maricopa,90857,78590000,Archway Classical Academy Scottsdale,90994,78590301,Great Hearts Academies - Archway Scottsdale,Y,419,1,3,37,59,96,509,*,*,63,32,96,*,*,*,*,*,*,561,*,*,28,69,96
2012,ARIZONA,Maricopa,90915,78595000,Archway Classical Academy Trivium,91001,78595301,Great Hearts Academies - Archway Trivium,Y,402,5,16,45,34,79,505,1,8,67,25,92,541,4,15,70,11,81,546,*,*,32,57,89
2012,ARIZONA,Maricopa,90916,78596000,Archway Classical Academy Veritas,91000,78596301,Great Hearts Academies - Archway Veritas,Y,403,2,14,49,34,83,507,*,*,71,22,94,547,*,*,74,12,86,551,*,*,30,60,90
2012,ARIZONA,Pima,89482,108733000,"Arizona Academy of Leadership, Inc.",89483,108733101,Arizona Academy of Leadership,Y,372,40,28,24,9,32,474,16,31,49,3,53,476,23,38,38,2,40,483,41,30,22,7,30
2012,ARIZONA,Pima,89482,108733000,"Arizona Academy of Leadership, Inc.",89854,108733102,Arizona Academy of Leadership - Central,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Maricopa,6378,78665000,"Arizona Academy of Science And Technology, Inc.",10755,78665001,Arizona Academy of Science and Technology,Y,376,26,45,23,6,29,483,4,29,63,4,67,487,9,42,*,*,49,510,13,25,50,13,63
2012,ARIZONA,Yavapai,91131,138785000,Arizona Agribusiness & Equine Center INC,91132,138785201,Arizona Agribusiness & Equine Center Prescott Valley,Y,504,10,20,53,18,70,743,*,*,68,27,95,520,*,*,85,5,90,537,9,17,9,65,74
2012,ARIZONA,Maricopa,85816,78993000,"Arizona Agribusiness & Equine Center, Inc",5503,78993201,AAEC - SMCC Campus,Y,504,18,13,52,17,69,721,1,8,84,7,91,512,2,13,84,1,85,496,28,17,35,19,55
2012,ARIZONA,Maricopa,90779,78587000,"Arizona Agribusiness & Equine Center, Inc",90780,78587201,Arizona Agribusiness & Equine Center - Estrella,Y,524,8,6,51,35,86,740,*,*,77,19,96,523,*,*,90,4,94,539,9,14,25,52,77
2012,ARIZONA,Maricopa,4331,78707000,"Arizona Agribusiness & Equine Center, Inc.",6344,78707202,AAEC Paradise Valley,Y,514,9,13,48,30,78,738,*,*,75,20,95,532,1,7,78,14,92,531,16,10,21,52,73
2012,ARIZONA,Maricopa,87403,78510000,"Arizona Agribusiness & Equine Center, Inc.",87404,78510201,Arizona Agribusiness & Equine Center - Red Mountain,Y,511,19,13,43,25,68,735,*,*,66,24,90,531,*,*,80,10,90,525,17,16,25,42,67
2012,ARIZONA,Maricopa,4346,78723000,"Arizona Call-a-Teen Youth Resources, Inc.",5520,78723201,Arizona Call-a-Teen Center for Excellence,Y,461,68,19,*,*,13,662,11,58,*,*,32,452,24,56,*,*,20,430,79,7,7,7,14
2012,ARIZONA,Pima,79947,108709000,Arizona Community Development Corporation,79950,108709101,La Paloma Academy,Y,377,28,28,33,10,43,481,5,28,63,3,66,482,16,49,35,1,35,509,16,28,31,25,55
2012,ARIZONA,Pima,79947,108709000,Arizona Community Development Corporation,81187,108709103,La Paloma Academy (Lakeside),Y,384,28,22,36,14,50,488,5,26,63,6,69,486,14,45,39,2,41,504,22,21,35,22,57
2012,ARIZONA,Maricopa,87407,78511000,"Arizona Connections Academy Charter School, Inc.",81179,78511101,Arizona Connections Academy,Y,411,31,22,34,13,47,546,4,16,69,11,80,498,11,31,54,4,58,517,18,15,31,36,67
2012,ARIZONA,Maricopa,85749,78991000,Arizona Montessori Charter School at Anthem,85750,78991101,AMCS at Anthem dba Caurus Academy,Y,408,11,18,42,29,71,507,3,12,68,16,84,507,7,21,71,2,72,556,7,7,26,59,85
2012,ARIZONA,Maricopa,79449,78922000,"Arizona School for Integrated Academics and Technologies, Inc.",79450,78922201,School for Integrated Academics and Technologies,Y,444,91,4,*,*,4,656,22,51,23,4,27,445,40,39,*,*,21,*,*,*,*,*,*
2012,ARIZONA,Pima,79449,78922000,"Arizona School for Integrated Academics and Technologies, Inc.",79726,78922202,School for Integrated Academics and Technologies,Y,444,88,11,*,*,1,651,28,55,*,*,17,438,39,47,*,*,14,*,*,*,*,*,*
2012,ARIZONA,Maricopa,4345,78722000,Arizona School For The Arts,5519,78722001,Arizona School For The Arts,Y,467,2,9,43,46,89,595,*,*,68,31,99,561,*,*,64,28,93,573,*,*,14,82,96
2012,ARIZONA,Maricopa,6393,1202000,Arizona State School for the Deaf and Blind,6395,1202040,ASDB/Phoenix Day School,N,315,71,19,9,1,10,421,44,41,*,*,15,388,80,18,*,*,2,340,71,16,10,3,13
2012,ARIZONA,Pima,6393,1202000,Arizona State School for the Deaf and Blind,78947,1202011,ASDB/Tucson Blind School,N,302,72,19,8,2,9,391,42,34,*,*,24,462,40,30,*,*,30,311,64,18,*,*,18
2012,ARIZONA,Pima,6393,1202000,Arizona State School for the Deaf and Blind,78941,1202010,ASDB/Tucson Deaf School,N,312,68,20,*,*,12,410,40,47,*,*,13,396,73,22,*,*,5,249,64,16,*,*,20
2012,ARIZONA,Maricopa,4274,70447000,Arlington Elementary District,5354,70447101,Arlington Elementary School,N,396,15,25,43,17,60,490,3,21,72,3,76,490,10,45,43,1,44,502,13,18,37,32,69
2012,ARIZONA,Cochise,4187,20453000,Ash Creek Elementary District,4797,20453101,Ash Creek Elementary,N,353,52,38,*,*,10,476,14,19,*,*,67,*,*,*,*,*,*,*,*,*,*,*,*
2012,ARIZONA,Yavapai,4471,130231000,Ash Fork Joint Unified District,6101,130231101,Ash Fork Elementary School,N,368,12,25,35,28,63,455,3,32,53,12,65,498,5,45,*,*,50,510,12,24,35,29,65
2012,ARIZONA,Yavapai,4471,130231000,Ash Fork Joint Unified District,6103,130231202,Ash Fork High School,N,470,58,16,*,*,26,695,*,*,64,4,68,475,15,35,*,*,50,485,35,18,35,12,47
