Fiscal Year,State,County,Local Education Agency (LEA) Entity ID,Local Education Agency (LEA) CTDS Number,Local Education Agency (LEA) Name,School Entity ID,School CTDS Number,School Name,Charter School,Math Mean Scale Score,Math Percent Falls Far Below,Math Percent Approaches,Math Percent Meets,Math Percent Exceeds,Math Percent Passing,Reading Mean Scale Score,Reading Percent  Falls Far Below,Reading Percent  Approaches,Reading Percent  Meets,Reading Percent  Exceeds,Reading Percent  Passing,Writing Mean Scale Score,Writing Percent  Falls Far Below,Writing Percent  Approaches,Writing Percent  Meets,Writing Percent  Exceeds,Writing Percent  Passing,Science Mean Scale Score,Science Percent  Falls Far Below,Science Percent  Approaches,Science Percent  Meets,Science Percent  Exceeds,Science Percent  Passing
2014,ARIZONA,Apache,4153,10201000,St Johns Unified District,4517,10201102,Coronado Elementary School,N,389,7,13,43,37,80,474,5,13,62,20,82,,,,,,,,,,,,
2014,ARIZONA,Apache,4153,10201000,St Johns Unified District,4710,10201104,St Johns Middle School,N,414,14,16,44,27,70,512,2,15,75,7,83,500,8,38,51,3,55,522,6,20,30,44,74
2014,ARIZONA,Apache,4153,10201000,St Johns Unified District,4711,10201205,St Johns High School,N,472,22,16,42,20,62,677,*,*,67,13,81,508,1,21,76,1,78,480,31,12,27,31,57
2014,ARIZONA,Apache,4154,10208000,Window Rock Unified District,4714,10208110,Tsehootsooi Intermediate Learning Center,N,358,36,33,27,5,31,461,5,42,52,2,53,471,22,49,*,*,28,474,25,49,23,4,26
2014,ARIZONA,Apache,4154,10208000,Window Rock Unified District,4715,10208112,Tsehootsooi Primary Learning Center,N,328,31,32,31,5,36,434,6,36,57,2,59,,,,,,,*,*,*,*,*,*
2014,ARIZONA,Apache,4154,10208000,Window Rock Unified District,4716,10208115,Tsehootsooi Middle School,N,397,54,21,22,3,26,495,12,34,53,1,54,463,30,49,*,*,21,473,48,33,13,6,19
2014,ARIZONA,Apache,4154,10208000,Window Rock Unified District,4717,10208201,Window Rock High School,N,467,52,24,22,3,25,680,3,29,66,3,69,485,10,39,50,1,51,453,72,15,8,4,12
2014,ARIZONA,Apache,4155,10210000,Round Valley Unified District,4719,10210102,Round Valley Elementary School,N,373,7,24,50,19,69,470,*,*,73,6,79,,,,,,,512,5,34,44,17,61
2014,ARIZONA,Apache,4155,10210000,Round Valley Unified District,4720,10210103,Round Valley Middle School,N,415,16,18,49,17,66,514,3,16,74,6,81,489,12,42,45,1,46,512,11,25,22,42,64
2014,ARIZONA,Apache,4155,10210000,Round Valley Unified District,4721,10210210,Round Valley High School,N,493,34,12,33,21,54,703,2,23,66,9,75,500,7,25,67,2,69,479,40,24,24,13,37
2014,ARIZONA,Apache,4156,10218000,Sanders Unified District,4722,10218001,Sanders Elementary School,N,341,36,36,23,5,28,445,6,47,46,1,47,455,23,64,*,*,13,470,37,54,*,*,9
2014,ARIZONA,Apache,4156,10218000,Sanders Unified District,4723,10218002,Sanders Middle School,N,396,44,24,29,3,32,485,14,40,*,*,46,458,39,44,*,*,17,466,60,21,14,5,19
2014,ARIZONA,Apache,4156,10218000,Sanders Unified District,4724,10218003,Valley High School,N,471,51,27,*,*,23,681,3,28,*,*,69,471,11,41,*,*,48,458,64,25,*,*,10
2014,ARIZONA,Apache,4157,10220000,Ganado Unified School District,4725,10220101,Ganado Elementary School,N,351,23,40,32,5,38,453,3,35,60,2,62,480,7,57,35,1,36,486,15,35,43,8,51
2014,ARIZONA,Apache,4157,10220000,Ganado Unified School District,4727,10220103,Ganado Middle School,N,396,45,26,23,7,29,492,10,36,53,1,54,477,23,46,*,*,31,478,43,38,13,6,19
2014,ARIZONA,Apache,4157,10220000,Ganado Unified School District,4728,10220204,Ganado High School,N,467,41,27,30,1,32,668,1,35,63,1,64,471,13,47,*,*,40,448,73,18,*,*,8
2014,ARIZONA,Apache,4158,10224000,Chinle Unified District,4731,10224145,Chinle Junior High School,N,396,50,23,23,4,27,492,10,40,*,*,50,469,23,56,21,1,21,472,40,36,18,6,25
2014,ARIZONA,Apache,4158,10224000,Chinle Unified District,4732,10224150,Chinle Elementary School,N,352,33,39,25,2,27,460,3,39,57,1,58,471,20,57,23,1,24,471,31,47,19,3,22
2014,ARIZONA,Apache,4158,10224000,Chinle Unified District,4733,10224155,Canyon De Chelly Elementary School,N,350,36,39,19,6,25,455,4,49,46,2,48,469,18,55,25,1,26,474,37,43,18,2,20
2014,ARIZONA,Apache,4158,10224000,Chinle Unified District,4734,10224160,Many Farms Elementary School,N,360,41,33,23,3,26,464,4,46,*,*,49,473,13,64,*,*,23,477,28,47,20,4,25
2014,ARIZONA,Apache,4158,10224000,Chinle Unified District,4735,10224165,Tsaile Elementary School,N,374,25,38,32,6,38,473,2,39,*,*,59,472,17,58,*,*,26,496,19,36,36,9,45
2014,ARIZONA,Apache,4158,10224000,Chinle Unified District,4736,10224170,Mesa View Elementary,N,346,34,32,30,3,33,448,3,42,54,1,55,470,17,62,20,1,21,471,32,41,26,1,27
2014,ARIZONA,Apache,4158,10224000,Chinle Unified District,4737,10224240,Chinle High School,N,466,49,25,24,2,26,674,2,33,64,2,65,470,13,51,*,*,36,455,59,18,19,4,23
2014,ARIZONA,Apache,4159,10227000,Red Mesa Unified District,4738,10227101,Red Mesa Elementary School,N,327,27,40,28,5,33,422,6,41,*,*,53,466,7,70,*,*,22,435,15,59,21,5,26
2014,ARIZONA,Apache,4159,10227000,Red Mesa Unified District,4739,10227102,Round Rock Elementary School,N,383,26,31,38,6,44,476,5,38,*,*,57,456,29,62,*,*,10,474,39,42,*,*,18
2014,ARIZONA,Apache,4159,10227000,Red Mesa Unified District,4740,10227103,Red Mesa Junior High School,N,403,37,31,25,7,32,496,6,32,*,*,62,473,16,49,32,3,35,485,40,33,19,7,26
2014,ARIZONA,Apache,4159,10227000,Red Mesa Unified District,4741,10227204,Red Mesa High School,N,478,45,19,31,5,36,689,5,29,62,3,66,474,9,48,*,*,43,454,78,8,10,4,14
2014,ARIZONA,Apache,4160,10306000,Concho Elementary District,4742,10306101,Concho Elementary School,N,367,17,19,41,22,64,455,4,17,74,5,79,478,16,37,*,*,47,439,15,35,30,20,50
2014,ARIZONA,Apache,4161,10307000,Alpine Elementary District,4743,10307101,Alpine Elementary School,N,415,3,6,54,37,91,*,*,*,*,*,*,507,*,*,*,*,70,*,*,*,*,*,*
2014,ARIZONA,Apache,4162,10309000,Vernon Elementary District,4744,10309101,Vernon Elementary School,N,381,16,32,41,10,51,496,*,*,78,7,85,480,9,50,*,*,41,521,5,27,41,27,68
2014,ARIZONA,Apache,4163,10323000,Mcnary Elementary District,4745,10323101,Mcnary Elementary School,N,380,37,30,27,6,33,482,5,39,*,*,56,460,31,52,*,*,17,482,26,53,*,*,21
2014,ARIZONA,Cochise,4167,20100000,Fort Huachuca Accommodation District,4748,20100103,Colonel Smith Middle School,N,423,16,23,43,18,61,536,1,11,79,9,88,505,5,30,63,2,65,531,5,16,30,50,79
2014,ARIZONA,Cochise,4168,20201000,Tombstone Unified District,4749,20201101,Huachuca City School,N,401,16,22,45,17,62,504,2,15,77,5,82,490,8,41,50,1,51,504,15,29,39,17,56
2014,ARIZONA,Cochise,4168,20201000,Tombstone Unified District,4750,20201102,Walter J Meyer School,N,385,5,30,50,16,66,486,*,*,73,9,82,491,6,44,*,*,50,494,8,54,31,8,38
2014,ARIZONA,Cochise,4168,20201000,Tombstone Unified District,4751,20201207,Tombstone High School,N,489,31,14,44,11,55,714,1,14,74,11,85,501,4,23,71,2,73,468,53,17,22,8,30
2014,ARIZONA,Cochise,4169,20202000,Bisbee Unified District,4752,20202103,Greenway Primary School,N,353,16,26,44,14,59,449,3,29,57,11,68,,,,,,,500,13,23,47,17,64
2014,ARIZONA,Cochise,4169,20202000,Bisbee Unified District,4753,20202105,Lowell School,N,402,27,29,35,10,44,514,4,21,68,7,75,481,21,38,40,1,41,514,17,20,31,31,63
2014,ARIZONA,Cochise,4169,20202000,Bisbee Unified District,4754,20202201,Bisbee High School,N,469,52,22,22,4,27,687,1,35,61,4,64,465,23,36,*,*,41,465,57,17,16,9,26
2014,ARIZONA,Cochise,4170,20213000,Willcox Unified District,4755,20213101,Willcox Elementary School,N,370,10,28,43,19,62,453,5,34,57,4,61,,,,,,,507,13,34,39,14,53
2014,ARIZONA,Cochise,4170,20213000,Willcox Unified District,4756,20213102,Willcox Middle School,N,400,25,26,38,12,50,501,5,24,65,6,71,473,25,47,27,1,28,494,26,23,25,26,51
2014,ARIZONA,Cochise,4170,20213000,Willcox Unified District,4757,20213201,Willcox High School,N,478,29,22,42,6,48,690,2,19,69,11,79,480,7,46,*,*,47,459,56,14,15,14,30
2014,ARIZONA,Cochise,4171,20214000,Bowie Unified District,4758,20214100,Bowie Elementary School,N,371,33,33,*,*,33,473,11,33,*,*,56,*,*,*,*,*,*,*,*,*,*,*,*
2014,ARIZONA,Cochise,4171,20214000,Bowie Unified District,4759,20214200,Bowie High School,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,ARIZONA,Cochise,4172,20218000,San Simon Unified District,4760,20218001,San Simon School,N,433,18,18,33,31,64,556,*,*,70,11,81,493,21,26,50,3,53,508,26,16,23,35,58
2014,ARIZONA,Cochise,4173,20221000,St David Unified District,4761,20221101,St David Elementary School,N,406,10,13,50,27,77,503,2,9,81,8,89,511,2,35,58,4,63,536,4,13,24,59,82
2014,ARIZONA,Cochise,4173,20221000,St David Unified District,4762,20221202,St David High School,N,500,28,16,30,26,56,734,*,*,62,28,90,502,2,27,68,2,71,526,13,16,29,42,71
2014,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4765,20227102,Clawson School,N,369,23,21,44,12,56,471,3,24,70,3,73,505,4,32,*,*,65,486,19,47,32,2,33
2014,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4766,20227104,Joe Carlson Elementary School,N,354,27,27,36,10,46,456,3,36,58,3,61,497,9,44,42,5,47,470,27,37,25,10,36
2014,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4767,20227105,Faras Elementary School,N,342,36,36,27,1,28,452,4,40,54,2,56,484,8,53,36,3,39,454,38,44,*,*,18
2014,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4768,20227106,Sarah Marley School,N,334,39,36,22,3,25,443,9,41,47,2,50,472,24,44,*,*,31,470,29,47,22,2,24
2014,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4769,20227107,Stevenson Elementary School,N,363,18,31,41,10,52,465,3,28,66,4,70,495,5,46,46,3,49,485,19,36,42,3,44
2014,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4770,20227108,Ray Borane Middle School,N,394,36,25,31,8,39,492,7,31,59,3,62,483,21,35,43,1,44,470,44,29,20,8,27
2014,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4771,20227109,Paul H Huber Jr High School,N,402,27,23,39,11,50,499,3,26,68,3,70,500,9,37,50,4,54,484,28,28,26,18,44
2014,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4773,20227210,Douglas High School,N,480,40,21,34,5,39,698,2,20,75,3,78,492,8,28,62,2,64,480,45,21,23,10,33
2014,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4775,20268110,Bella Vista Elementary School,N,393,11,19,49,22,70,494,2,16,74,9,83,491,9,43,47,1,48,509,10,35,40,15,55
2014,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4776,20268715,Carmichael Elementary School,N,391,11,23,38,27,66,486,4,18,71,7,78,508,12,30,47,11,58,530,7,18,42,33,76
2014,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4777,20268720,Huachuca Mountain Elementary School,N,397,4,19,52,25,77,493,2,10,77,11,88,512,3,31,59,6,66,508,8,20,48,24,73
2014,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4778,20268725,Pueblo Del Sol Elementary School,N,400,7,17,49,27,76,500,1,10,80,9,89,500,8,38,52,2,54,529,3,21,46,30,76
2014,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4779,20268130,Town & Country Elementary School,N,387,13,20,39,27,66,484,4,16,68,12,80,497,14,28,55,4,59,496,13,42,29,17,46
2014,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4780,20268135,Village Meadows Elementary School,N,374,12,17,49,21,71,477,4,10,75,11,86,508,8,31,58,3,61,499,9,21,51,19,70
2014,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4781,20268150,Joyce Clark Middle School,N,427,18,16,46,21,67,528,2,13,78,6,84,496,10,37,51,2,53,514,12,19,25,45,70
2014,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4783,20268260,Buena High School,N,494,22,18,46,14,60,719,1,12,73,14,87,506,4,19,74,3,77,500,28,20,28,24,52
2014,ARIZONA,Cochise,4176,20323000,Naco Elementary District,4784,20323001,Naco Elementary School,N,373,33,30,34,4,37,464,8,45,*,*,47,457,29,62,*,*,9,478,35,44,18,3,21
2014,ARIZONA,Cochise,4177,20326000,Cochise Elementary District,4785,20326101,Cochise Elementary School,N,402,13,23,35,29,65,512,2,10,67,21,88,514,8,19,*,*,73,519,13,33,7,47,53
2014,ARIZONA,Cochise,4178,20342000,Apache Elementary District,4786,20342101,Apache Elementary School,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,,,,,,
2014,ARIZONA,Cochise,4179,20345000,Double Adobe Elementary District,4787,20345101,Double Adobe Elementary School,N,358,12,12,58,19,77,461,*,*,62,19,81,507,*,*,18,18,36,*,*,*,*,*,*
2014,ARIZONA,Cochise,4180,20349000,Palominas Elementary District,4788,20349101,Palominas Elementary School,N,401,12,18,42,27,69,498,4,11,74,11,85,492,13,34,52,1,53,515,12,16,37,35,72
2014,ARIZONA,Cochise,4180,20349000,Palominas Elementary District,4789,20349102,Coronado Elementary School,N,415,8,21,43,28,71,513,1,14,74,11,85,514,7,29,59,5,64,532,7,21,30,42,71
2014,ARIZONA,Cochise,4181,20355000,McNeal Elementary District,4790,20355001,Mcneal Elementary School,N,394,26,19,42,13,55,495,*,*,65,3,68,*,*,*,*,*,*,515,14,7,50,29,79
2014,ARIZONA,Cochise,79226,20209000,Benson Unified School District,4793,20209101,Benson Primary School,N,398,3,17,41,39,79,486,1,7,83,10,92,,,,,,,531,5,11,54,30,84
2014,ARIZONA,Cochise,79226,20209000,Benson Unified School District,4794,20209102,Benson Middle School,N,434,14,15,36,34,70,531,1,13,76,10,86,492,12,37,50,1,51,526,5,21,26,47,74
2014,ARIZONA,Cochise,4185,20412000,Elfrida Elementary District,4795,20412101,Elfrida Elementary School,N,382,17,29,45,9,54,484,1,25,69,5,74,476,18,45,*,*,37,536,*,*,38,38,76
2014,ARIZONA,Cochise,4186,20422000,Pearce Elementary District,4796,20422001,Pearce Elementary School,N,365,16,49,33,2,35,476,4,18,75,4,79,479,19,48,*,*,33,508,15,31,31,23,54
2014,ARIZONA,Cochise,4187,20453000,Ash Creek Elementary District,4797,20453101,Ash Creek Elementary,N,354,59,29,*,*,12,474,*,*,*,*,59,*,*,*,*,*,*,*,*,*,*,*,*
2014,ARIZONA,Cochise,4188,20364000,Pomerene Elementary District,4798,20364101,Pomerene Elementary School,N,413,12,16,45,27,73,511,1,8,84,6,91,492,6,50,*,*,44,533,10,13,26,52,77
2014,ARIZONA,Cochise,79226,20209000,Benson Unified School District,4799,20209201,Benson High School,N,492,21,17,52,11,63,711,1,7,87,5,92,502,1,22,75,2,77,505,22,18,31,29,60
2014,ARIZONA,Cochise,4190,20522000,Valley Union High School District,4800,20522201,Valley Union High School,N,498,25,17,44,14,58,*,*,*,*,*,*,511,*,*,77,3,80,497,26,26,39,10,48
2014,ARIZONA,Cochise,4191,28750000,"Center for Academic Success, Inc.",4801,28750201,"Center for Academic Success, The #1",Y,490,28,31,28,13,41,717,*,*,74,6,81,482,6,42,*,*,53,502,32,14,25,29,54
2014,ARIZONA,Cochise,4191,28750000,"Center for Academic Success, Inc.",4802,28750202,"Center for Academic Success, The #2",Y,498,13,6,71,10,81,698,*,*,64,4,68,481,8,41,*,*,51,478,50,27,15,8,23
2014,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4803,30201066,Summit High School,N,447,59,27,13,1,14,626,4,43,51,1,53,471,14,48,*,*,38,453,74,13,10,3,13
2014,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4804,30201110,Manuel DeMiguel Elementary School,N,387,9,18,46,27,73,489,2,13,72,14,85,492,13,31,54,1,55,538,1,17,30,52,82
2014,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4805,30201111,Sturgeon Cromer Elementary School,N,373,18,27,39,16,55,476,2,26,64,9,72,502,5,38,53,4,56,512,11,31,37,21,58
2014,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4806,30201112,Lura Kinsey Elementary School,N,364,19,31,35,14,50,466,3,24,67,5,73,484,8,66,*,*,26,493,21,38,32,9,40
2014,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4807,30201113,Eva Marshall Elementary School,N,369,19,20,38,23,61,464,4,26,59,11,70,497,9,36,*,*,56,500,10,26,40,25,64
2014,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4808,30201114,W F Killip Elementary School,N,365,22,22,47,9,56,459,5,35,58,2,60,476,9,59,*,*,31,480,29,40,29,3,31
2014,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4811,30201117,Charles W Sechrist Elementary School,N,398,7,14,46,34,79,494,2,9,69,20,89,512,5,35,53,7,60,543,2,15,43,40,83
2014,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4812,30201118,John Q Thomas Elementary School,N,367,19,24,40,17,56,463,3,31,62,5,67,493,4,39,*,*,56,490,14,33,43,10,53
2014,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4814,30201120,Leupp Public School,N,350,22,35,37,6,43,445,7,28,63,2,65,470,16,58,*,*,26,491,8,62,*,*,31
2014,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4815,30201122,Thomas M Knoles Elementary School,N,382,11,20,41,27,68,483,3,13,72,12,85,507,8,29,59,5,64,518,2,23,45,30,76
2014,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4817,30201124,Mount Elden Middle School,N,406,35,23,30,11,42,510,7,24,66,3,69,486,17,42,39,2,41,508,22,20,28,31,58
2014,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4819,30201281,Flagstaff High School,N,499,23,14,47,16,63,726,1,13,72,15,87,510,6,15,75,3,79,501,28,20,30,22,52
2014,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4820,30201282,Coconino High School,N,471,39,17,39,5,44,685,2,26,65,8,72,481,15,31,52,1,53,477,37,21,26,16,42
2014,ARIZONA,Coconino,4193,30202000,Williams Unified District,4822,30202102,Williams Elementary/Middle School,N,383,29,27,37,8,45,483,5,31,61,3,64,484,16,45,*,*,39,500,25,27,32,16,48
2014,ARIZONA,Coconino,4193,30202000,Williams Unified District,4823,30202201,Williams High School,N,456,40,17,38,5,43,660,2,26,65,8,73,494,12,28,55,5,60,460,45,17,30,9,38
2014,ARIZONA,Coconino,4194,30204000,Grand Canyon Unified District,4824,30204001,Grand Canyon Elementary,N,374,21,30,40,10,49,476,4,27,59,10,69,493,15,32,*,*,53,496,16,27,35,22,57
2014,ARIZONA,Coconino,4194,30204000,Grand Canyon Unified District,4825,30204002,Grand Canyon High School,N,511,13,9,61,17,78,717,*,*,68,9,77,505,4,35,*,*,61,522,10,30,30,30,60
2014,ARIZONA,Coconino,4195,30206000,Fredonia-Moccasin Unified District,4826,30206101,Fredonia Elementary School,N,386,12,27,44,17,61,488,5,15,73,8,80,483,26,26,*,*,49,521,5,37,32,26,58
2014,ARIZONA,Coconino,4195,30206000,Fredonia-Moccasin Unified District,4828,30206203,Fredonia High School,N,436,39,19,33,9,42,567,3,31,60,6,66,462,22,38,*,*,40,486,35,27,24,14,38
2014,ARIZONA,Coconino,4196,30208000,Page Unified District,4829,30208101,Desert View Elementary Intermediate,N,354,27,26,32,15,47,448,6,39,49,6,55,474,16,52,*,*,32,477,26,43,24,7,31
2014,ARIZONA,Coconino,4196,30208000,Page Unified District,4831,30208106,Page Middle School,N,405,37,22,29,13,42,501,8,35,54,2,57,470,26,49,25,1,26,502,29,21,23,27,50
2014,ARIZONA,Coconino,4196,30208000,Page Unified District,4832,30208209,Page High School,N,477,35,20,39,6,45,686,1,26,67,6,72,482,8,40,*,*,52,478,40,21,23,16,39
2014,ARIZONA,Coconino,4197,30215000,Tuba City Unified District,4833,30215110,Tuba City Primary School,N,352,13,20,50,18,68,435,3,31,61,5,66,,,,,,,,,,,,
2014,ARIZONA,Coconino,4197,30215000,Tuba City Unified District,4834,30215111,Dzil Libei Elementary School,N,367,10,33,54,4,58,453,6,35,*,*,60,466,20,56,*,*,24,486,17,58,*,*,25
2014,ARIZONA,Coconino,4197,30215000,Tuba City Unified District,4835,30215112,Gap Primary School,N,334,47,21,*,*,32,415,11,74,*,*,16,,,,,,,*,*,*,*,*,*
2014,ARIZONA,Coconino,4197,30215000,Tuba City Unified District,4836,30215120,Eagles Nest Intermediate School,N,379,22,25,40,13,53,463,8,38,53,1,54,475,15,56,*,*,29,483,26,37,29,8,37
2014,ARIZONA,Coconino,4197,30215000,Tuba City Unified District,4837,30215130,Tuba City Junior High School,N,400,37,22,30,12,41,487,9,32,54,4,59,463,29,48,*,*,23,478,35,30,19,16,36
2014,ARIZONA,Coconino,4197,30215000,Tuba City Unified District,4838,30215240,Tuba City High School,N,478,35,20,40,6,46,683,2,26,67,4,72,480,9,42,*,*,50,479,41,22,20,17,37
2014,ARIZONA,Coconino,4199,30310000,Maine Consolidated School District,4839,30310101,Maine Consolidated School,N,418,7,17,52,25,77,508,2,11,77,10,87,504,*,*,*,*,61,532,4,20,32,44,76
2014,ARIZONA,Coconino,4201,38706000,"Pine Forest Education Association, Inc.",4841,38706101,Pine Forest School,Y,373,24,29,39,7,46,491,4,18,73,5,77,490,16,37,46,1,47,488,26,19,36,19,55
2014,ARIZONA,Coconino,4202,38750000,Flagstaff Arts And Leadership Academy,4842,38750201,Flagstaff Arts And Leadership Academy,Y,464,20,13,48,18,66,625,1,9,76,14,90,518,4,19,72,4,76,525,13,13,29,46,75
2014,ARIZONA,Coconino,4203,38751000,"Mountain School, Inc.",4843,38751001,Mountain School,Y,392,5,20,55,21,75,499,*,*,75,13,89,515,*,*,48,10,59,537,*,*,50,33,83
2014,ARIZONA,Coconino,4204,38701000,Northland Preparatory Academy,4845,38701001,Northland Preparatory Academy,Y,472,7,7,41,46,87,597,2,3,77,18,95,529,3,11,77,9,86,538,7,13,25,55,80
2014,ARIZONA,Coconino,4205,38705000,"Flagstaff Montessori, L.L.C.",4849,38705104,Montessori Charter School of Flagstaff - Campus,Y,413,4,14,54,29,82,521,*,*,80,16,96,527,*,*,56,15,71,560,*,*,22,71,93
2014,ARIZONA,Coconino,4207,38752000,Flagstaff Junior Academy,4851,38752101,Flagstaff Junior Academy,Y,396,18,31,35,16,51,509,2,16,74,9,83,491,14,40,44,2,46,532,8,15,37,40,77
2014,ARIZONA,Gila,4208,40201000,Globe Unified District,4854,40201003,Copper Rim Elementary School,N,351,23,29,35,13,48,445,3,38,54,5,59,,,,,,,481,18,44,31,7,38
2014,ARIZONA,Gila,4208,40201000,Globe Unified District,4855,40201004,Globe High School,N,464,48,18,28,5,33,682,4,26,64,6,71,481,10,41,*,*,49,459,54,16,19,11,30
2014,ARIZONA,Gila,4209,40210000,Payson Unified District,4856,40210102,Rim Country Middle School,N,417,22,21,40,17,57,514,4,16,76,4,80,495,10,41,48,2,50,505,21,16,30,34,63
2014,ARIZONA,Gila,4209,40210000,Payson Unified District,4857,40210103,Julia Randall Elementary School,N,371,15,26,43,16,59,475,2,20,71,7,78,491,10,42,47,1,48,518,10,24,40,26,66
2014,ARIZONA,Gila,4209,40210000,Payson Unified District,4860,40210201,Payson High School,N,478,29,22,40,8,48,698,1,18,71,11,82,500,5,24,68,2,71,484,39,20,24,17,42
2014,ARIZONA,Gila,4210,40220000,San Carlos Unified District,4863,40220103,San Carlos Secondary,N,417,70,19,10,1,11,549,17,46,37,1,38,448,39,45,*,*,16,446,73,20,6,1,7
2014,ARIZONA,Gila,4211,40240000,Miami Unified District,4868,40240105,Lee Kornegay Intermediate School,N,377,25,34,32,8,40,484,4,27,67,2,70,474,18,52,*,*,30,503,12,36,40,12,52
2014,ARIZONA,Gila,4211,40240000,Miami Unified District,4869,40240206,Miami Junior Senior High School,N,439,33,19,39,9,48,570,6,25,65,4,69,486,14,37,49,1,49,485,36,24,20,20,40
2014,ARIZONA,Gila,4212,40241000,Hayden-Winkelman Unified District,4870,40241001,Winkelman Elementary School,N,361,26,26,38,9,48,470,3,29,63,5,68,467,9,73,*,*,18,484,43,22,30,4,35
2014,ARIZONA,Gila,4212,40241000,Hayden-Winkelman Unified District,4872,40241003,Leonor Hambly Middle School,N,393,44,28,27,1,28,498,10,34,55,1,56,468,35,30,*,*,35,472,60,24,8,8,16
2014,ARIZONA,Gila,4212,40241000,Hayden-Winkelman Unified District,4873,40241004,Hayden High School,N,469,55,23,*,*,23,684,*,*,*,*,50,461,22,56,*,*,22,453,78,11,*,*,11
2014,ARIZONA,Gila,4213,40305000,Young Elementary District,4874,40305001,Young Elementary School,N,425,11,26,37,26,63,538,*,*,58,32,89,*,*,*,*,*,*,*,*,*,*,*,*
2014,ARIZONA,Gila,4213,40305000,Young Elementary District,4875,40305002,Young High School,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,ARIZONA,Gila,4214,40312000,Pine Strawberry Elementary District,4876,40312001,Pine Strawberry Elementary School,N,396,16,27,33,23,57,501,2,12,79,6,85,499,10,39,44,7,51,501,3,30,36,30,67
2014,ARIZONA,Gila,4215,40333000,Tonto Basin Elementary District,4877,40333101,Tonto Basin Elementary,N,410,8,22,43,27,70,508,5,11,76,8,84,493,10,45,40,5,45,518,*,*,38,23,62
2014,ARIZONA,Gila,4216,48750000,Liberty High School,4878,48750201,Liberty High School,Y,467,64,24,8,4,12,696,*,*,55,9,64,472,15,46,*,*,38,*,*,*,*,*,*
2014,ARIZONA,Graham,4218,50201000,Safford Unified District,4881,50201100,Dorothy Stinson School,N,384,9,23,50,18,68,475,2,19,73,6,79,501,5,39,53,3,56,511,4,39,38,19,57
2014,ARIZONA,Graham,4218,50201000,Safford Unified District,4882,50201101,Lafe Nelson School,N,387,13,23,44,20,64,486,*,*,73,6,80,490,11,43,43,2,45,501,11,36,42,11,53
2014,ARIZONA,Graham,4218,50201000,Safford Unified District,4883,50201102,Safford Middle School,N,430,13,15,46,26,71,521,2,14,79,5,84,497,6,43,49,2,50,516,9,19,28,45,73
2014,ARIZONA,Graham,4218,50201000,Safford Unified District,4884,50201200,Safford High School,N,486,29,18,40,13,53,701,*,*,69,9,78,506,7,23,64,6,70,489,34,19,24,22,46
2014,ARIZONA,Graham,4218,50201000,Safford Unified District,4885,50201201,Mt Graham High School,N,459,75,21,*,*,4,673,5,42,*,*,53,468,10,48,*,*,42,*,*,*,*,*,*
2014,ARIZONA,Graham,4219,50204000,Thatcher Unified District,4887,50204101,Thatcher Elementary School,N,390,8,19,45,28,73,488,1,12,76,11,87,511,6,24,67,4,71,516,5,28,41,26,67
2014,ARIZONA,Graham,4219,50204000,Thatcher Unified District,4888,50204102,Thatcher Middle School,N,430,14,18,39,29,68,527,3,9,79,8,87,503,8,32,57,3,60,530,11,9,25,55,79
2014,ARIZONA,Graham,4219,50204000,Thatcher Unified District,4889,50204200,Thatcher High School,N,502,21,16,44,19,64,734,*,*,72,21,93,509,2,17,80,1,81,504,30,16,30,24,54
