Fiscal Year,State,County,Local Education Agency (LEA) Entity ID,Local Education Agency (LEA) CTDS Number,Local Education Agency (LEA) Name,School Entity ID,School CTDS Number,School Name,Charter School,Math Mean Scale Score,Math Percent Falls Far Below,Math Percent Approaches,Math Percent Meets,Math Percent Exceeds,Math Percent Passing,Reading Mean Scale Score,Reading Percent  Falls Far Below,Reading Percent  Approaches,Reading Percent  Meets,Reading Percent  Exceeds,Reading Percent  Passing,Writing Mean Scale Score,Writing Percent  Falls Far Below,Writing Percent  Approaches,Writing Percent  Meets,Writing Percent  Exceeds,Writing Percent  Passing,Science Mean Scale Score,Science Percent  Falls Far Below,Science Percent  Approaches,Science Percent  Meets,Science Percent  Exceeds,Science Percent  Passing
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5258,70406140,Moon Mountain School,N,369,29,25,35,11,46,474,5,29,61,5,65,479,20,41,38,1,39,489,26,37,26,10,36
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5259,70406141,Mountain Sky Middle School,N,428,25,18,38,19,57,528,3,18,72,7,79,494,11,40,47,2,49,517,14,23,25,37,63
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5260,70406142,Mountain View Elementary School,N,379,30,28,34,8,42,479,5,33,59,2,61,472,21,52,26,1,27,489,24,40,26,10,35
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5261,70406144,Ocotillo School,N,365,30,29,32,9,41,471,5,30,63,2,65,475,18,52,*,*,30,488,23,41,32,5,37
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5262,70406746,Orangewood School,N,393,21,21,41,17,57,491,6,24,65,5,70,487,13,43,44,1,44,501,23,26,31,20,51
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5263,70406148,Palo Verde Middle School,N,397,31,24,35,9,45,495,7,23,64,5,69,484,16,42,*,*,43,484,24,24,25,27,52
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5264,70406150,Richard E Miller School,N,368,23,28,38,12,50,468,2,30,64,4,68,479,15,51,34,1,34,492,23,41,30,6,37
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5265,70406152,Roadrunner Elementary School,N,379,17,30,38,15,53,481,3,25,66,6,72,489,11,43,44,1,45,494,19,35,37,10,47
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5266,70406754,Royal Palm Middle School,N,393,31,24,34,11,46,492,4,26,66,4,70,481,17,47,35,1,36,487,25,22,31,22,52
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5267,70406156,Sahuaro School,N,379,21,26,34,19,53,488,3,22,65,9,75,489,10,51,36,3,39,504,15,35,33,18,50
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5268,70406160,Shaw Butte School,N,366,23,31,37,9,46,463,5,37,56,2,58,471,16,56,*,*,28,482,27,45,27,1,28
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5269,70406162,Sunburst School,N,388,11,25,46,17,63,492,1,15,74,10,84,498,6,42,52,1,53,499,14,38,38,9,47
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5270,70406763,Sweetwater School,N,289,12,19,45,24,69,363,3,13,71,13,84,493,7,40,53,1,54,372,8,23,35,35,70
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5271,70406164,Sunnyslope Elementary School,N,382,27,30,35,7,43,483,4,32,62,2,64,478,16,49,*,*,35,494,19,35,35,10,46
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5272,70406165,Sunset School,N,381,15,26,43,17,60,487,1,19,73,7,80,493,6,45,*,*,49,499,17,34,40,9,49
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5273,70406166,Tumbleweed Elementary School,N,381,13,29,42,16,58,486,2,21,71,7,78,497,4,41,52,3,54,498,15,38,34,13,47
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5274,70406767,Abraham Lincoln Traditional School,N,419,7,14,46,33,79,522,*,*,77,15,93,521,3,22,69,6,75,541,4,12,36,48,84
2014,ARIZONA,Maricopa,4260,70406000,Washington Elementary School District,5275,70406168,Washington Elementary School,N,353,21,27,39,12,51,450,3,27,64,7,70,484,14,45,*,*,41,456,23,46,25,6,32
2014,ARIZONA,Maricopa,4261,70407000,Wilson Elementary District,5276,70407101,Wilson Elementary School,N,400,19,26,41,14,55,499,3,23,70,4,74,485,12,46,42,1,42,497,20,32,28,20,48
2014,ARIZONA,Maricopa,4261,70407000,Wilson Elementary District,5277,70407102,Wilson Primary School,N,361,8,27,46,18,65,447,2,20,74,4,78,,,,,,,,,,,,
2014,ARIZONA,Maricopa,4262,70408000,Osborn Elementary District,5278,70408102,Clarendon School,N,390,21,19,42,18,60,487,3,26,67,3,71,484,11,50,38,1,39,494,19,36,35,9,44
2014,ARIZONA,Maricopa,4262,70408000,Osborn Elementary District,5279,70408103,Encanto School,N,370,9,21,42,27,70,448,4,22,69,5,74,,,,,,,,,,,,
2014,ARIZONA,Maricopa,4262,70408000,Osborn Elementary District,5280,70408104,Osborn Middle School,N,428,18,18,38,27,65,512,7,19,68,5,74,492,13,36,50,1,51,501,20,23,31,27,58
2014,ARIZONA,Maricopa,4262,70408000,Osborn Elementary District,5281,70408106,Solano School,N,381,15,15,43,27,70,466,3,26,66,5,71,489,12,45,40,3,43,473,18,39,37,6,43
2014,ARIZONA,Maricopa,4262,70408000,Osborn Elementary District,5282,70408107,Longview Elementary School,N,372,23,25,36,16,52,468,5,29,62,4,66,486,12,47,40,1,41,475,26,48,23,4,27
2014,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,5283,70414110,Creighton Elementary School,N,378,33,24,32,11,43,473,9,36,53,2,55,474,18,48,*,*,34,479,39,33,23,6,28
2014,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,5284,70414130,Larry C Kennedy School,N,381,31,27,31,11,42,477,9,34,54,2,57,480,18,42,*,*,40,475,42,25,23,11,33
2014,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,5285,70414140,Loma Linda Elementary School,N,383,20,23,44,13,57,478,3,24,69,4,73,487,12,43,44,1,45,476,20,33,33,14,47
2014,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,5286,70414150,William T Machan Elementary School,N,389,25,30,31,14,45,482,7,30,61,2,63,477,18,55,26,1,27,498,23,34,24,19,44
2014,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,5287,70414160,Monte Vista Elementary School,N,380,27,23,34,16,50,475,6,31,60,3,63,479,13,52,*,*,35,493,21,30,29,20,49
2014,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,5288,70414170,Papago School,N,383,26,24,36,13,50,476,4,34,59,3,62,483,14,45,39,1,41,482,30,43,19,7,26
2014,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,5289,70414180,Biltmore Preparatory Academy,N,415,10,14,40,35,76,511,1,12,72,15,87,501,7,38,55,1,56,537,3,18,35,44,79
2014,ARIZONA,Maricopa,4265,70421000,Murphy Elementary District,5290,70421101,Arthur M Hamilton School,N,368,40,28,27,6,33,471,8,35,55,2,57,469,24,53,*,*,23,465,38,32,26,4,31
2014,ARIZONA,Maricopa,4265,70421000,Murphy Elementary District,5291,70421102,Jack L Kuban Elementary School,N,397,19,20,44,16,60,489,5,25,66,4,70,476,16,55,*,*,29,495,29,25,29,17,46
2014,ARIZONA,Maricopa,4265,70421000,Murphy Elementary District,5292,70421103,William R Sullivan Elementary School,N,385,30,25,34,11,45,483,9,29,60,2,62,469,23,54,*,*,23,488,30,33,23,14,37
2014,ARIZONA,Maricopa,4265,70421000,Murphy Elementary District,5293,70421104,Alfred F Garcia School,N,368,26,25,38,11,49,464,6,23,67,4,70,478,11,57,*,*,32,452,35,29,29,8,37
2014,ARIZONA,Maricopa,4266,70425000,Liberty Elementary District,5294,70425101,Liberty Elementary School,N,393,24,23,37,15,52,492,3,26,66,5,71,477,20,50,28,2,29,495,19,26,34,22,56
2014,ARIZONA,Maricopa,4266,70425000,Liberty Elementary District,5295,70425702,Estrella Mountain Elementary School,N,417,11,16,45,28,73,518,1,11,76,12,88,516,3,30,62,6,67,525,4,24,35,37,72
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5296,70428136,Kyrene Aprende Middle School,N,449,11,11,36,42,78,543,1,9,74,16,90,519,5,21,67,7,74,540,7,12,22,59,81
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5297,70428137,Kyrene Altadena Middle School,N,459,6,8,36,49,86,553,1,4,78,17,95,527,3,17,72,8,80,543,5,6,24,65,89
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5298,70428138,Kyrene Akimel A-Al Middle School,N,442,9,13,41,36,77,538,2,8,78,12,90,511,5,26,66,3,69,533,7,11,21,60,81
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5299,70428139,Kyrene Centennial Middle School,N,431,16,18,38,28,66,533,3,13,73,12,85,504,8,35,55,3,57,517,15,16,29,40,69
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5300,70428140,Kyrene del Pueblo Middle School,N,446,10,14,39,38,77,538,2,8,78,11,90,510,5,30,61,4,65,540,7,7,23,62,86
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5301,70428141,Kyrene Middle School,N,427,22,18,33,26,60,528,3,16,71,11,81,511,8,31,53,8,61,524,10,20,25,45,70
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5302,70428142,C I Waggoner School,N,413,5,10,37,48,85,503,1,8,74,17,91,524,3,29,60,9,69,548,1,3,43,53,96
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5303,70428143,Kyrene del Norte School,N,380,9,18,41,32,73,470,2,16,72,10,82,499,6,43,49,2,51,503,10,30,36,24,60
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5304,70428144,Kyrene de las Lomas School,N,382,15,17,48,20,68,485,1,16,72,11,83,494,7,47,43,3,46,512,9,30,46,16,61
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5305,70428145,Kyrene de los Ninos School,N,364,15,18,45,23,68,454,2,24,66,8,74,488,5,52,42,2,44,473,9,30,44,17,61
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5306,70428146,Kyrene del Cielo School,N,421,3,10,35,52,88,509,*,*,69,25,94,516,1,30,64,5,69,545,2,11,49,39,88
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5307,70428147,Kyrene de la Paloma School,N,397,9,18,40,33,72,494,1,15,70,14,84,515,6,31,53,10,63,513,3,36,47,14,60
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5308,70428148,Kyrene de la Colina School,N,378,10,19,43,28,71,477,1,15,71,13,84,491,9,49,40,3,43,503,6,26,44,24,68
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5309,70428149,Kyrene Traditional Academy,N,409,5,13,38,44,82,493,*,*,72,18,89,528,*,*,73,5,78,524,7,24,38,32,70
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5310,70428150,Kyrene de la Mariposa School,N,405,5,12,42,40,82,501,1,9,72,18,90,520,6,20,69,6,74,528,4,22,44,30,74
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5311,70428151,Kyrene De Los Lagos School,N,390,10,22,37,30,68,491,1,16,70,13,82,513,2,33,60,6,65,514,12,24,42,22,64
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5312,70428152,Kyrene Monte Vista School,N,436,2,3,29,66,95,520,*,*,59,38,97,529,5,15,71,9,80,568,1,6,25,68,93
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5313,70428153,Kyrene de la Sierra School,N,434,3,4,32,61,93,514,1,3,65,31,96,532,2,19,66,14,80,549,1,9,35,55,90
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5314,70428154,Kyrene de la Mirada School,N,391,7,14,43,36,79,486,*,*,68,20,88,510,5,31,61,4,65,518,4,12,41,42,84
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5315,70428155,Kyrene de la Esperanza School,N,404,7,13,40,40,80,499,2,13,69,17,86,512,4,29,63,4,67,533,4,16,49,32,80
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5316,70428156,Kyrene de las Brisas School,N,405,5,13,43,39,81,502,2,8,65,25,90,515,5,29,58,7,65,533,6,16,36,42,78
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5317,70428157,Kyrene de los Cerritos School,N,404,4,11,42,44,86,494,1,6,71,22,93,513,7,34,51,8,59,534,1,8,38,53,91
2014,ARIZONA,Maricopa,4267,70428000,Kyrene Elementary District,5318,70428159,Kyrene de las Manitas School,N,388,8,27,41,24,65,487,1,18,71,10,81,505,5,27,67,1,68,505,9,41,43,7,50
2014,ARIZONA,Maricopa,4268,70431000,Balsz Elementary District,5319,70431101,Balsz Elementary School,N,386,27,23,34,16,50,480,5,32,60,3,63,471,22,51,*,*,27,478,38,34,23,5,28
2014,ARIZONA,Maricopa,4268,70431000,Balsz Elementary District,5320,70431102,David Crockett Elementary School,N,371,28,27,31,14,45,458,6,37,56,1,57,467,23,52,25,1,25,468,22,35,33,9,43
2014,ARIZONA,Maricopa,4268,70431000,Balsz Elementary District,5321,70431103,Griffith Elementary School,N,391,26,25,32,16,48,484,6,29,61,4,64,476,19,51,29,1,30,485,31,34,27,8,35
2014,ARIZONA,Maricopa,4270,70438000,Madison Elementary District,5324,70438110,Madison #1 Elementary School,N,421,16,15,39,29,69,523,2,13,73,13,86,508,6,31,57,6,62,520,10,19,26,45,71
2014,ARIZONA,Maricopa,4270,70438000,Madison Elementary District,5325,70438120,Madison Camelview Elementary,N,378,13,24,39,24,63,471,2,20,71,7,78,,,,,,,502,12,38,42,8,50
2014,ARIZONA,Maricopa,4270,70438000,Madison Elementary District,5326,70438130,Madison Richard Simis School,N,404,4,11,42,44,85,500,*,*,70,22,92,,,,,,,551,2,9,39,51,90
2014,ARIZONA,Maricopa,4270,70438000,Madison Elementary District,5327,70438140,Madison Rose Lane School,N,359,9,23,44,23,68,451,1,21,66,12,78,,,,,,,487,5,27,44,24,68
2014,ARIZONA,Maricopa,4270,70438000,Madison Elementary District,5328,70438150,Madison Park School,N,397,33,24,34,8,43,505,5,28,64,4,68,481,15,46,*,*,39,496,27,29,25,18,43
2014,ARIZONA,Maricopa,4270,70438000,Madison Elementary District,5329,70438160,Madison Meadows School,N,439,9,10,40,41,81,533,1,7,76,16,93,516,3,25,67,5,72,524,5,7,30,58,88
2014,ARIZONA,Maricopa,4270,70438000,Madison Elementary District,5330,70438180,Madison Heights Elementary School,N,400,10,15,31,45,76,496,1,13,56,30,86,,,,,,,532,8,23,32,37,69
2014,ARIZONA,Maricopa,4271,70440000,Glendale Elementary District,5332,70440101,Glendale Landmark Middle School,N,388,28,21,39,12,51,486,8,26,64,2,66,487,14,41,44,1,45,501,21,30,31,19,49
2014,ARIZONA,Maricopa,4271,70440000,Glendale Elementary District,5333,70440102,Isaac E Imes School,N,371,39,29,27,5,32,472,10,35,54,1,55,467,23,51,*,*,26,493,26,31,28,15,43
2014,ARIZONA,Maricopa,4271,70440000,Glendale Elementary District,5334,70440103,Harold W Smith School,N,379,36,24,30,10,40,476,10,34,53,3,56,470,26,43,30,1,31,485,34,34,23,9,32
2014,ARIZONA,Maricopa,4271,70440000,Glendale Elementary District,5335,70440104,Melvin E Sine School,N,379,31,26,33,10,43,478,7,29,61,2,64,476,16,49,*,*,35,488,29,31,28,12,40
2014,ARIZONA,Maricopa,4271,70440000,Glendale Elementary District,5336,70440105,William C Jack School,N,353,19,24,44,12,57,437,6,38,54,3,57,,,,,,,*,*,*,*,*,*
2014,ARIZONA,Maricopa,4271,70440000,Glendale Elementary District,5337,70440106,Don Mensendick School,N,391,31,24,32,12,44,490,6,31,62,2,63,480,17,45,37,1,38,489,30,29,27,14,40
2014,ARIZONA,Maricopa,4271,70440000,Glendale Elementary District,5338,70440107,Glenn F Burton School,N,378,26,23,38,13,51,472,5,29,64,2,66,482,15,52,32,1,33,485,18,29,35,18,53
2014,ARIZONA,Maricopa,4271,70440000,Glendale Elementary District,5339,70440108,Glendale American School,N,387,27,22,38,13,50,486,6,29,62,4,65,478,18,48,*,*,34,504,19,28,34,19,53
2014,ARIZONA,Maricopa,4271,70440000,Glendale Elementary District,5340,70440109,Bicentennial North School,N,384,33,25,34,8,42,493,5,26,64,4,68,484,14,46,40,1,40,500,23,29,28,20,48
2014,ARIZONA,Maricopa,4271,70440000,Glendale Elementary District,5341,70440110,Horizon School,N,392,17,25,39,18,58,498,2,20,70,8,78,502,6,36,54,3,57,509,12,25,39,24,63
2014,ARIZONA,Maricopa,4271,70440000,Glendale Elementary District,5342,70440111,Challenger Middle School,N,383,37,21,31,10,41,481,9,34,54,3,57,470,23,44,*,*,32,491,27,32,24,17,41
2014,ARIZONA,Maricopa,4271,70440000,Glendale Elementary District,5343,70440112,Bicentennial South School,N,343,23,33,37,8,45,444,5,35,57,3,61,,,,,,,,,,,,
2014,ARIZONA,Maricopa,4271,70440000,Glendale Elementary District,5344,70440113,Discovery School,N,393,25,21,38,16,54,491,6,23,67,4,71,486,13,43,43,1,44,508,17,28,27,27,55
2014,ARIZONA,Maricopa,4271,70440000,Glendale Elementary District,5345,70440114,Desert Garden Elementary School,N,343,23,26,39,11,50,427,10,39,50,2,51,,,,,,,,,,,,
2014,ARIZONA,Maricopa,4272,70444000,Avondale Elementary District,5347,70444102,Michael Anderson,N,393,22,22,39,17,55,487,4,28,65,3,68,474,19,48,*,*,32,498,23,33,29,16,44
2014,ARIZONA,Maricopa,4272,70444000,Avondale Elementary District,5348,70444103,Eliseo C. Felix School,N,381,30,30,32,8,40,480,4,39,56,1,57,477,20,46,32,2,34,480,36,37,21,6,26
2014,ARIZONA,Maricopa,4272,70444000,Avondale Elementary District,5349,70444104,Lattie Coor,N,334,34,33,25,7,33,436,5,41,51,3,54,,,,,,,469,23,50,22,5,27
2014,ARIZONA,Maricopa,4273,70445000,Fowler Elementary District,5351,70445101,Fowler Elementary School,N,381,13,21,48,18,66,470,3,28,64,6,70,483,12,50,37,1,38,493,16,40,37,7,44
2014,ARIZONA,Maricopa,4273,70445000,Fowler Elementary District,5352,70445102,Sunridge Elementary School,N,373,18,22,44,16,60,462,5,31,60,4,64,479,19,42,37,2,39,488,25,41,27,7,34
2014,ARIZONA,Maricopa,4273,70445000,Fowler Elementary District,5353,70445103,Santa Maria Middle School,N,408,24,24,41,10,52,505,6,22,70,3,73,474,22,49,*,*,29,496,23,28,26,23,49
2014,ARIZONA,Maricopa,4274,70447000,Arlington Elementary District,5354,70447101,Arlington Elementary School,N,406,11,20,54,16,70,502,1,15,82,2,84,497,6,40,52,1,53,504,6,26,45,23,68
2014,ARIZONA,Maricopa,4275,70449000,Palo Verde Elementary District,5355,70449101,Palo Verde Elementary School,N,396,17,25,39,19,58,487,5,24,66,4,70,501,9,30,60,2,61,497,19,34,27,19,46
2014,ARIZONA,Maricopa,4276,70459000,Laveen Elementary District,5356,70459101,Laveen Elementary School,N,359,22,26,40,12,52,451,4,28,63,4,67,487,12,45,42,1,43,446,28,32,33,7,40
2014,ARIZONA,Maricopa,4276,70459000,Laveen Elementary District,5357,70459102,Maurice C. Cash Elementary School,N,393,20,23,40,17,56,486,5,26,66,4,69,481,19,47,34,1,35,496,23,34,29,14,43
2014,ARIZONA,Maricopa,4276,70459000,Laveen Elementary District,5358,70459103,Vista Del Sur Traditional School,N,441,1,7,43,48,92,532,*,*,81,17,98,533,*,*,75,8,83,533,2,19,41,39,80
2014,ARIZONA,Maricopa,4278,70465000,Littleton Elementary District,5360,70465101,Littleton Elementary School,N,362,32,23,30,15,45,453,7,33,56,4,60,469,28,45,*,*,27,455,25,34,30,10,41
2014,ARIZONA,Maricopa,4279,70466000,Roosevelt Elementary District,5363,70466002,Cesar E Chavez Community School,N,386,23,30,37,10,47,482,4,26,70,1,71,467,20,63,*,*,17,482,33,37,27,4,30
2014,ARIZONA,Maricopa,4279,70466000,Roosevelt Elementary District,5364,70466003,Percy L Julian School,N,350,46,26,23,6,28,449,10,41,47,2,48,463,23,57,*,*,19,444,46,28,23,4,27
2014,ARIZONA,Maricopa,4279,70466000,Roosevelt Elementary District,5365,70466004,Sunland Elementary School,N,411,15,15,48,23,70,496,4,23,69,5,74,490,10,37,*,*,53,506,21,31,29,19,48
2014,ARIZONA,Maricopa,4279,70466000,Roosevelt Elementary District,5367,70466006,Valley View School,N,368,24,31,38,7,45,459,5,33,60,1,62,475,19,54,27,1,28,463,26,35,26,13,39
2014,ARIZONA,Maricopa,4279,70466000,Roosevelt Elementary District,5368,70466007,C J Jorgensen School,N,374,40,26,27,7,34,474,7,40,52,1,53,471,18,57,*,*,25,482,34,42,19,5,24
2014,ARIZONA,Maricopa,4279,70466000,Roosevelt Elementary District,5370,70466009,Rose Linda School,N,384,29,27,32,12,44,479,7,34,57,2,59,479,8,57,*,*,35,482,35,37,24,3,28
2014,ARIZONA,Maricopa,4279,70466000,Roosevelt Elementary District,5372,70466012,T G Barr School,N,374,36,28,32,4,37,471,9,39,*,*,52,463,26,50,23,1,24,480,37,31,27,5,32
2014,ARIZONA,Maricopa,4279,70466000,Roosevelt Elementary District,5373,70466013,V H Lassen Elementary School,N,385,25,28,38,9,47,479,5,35,58,2,60,472,18,60,*,*,22,491,23,39,25,13,38
2014,ARIZONA,Maricopa,4279,70466000,Roosevelt Elementary District,5374,70466014,John F Kennedy Elementary School,N,333,23,29,39,9,48,422,7,41,*,*,52,,,,,,,,,,,,
2014,ARIZONA,Maricopa,4279,70466000,Roosevelt Elementary District,5375,70466015,Amy L. Houston Academy,N,219,65,14,18,3,21,287,22,42,32,4,36,432,67,24,*,*,9,251,58,25,13,5,18
2014,ARIZONA,Maricopa,4279,70466000,Roosevelt Elementary District,5376,70466016,C O Greenfield School,N,391,31,27,31,11,42,491,8,30,59,2,62,474,18,47,35,1,35,496,29,28,26,17,43
2014,ARIZONA,Maricopa,4279,70466000,Roosevelt Elementary District,5377,70466017,Ignacio Conchos School,N,360,40,28,24,8,32,463,8,34,54,4,58,468,21,54,*,*,25,483,29,34,27,11,38
2014,ARIZONA,Maricopa,4279,70466000,Roosevelt Elementary District,5378,70466018,John R Davis School,N,359,50,23,22,4,27,466,12,38,48,1,49,466,22,49,*,*,29,475,40,44,15,1,16
2014,ARIZONA,Maricopa,4279,70466000,Roosevelt Elementary District,5379,70466019,Maxine O Bush Elementary School,N,378,30,28,35,6,42,482,6,33,59,2,61,478,17,43,39,1,40,482,32,40,22,7,29
2014,ARIZONA,Maricopa,4279,70466000,Roosevelt Elementary District,5380,70466020,Southwest Elementary School,N,376,33,29,32,6,38,476,7,32,60,1,61,472,21,46,33,1,33,482,33,42,20,5,25
2014,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5381,70468101,Alhambra Traditional School,N,456,*,*,28,68,96,540,*,*,72,27,99,539,*,*,79,11,90,567,*,*,20,77,97
2014,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5382,70468102,Andalucia Middle School,N,385,28,24,36,12,48,481,6,29,62,3,65,475,20,50,*,*,30,475,32,34,26,8,34
2014,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5383,70468103,James W. Rice Primary School,N,378,9,19,41,30,71,461,3,23,67,8,74,,,,,,,,,,,,
2014,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5384,70468104,Barcelona Middle School,N,371,36,24,32,7,40,465,7,37,55,2,57,469,21,56,*,*,23,461,35,29,27,9,36
2014,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5385,70468106,Catalina Ventura School,N,392,20,23,41,16,57,488,4,24,68,4,72,486,10,47,42,1,43,499,23,31,26,20,46
2014,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5386,70468107,Cordova Middle School,N,384,30,28,34,9,43,482,6,35,58,2,59,474,22,47,*,*,31,499,24,28,29,19,48
2014,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5387,70468109,Granada East School,N,391,29,23,35,14,49,488,6,27,63,4,67,474,19,53,*,*,29,488,24,35,29,12,41
2014,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5388,70468110,Granada Primary School,N,368,11,22,46,21,67,453,4,27,63,6,69,,,,,,,,,,,,
2014,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5389,70468111,Montebello School,N,381,34,23,30,12,43,477,8,36,54,3,56,474,18,53,28,1,29,488,38,28,21,14,35
2014,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5390,70468112,Sevilla Primary School,N,364,5,16,56,23,79,440,2,24,69,5,74,,,,,,,,,,,,
2014,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5391,70468113,R E Simpson School,N,397,29,23,31,16,48,489,6,32,60,3,62,470,21,50,*,*,29,491,26,34,31,9,40
2014,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,5392,70468114,Westwood Primary School,N,390,9,14,38,39,77,456,5,21,65,8,73,,,,,,,,,,,,
2014,ARIZONA,Maricopa,4281,70479000,Litchfield Elementary District,5393,70479701,Litchfield Elementary School,N,409,5,10,44,41,85,500,1,7,77,15,92,524,1,23,69,7,76,534,4,9,42,45,88
2014,ARIZONA,Maricopa,4281,70479000,Litchfield Elementary District,5394,70479102,Scott L Libby Elementary School,N,404,8,11,39,42,81,493,1,11,75,14,88,494,11,36,*,*,52,543,4,13,32,52,84
2014,ARIZONA,Maricopa,4281,70479000,Litchfield Elementary District,5395,70479703,Western Sky Middle School,N,441,11,14,37,38,75,528,2,10,75,13,88,519,5,23,63,9,72,534,6,12,23,58,81
2014,ARIZONA,Maricopa,4281,70479000,Litchfield Elementary District,5396,70479704,Palm Valley Elementary,N,397,4,10,44,42,86,484,1,8,75,16,92,518,2,17,79,2,81,517,1,14,49,35,84
2014,ARIZONA,Maricopa,4282,70483000,Cartwright Elementary District,5398,70483101,Cartwright School,N,399,17,23,42,17,60,488,6,26,65,3,68,481,12,53,34,1,35,477,43,34,20,3,23
2014,ARIZONA,Maricopa,4282,70483000,Cartwright Elementary District,5399,70483102,Glenn L. Downs School,N,398,18,22,41,19,60,483,6,29,63,2,65,476,17,52,*,*,32,485,29,37,28,5,34
2014,ARIZONA,Maricopa,4282,70483000,Cartwright Elementary District,5400,70483103,John F. Long,N,377,15,26,41,18,59,466,4,29,65,2,67,480,13,48,*,*,39,483,23,51,24,2,26
2014,ARIZONA,Maricopa,4282,70483000,Cartwright Elementary District,5401,70483104,Justine Spitalny School,N,349,15,25,46,14,61,437,3,24,65,8,73,481,9,56,34,1,35,440,21,48,26,5,31
2014,ARIZONA,Maricopa,4282,70483000,Cartwright Elementary District,5402,70483105,Holiday Park School,N,370,14,24,39,22,61,460,4,23,65,8,74,490,11,36,*,*,53,468,23,35,32,11,43
2014,ARIZONA,Maricopa,4282,70483000,Cartwright Elementary District,5403,70483106,Sunset School,N,408,7,11,39,44,83,484,1,16,76,8,83,495,5,48,46,1,47,495,9,53,37,1,38
2014,ARIZONA,Maricopa,4282,70483000,Cartwright Elementary District,5404,70483107,Starlight Park School,N,359,14,23,50,13,63,449,4,23,70,4,73,473,12,67,*,*,21,453,15,55,29,1,31
2014,ARIZONA,Maricopa,4282,70483000,Cartwright Elementary District,5405,70483108,Charles W. Harris School,N,388,23,27,39,11,50,486,4,31,62,3,64,485,12,46,40,1,41,484,29,42,22,6,28
