Fiscal Year,State,County,Local Education Agency (LEA) Entity ID,Local Education Agency (LEA) CTDS Number,Local Education Agency (LEA) Name,School Entity ID,School CTDS Number,School Name,Charter School,Math Mean Scale Score,Math Percent Falls Far Below,Math Percent Approaches,Math Percent Meets,Math Percent Exceeds,Math Percent Passing,Reading Mean Scale Score,Reading Percent Falls Far Below,Reading Percent Approaches,Reading Percent Meets,Reading Percent Exceeds,Reading Percent Passing,Writing Mean Scale Score,Writing Percent Falls Far Below,Writing Percent Approaches,Writing Percent Meets,Writing Percent Exceeds,Writing Percent Passing,Science Mean Scale Score,Science Percent Falls Far Below,Science Percent Approaches,Science Percent Meets,Science Percent Exceeds,Science Percent Passing
2011,ARIZONA,Pima,80032,108793000,CPLC Community Schools dba Toltecalli High School,80033,108793201,Toltecali High School,Y,457,67,21,11,2,12,650,18,67,*,*,14,453,18,63,*,*,18,430,79,16,*,*,5
2011,ARIZONA,Pima,4403,100201000,Tucson Unified District,80037,100201602,Direct Link II,N,464,*,*,20,10,30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Pima,4403,100201000,Tucson Unified District,80038,100201120,Laura N. Banks Elementary,N,363,20,32,41,7,48,470,6,23,67,5,72,491,*,*,*,*,46,483,37,30,18,15,34
2011,ARIZONA,Pima,4403,100201000,Tucson Unified District,80039,100201327,Henry Hank Oyama,N,350,31,35,27,7,34,458,8,32,57,3,60,473,11,54,*,*,34,491,29,33,24,14,38
2011,ARIZONA,Maricopa,79047,78524000,Career Success Schools,80050,78524001,Career Success School -- Sage Campus,Y,367,36,29,33,3,36,473,9,37,48,7,54,474,19,52,27,2,29,495,27,30,30,12,42
2011,ARIZONA,Maricopa,4288,70514000,Tolleson Union High School District,80051,70514203,La Joya Community High School,N,476,44,19,33,5,37,689,9,28,60,4,64,482,14,30,55,2,56,465,54,16,21,9,30
2011,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,80052,70289109,Countryside Elementary,N,404,19,20,36,24,61,500,7,18,67,8,75,500,9,32,53,6,59,515,17,21,31,31,62
2011,ARIZONA,Maricopa,4281,70479000,Litchfield Elementary District,80054,70479108,Corte Sierra Elementary School,N,399,8,15,40,37,77,490,3,12,69,15,85,512,4,28,63,5,68,539,9,15,31,46,77
2011,ARIZONA,Maricopa,4241,70269000,Paradise Valley Unified District,80055,70269136,Echo Mountain Intermediate School,N,393,19,24,35,23,58,485,6,23,67,4,71,485,17,38,42,4,45,497,22,39,26,14,39
2011,ARIZONA,Maricopa,4244,70293000,Cave Creek Unified District,80056,70293107,Lone Mountain Elementary School,N,423,6,10,34,50,85,517,1,8,65,26,91,542,3,14,61,21,82,550,3,8,41,48,89
2011,ARIZONA,Maricopa,4242,70280000,Chandler Unified District,80102,70280133,Chandler Traditional Academy - Liberty Campus,N,436,1,4,34,61,94,523,1,4,69,26,95,546,2,5,72,22,94,579,1,4,18,78,95
2011,ARIZONA,Maricopa,80299,78980000,"Life Skills Center of Arizona, Inc. dba Life Skills Center of Arizona",80300,78980201,Life Skills Center of Arizona,Y,443,87,9,*,*,4,646,27,51,*,*,22,435,52,34,*,*,14,420,*,*,*,*,10
2011,ARIZONA,Pinal,4450,110422000,Toltec Elementary District,80312,110422102,Toltec Elementary School,N,369,14,27,37,21,58,454,10,25,62,3,65,*,*,*,*,*,*,501,19,35,31,15,46
2011,ARIZONA,Maricopa,4273,70445000,Fowler Elementary District,80315,70445104,Sun Canyon School,N,379,16,21,43,20,62,467,6,27,60,6,66,483,9,42,48,1,49,493,28,28,34,11,45
2011,ARIZONA,Maricopa,4248,70260000,Higley Unified School District,80316,70260104,Power Ranch Elementary,N,416,12,12,46,30,76,521,3,9,71,17,88,520,5,21,63,11,74,541,7,13,26,54,80
2011,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,80317,70297241,Sandra Day O'Connor High School,N,503,23,13,44,20,64,729,3,9,69,19,88,518,5,14,73,9,81,507,24,15,32,28,61
2011,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,80318,70297142,Gavilan Peak Elementary,N,432,7,12,40,41,81,538,1,5,73,22,95,522,3,21,65,11,76,560,1,7,19,73,92
2011,ARIZONA,Maricopa,79907,78960000,Vista Charter School,80385,78960002,Midtown High School,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Gila,79234,138654000,"New Visions Academy, Inc.",80391,138654005,New Visions Academy - Star Valley,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,La Paz,4510,150227000,Parker Unified School District,80408,150227206,Parker Alternative School,N,452,81,17,*,*,3,651,22,50,*,*,28,456,28,44,*,*,28,*,*,*,*,*,*
2011,ARIZONA,Yuma,4507,140570000,Yuma Union High School District,80409,140570205,San Luis High School,N,473,49,19,26,5,32,666,20,40,38,2,39,457,29,39,*,*,33,455,64,15,14,8,21
2011,ARIZONA,Maricopa,4234,70199000,Maricopa County Regional District,80410,70199255,Tumbleweed Transitional Learning Center,N,454,77,6,13,3,16,670,19,31,46,4,50,458,22,48,*,*,30,428,83,8,*,*,8
2011,ARIZONA,Maricopa,4283,70492000,Pendergast Elementary District,80417,70492023,Westwind Primary School,N,356,17,33,42,8,50,454,5,29,63,3,66,*,*,*,*,*,*,490,23,39,30,8,38
2011,ARIZONA,Maricopa,4283,70492000,Pendergast Elementary District,80418,70492022,Sunset Ridge Elementary School,N,403,16,23,43,18,61,498,5,18,71,6,77,493,7,40,50,2,52,499,21,33,28,18,46
2011,ARIZONA,Maricopa,4283,70492000,Pendergast Elementary District,80419,70492024,Amberlea Elementary School,N,385,27,23,36,14,49,479,12,27,58,2,61,474,16,54,*,*,30,480,38,30,24,9,33
2011,ARIZONA,Maricopa,79047,78524000,Career Success Schools,80430,78524203,Career Success High School - Glendale,Y,451,87,6,*,*,6,655,17,51,*,*,32,441,38,50,*,*,13,*,*,*,*,*,*
2011,ARIZONA,Yavapai,79068,138758000,"PACE Preparatory Academy, Inc.",80437,138758203,PACE Preparatory Academy,Y,461,62,28,*,*,10,680,8,29,*,*,63,458,26,57,*,*,17,*,*,*,*,*,*
2011,ARIZONA,Maricopa,4245,70295000,Queen Creek Unified District,80439,70295103,Jack Barnes Elementary School,N,397,4,13,46,36,83,492,1,8,71,20,91,*,*,*,*,*,*,541,7,16,34,43,77
2011,ARIZONA,Pinal,4442,110221000,Coolidge Unified District,80440,110221008,San Tan Heights Elementary,N,363,21,29,41,8,49,465,6,29,62,4,66,489,11,37,50,1,51,497,28,25,31,16,47
2011,ARIZONA,Maricopa,79055,78909000,"Carden Traditional School of Surprise, Inc.",80463,78909102,Carden Traditional School of Surprise,Y,406,8,20,46,25,72,516,*,*,79,15,94,518,1,24,68,7,75,554,3,16,23,58,82
2011,ARIZONA,Maricopa,89506,78528000,"Freedom Academy, Inc.",80472,78528101,Freedom Academy,Y,420,10,13,48,30,77,516,3,9,78,11,89,519,5,18,69,8,77,542,7,12,27,55,81
2011,ARIZONA,Maricopa,79455,78925000,Pointe Educational Services,80473,78925003,Pinnacle Pointe Academy,Y,404,8,11,53,28,81,507,*,*,78,14,92,517,4,25,60,11,72,551,3,13,32,52,84
2011,ARIZONA,Maricopa,85807,78992000,StarShine Academy,80475,78992001,StarShine Academy,Y,382,64,21,12,3,16,498,25,51,*,*,24,445,47,39,*,*,14,449,58,25,*,*,17
2011,ARIZONA,Yavapai,81052,138705000,"Edkey, Inc. - Sequoia Ranch School",80480,138705001,Sequoia Ranch,Y,393,48,32,*,*,19,515,22,33,41,4,44,454,45,25,*,*,30,473,40,33,*,*,27
2011,ARIZONA,Pima,4413,100220000,Vail Unified District,80871,100220109,Sycamore Elementary School,N,417,4,8,40,48,88,509,1,6,72,21,93,517,3,28,62,8,70,575,3,7,27,63,90
2011,ARIZONA,Maricopa,4273,70445000,Fowler Elementary District,80915,70445105,Western Valley Elementary School,N,383,12,28,39,22,61,471,5,28,57,10,67,491,9,45,44,3,47,502,21,35,29,14,43
2011,ARIZONA,Maricopa,4273,70445000,Fowler Elementary District,80916,70445106,Western Valley Middle School,N,399,42,22,29,8,37,502,10,27,59,3,63,482,20,39,38,2,41,489,34,28,23,15,38
2011,ARIZONA,Pima,4421,108653000,"Edge School, Inc., The",80928,108653005,EDGE High School - Northwest,Y,462,58,21,*,*,21,686,9,36,36,18,55,471,27,36,*,*,36,*,*,*,*,*,*
2011,ARIZONA,Maricopa,89914,108502000,Daisy Education Corporation dba Sonoran Science Academy - Phoenix,80974,108502101,Sonoran Science Academy - Phoenix,Y,395,35,20,35,10,44,518,6,27,59,9,68,485,14,42,*,*,44,502,32,18,24,26,50
2011,ARIZONA,Mohave,79218,88702000,"Telesis Center for Learning, Inc.",80980,88702002,Telesis Preparatory,Y,392,20,29,38,13,52,510,2,9,80,9,89,513,5,25,65,5,70,521,8,23,37,32,69
2011,ARIZONA,Maricopa,4295,78603000,"OMEGA SCHOOLS d.b.a. Omega Academy, Inc.",80981,78603005,S. Sturgeon Middle School,Y,387,50,15,31,4,35,484,15,35,*,*,50,472,22,46,30,3,32,471,59,18,18,6,24
2011,ARIZONA,Maricopa,4295,78603000,"OMEGA SCHOOLS d.b.a. Omega Academy, Inc.",80982,78603006,La Puerta High School,Y,466,60,19,*,*,21,669,7,44,*,*,48,459,20,47,*,*,33,*,*,*,*,*,*
2011,ARIZONA,Maricopa,4295,78603000,"OMEGA SCHOOLS d.b.a. Omega Academy, Inc.",80983,78603007,C. Doby Middle School,Y,379,53,27,19,2,20,488,10,34,53,3,56,469,22,56,*,*,22,474,33,44,*,*,22
2011,ARIZONA,Maricopa,4295,78603000,"OMEGA SCHOOLS d.b.a. Omega Academy, Inc.",80984,78603008,Stellar Prep,Y,380,14,23,36,27,64,468,*,*,55,9,64,*,*,*,*,*,*,498,18,27,36,18,55
2011,ARIZONA,Maricopa,80985,78981000,New School for the Arts Middle School,80986,78981001,New School for the Arts Middle School,Y,422,23,26,35,17,51,534,6,14,69,10,79,514,5,27,54,15,68,525,16,8,32,43,76
2011,ARIZONA,Maricopa,80989,78983000,American Charter Schools Foundation d.b.a. South Pointe High School,80990,78983201,South Pointe High School,Y,462,67,11,19,2,21,668,15,41,*,*,44,458,25,46,28,1,29,434,85,10,4,2,5
2011,ARIZONA,Maricopa,80992,78984000,Veritas Preparatory Academy,80994,78984001,Great Hearts Academies - Veritas Prep,Y,480,2,6,41,51,92,610,*,*,66,33,99,543,*,*,71,19,90,543,3,10,23,64,87
2011,ARIZONA,Pima,80995,108794000,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,108794201,Alta Vista High School,Y,471,55,15,29,1,30,677,8,39,52,1,53,463,17,49,*,*,34,459,61,22,14,3,17
2011,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,81016,70297143,Terramar Elementary,N,428,8,10,44,38,82,530,2,6,71,21,91,522,4,20,66,11,76,536,7,12,32,48,81
2011,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,81017,70297144,Sunset Ridge Elementary,N,430,7,12,40,41,81,531,1,7,69,23,92,528,2,18,69,11,80,556,3,9,20,68,88
2011,ARIZONA,Maricopa,81022,78731000,Back-to-Basics School,81023,78731101,Horizons Back-to-Basics,Y,341,75,22,*,*,3,444,25,50,*,*,25,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Maricopa,81024,78733000,"Patriot Academy, Inc.",81025,78733101,Patriot Academy,Y,404,12,19,33,36,69,506,*,*,64,19,83,546,*,*,55,25,80,520,20,20,30,30,60
2011,ARIZONA,Maricopa,4241,70269000,Paradise Valley Unified District,81026,70269151,Palomino Intermediate School,N,372,31,30,30,9,39,475,10,30,58,2,60,470,20,49,*,*,30,486,34,30,23,12,35
2011,ARIZONA,Cochise,81027,28701000,Cochise Community Development Corporation,81028,28701001,The Berean Schools,Y,415,33,21,33,13,46,536,6,21,71,2,73,489,13,34,51,3,53,507,24,20,17,38,56
2011,ARIZONA,Pima,81029,108715000,"Canyon Rose Academy, Inc.",81030,108715201,Canyon Rose Academy,Y,464,63,16,19,2,21,687,9,33,53,5,58,470,23,37,38,2,40,463,59,16,20,5,25
2011,ARIZONA,Maricopa,81041,78745000,Blueprint Education,81042,78745201,Hope High School,Y,454,72,18,*,*,10,665,9,55,*,*,36,453,20,64,*,*,16,428,83,8,*,*,8
2011,ARIZONA,Pima,4220,50206000,Pima Unified District,81056,50206203,Pima Junior High School,N,416,38,22,28,11,40,532,7,18,61,15,76,508,12,42,35,12,46,517,15,20,23,42,65
2011,ARIZONA,Maricopa,4258,70403000,Tempe School District,81057,70403161,Ward Traditional Academy,N,437,4,10,41,45,86,538,*,*,68,27,95,539,2,16,62,21,82,560,2,6,18,75,92
2011,ARIZONA,Pinal,4441,110220000,Maricopa Unified School District,81058,110220104,Santa Rosa Elementary School,N,391,11,14,47,29,75,484,4,15,68,12,81,500,5,33,*,*,61,523,8,24,38,31,68
2011,ARIZONA,Maricopa,81076,78985000,Heritage Elementary School,81077,78985101,Heritage Elementary School,Y,377,34,24,35,7,42,485,8,26,62,4,66,487,15,39,44,2,46,491,31,29,23,16,40
2011,ARIZONA,Maricopa,81078,78736000,"BASIS School, Inc.",81079,78736001,BASIS Scottsdale,Y,508,*,*,10,89,99,*,*,*,*,*,*,563,*,*,62,33,96,*,*,*,*,*,*
2011,ARIZONA,Yuma,4505,140432000,Gadsden Elementary District,81096,140432108,Desert View Elementary,N,393,17,20,37,27,63,477,9,23,62,5,68,502,11,32,51,6,58,483,32,30,28,10,38
2011,ARIZONA,Maricopa,81097,78746000,"Bradley Academy of Excellence, Inc.",81098,78746101,Bradley Academy of Excellence,Y,357,49,31,19,1,20,469,10,40,*,*,50,489,16,45,32,8,39,467,50,27,19,4,23
2011,ARIZONA,Maricopa,79971,98749000,"CAFA, Inc. dba Learning Foundation Performing Arts School",81102,98749002,Learning Foundation,Y,387,43,33,20,3,23,505,8,38,*,*,54,468,30,34,*,*,36,484,38,26,23,13,36
2011,ARIZONA,Maricopa,81103,78748000,Career Success High School - Mesa,81104,78748201,Career Success High School - Mesa,Y,456,68,21,*,*,11,653,8,62,*,*,31,452,25,46,*,*,29,425,87,7,*,*,7
2011,ARIZONA,Yuma,4505,140432000,Gadsden Elementary District,81105,140432107,Southwest Jr. High School,N,419,36,18,32,15,47,511,9,24,65,2,67,492,14,35,49,2,51,486,34,29,27,9,37
2011,ARIZONA,Yuma,4505,140432000,Gadsden Elementary District,81106,140432109,Ed Pastor Elementary 4,N,379,16,32,41,11,52,483,5,18,72,5,77,493,6,38,54,2,56,490,17,50,30,3,33
2011,ARIZONA,Maricopa,4282,70483000,Cartwright Elementary District,81109,70483123,Manuel Pena Jr. School,N,381,13,24,45,18,63,473,5,21,68,6,74,494,7,43,44,5,50,496,22,31,35,11,47
2011,ARIZONA,Maricopa,4269,70433000,Buckeye Elementary District,81110,70433102,Bales Elementary School,N,390,27,23,34,16,50,488,6,27,62,5,67,488,14,43,40,3,44,485,38,28,24,10,34
2011,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,81111,70289111,Ashton Ranch Elementary School,N,417,11,17,41,31,72,509,3,15,68,14,82,509,8,24,60,7,67,530,13,19,25,43,68
2011,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,81112,70289112,Cimarron Springs Elementary,N,413,15,15,41,29,70,513,5,12,68,15,83,504,9,26,60,4,65,523,17,18,27,39,66
2011,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,81113,70289210,Willow Canyon High School,N,487,35,18,37,10,47,712,4,20,63,13,76,507,7,24,61,8,69,512,23,15,28,34,62
2011,ARIZONA,Gila,4211,40240000,Miami Unified District,81122,40240108,Dr. Charles A. Bejarano Elementary School,N,368,25,31,36,8,44,476,8,21,66,5,71,471,19,51,29,1,30,523,13,28,28,31,59
2011,ARIZONA,Pima,81123,108717000,"Educational Impact, Inc.",81124,108717101,Academy Adventures Primary School,Y,337,36,32,*,*,32,450,20,24,52,4,56,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Maricopa,79047,78524000,Career Success Schools,81126,78524205,Career Success High School - Robert L. Duffy,Y,452,80,10,*,*,11,660,17,49,31,2,34,437,44,45,*,*,11,436,88,6,*,*,6
2011,ARIZONA,Coconino,10386,30199000,Coconino County Regional Accommodation SD,81127,30199006,Tse'yaato' High School,N,455,77,16,*,*,7,650,20,60,*,*,20,450,30,52,*,*,17,*,*,*,*,*,*
2011,ARIZONA,Santa Cruz,4458,120235000,Santa Cruz Valley Unified District,81128,120235115,Pena Blanca Elementary School,N,366,22,29,35,14,49,470,7,23,64,6,70,489,11,41,45,3,48,486,32,33,30,5,36
2011,ARIZONA,Pima,78897,108665000,"Academy of Tucson, Inc.",81130,108665102,Academy of Tucson Elementary School,Y,406,1,15,34,49,84,505,*,*,71,24,95,*,*,*,*,*,*,581,2,6,14,78,92
2011,ARIZONA,Maricopa,4268,70431000,Balsz Elementary District,81141,70431105,Brunson-Lee Elementary School,N,373,25,20,40,15,55,464,11,28,60,2,62,465,28,48,*,*,25,472,43,33,17,6,24
2011,ARIZONA,Maricopa,79059,78911000,"E-Institute Charter Schools, Inc.",81143,78911202,e-Institute at Acoma,Y,474,46,22,26,6,32,674,7,45,43,5,48,464,15,52,*,*,33,448,66,21,7,7,14
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,81144,70211129,Parkridge Elementary,N,433,6,8,44,43,86,529,1,6,74,19,93,529,2,18,65,14,79,552,6,6,21,67,88
2011,ARIZONA,Maricopa,4239,70241000,Gilbert Unified District,81145,70241164,Spectrum Elementary,N,405,8,17,43,33,75,508,1,11,69,19,88,512,4,29,59,8,67,545,1,23,33,43,76
2011,ARIZONA,Pinal,79214,78901000,"Excalibur Charter Schools, Inc.",81173,78901003,Avalon Elementary,Y,367,32,34,30,3,34,484,6,23,68,3,70,480,13,47,*,*,40,502,22,24,27,27,55
2011,ARIZONA,Maricopa,81174,78743000,Maricopa County Community College District on behalf of Teacher Preparation Char,81175,78743201,Teacher Preparation Charter High School,Y,479,36,31,31,3,33,699,*,*,68,4,72,484,4,43,*,*,52,458,*,*,11,11,22
2011,ARIZONA,Maricopa,79461,78926000,Primavera Technical Learning Center,81178,78926202,Primavera - Online,Y,461,67,14,17,1,18,684,9,32,56,3,59,474,14,38,47,1,48,469,58,16,18,8,26
2011,ARIZONA,Maricopa,87407,78511000,"Arizona Connections Academy Charter School, Inc.",81179,78511101,Arizona Connections Academy,Y,407,34,24,29,14,43,535,4,17,68,12,79,485,13,43,42,2,44,510,22,20,25,33,58
2011,ARIZONA,,,,,81180,,,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Maricopa,4337,78713000,"Humanities and Sciences Academy of the United States, Inc.",81181,78713005,Humanities and Sciences Academy Arizona,Y,378,42,26,21,11,32,499,5,42,*,*,53,519,9,18,64,9,73,*,*,*,*,*,*
2011,ARIZONA,Maricopa,81041,78745000,Blueprint Education,81182,78745202,Hope High School Online,Y,456,69,19,*,*,12,666,13,50,*,*,38,457,29,39,*,*,32,438,79,5,*,*,16
2011,ARIZONA,Pima,79947,108709000,Arizona Community Development Corporation,81187,108709103,La Paloma Academy (Lakeside),Y,376,31,24,38,7,45,481,8,27,62,3,66,477,21,42,*,*,38,497,22,34,29,15,44
2011,ARIZONA,Pima,4403,100201000,Tucson Unified District,81196,100201668,Aztec Middle College Northwest,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Maricopa,79682,78944000,"Twenty First Century Charter Schools, Inc.",81200,78944002,Venture Academy,Y,360,*,*,47,6,53,466,*,*,82,6,88,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Pima,79979,108714000,"Tucson International Academy, Inc.",84297,108714102,Tucson International Academy Midvale,Y,365,71,20,*,*,9,500,20,40,*,*,40,470,14,62,19,5,24,459,61,22,*,*,17
2011,ARIZONA,Maricopa,4276,70459000,Laveen Elementary District,84305,70459104,Cheatham Elementary School,N,397,24,22,35,19,54,489,8,25,61,6,67,490,13,39,45,3,48,493,32,25,26,17,43
2011,ARIZONA,Pima,4418,100351000,Altar Valley Elementary District,84336,100351100,Robles Elementary School,N,366,12,26,50,12,62,459,4,27,66,4,70,*,*,*,*,*,*,497,21,34,31,13,44
2011,ARIZONA,Yavapai,4470,130228000,Camp Verde Unified District,84659,130228304,South Verde Middle High,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Maricopa,4257,70402000,Riverside Elementary District,84660,70402102,Kings Ridge School,N,392,36,25,31,7,38,498,10,25,63,2,65,477,17,48,33,1,35,489,31,28,24,18,41
2011,ARIZONA,Pima,4413,100220000,Vail Unified District,84665,100220202,Pantano High School,N,471,52,20,*,*,27,679,8,33,*,*,58,459,25,44,*,*,31,*,*,*,*,*,*
2011,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,84683,70289116,Marley Park Elementary,N,428,8,12,43,37,80,523,2,10,70,19,89,516,4,21,67,8,75,526,11,15,36,38,74
2011,ARIZONA,Maricopa,4243,70289000,Dysart Unified District,84684,70289117,Thompson Ranch Elementary,N,400,23,16,40,21,60,491,8,23,62,7,68,483,16,42,41,1,42,495,28,25,33,14,47
2011,ARIZONA,Pima,85448,108720000,Tucson Small School Project,85451,108720201,City High School,Y,474,46,17,34,3,37,709,7,18,59,16,75,488,9,35,53,2,56,503,28,21,34,17,52
2011,ARIZONA,Pima,85454,108719000,"Satori, Inc.",85455,108719101,Satori Charter School,Y,404,12,18,46,24,70,516,2,9,71,18,89,507,5,43,48,5,52,541,11,7,37,46,83
2011,ARIZONA,Maricopa,85514,78990000,"E-cademie, A Charter School",85515,78990201,E-cademie,Y,455,70,19,*,*,11,650,21,60,*,*,19,445,41,40,*,*,19,*,*,*,*,*,*
2011,ARIZONA,Mohave,85516,88703000,"Mohave Accelerated Elementary School, Inc.",85517,88703101,Mohave Accelerated Elementary School,Y,382,13,26,41,20,61,471,2,33,58,6,65,485,9,56,*,*,34,521,13,28,25,34,59
2011,ARIZONA,Mohave,85540,88704000,"Academy of Building Industries, Inc.",85541,88704201,Academy of Building Industries,Y,477,40,12,*,*,49,681,3,35,*,*,62,467,9,55,*,*,36,457,59,29,*,*,12
2011,ARIZONA,Maricopa,85749,78991000,Arizona Montessori Charter School at Anthem,85750,78991101,AMCS at Anthem dba Caurus Academy,Y,409,10,20,44,26,70,510,3,11,77,10,87,509,8,31,55,6,61,545,5,7,29,59,88
2011,ARIZONA,Maricopa,4288,70514000,Tolleson Union High School District,85810,70514204,Copper Canyon High School,N,476,45,19,30,6,36,686,11,28,57,4,61,477,16,32,50,1,51,468,53,18,19,11,29
2011,ARIZONA,Maricopa,4254,70290000,Saddle Mountain Unified School District,85819,70290002,Tonopah Valley High School,N,483,37,21,35,6,42,696,4,25,62,9,71,476,11,40,48,1,49,491,36,17,25,22,47
2011,ARIZONA,Mohave,4374,80209000,Littlefield Unified District,85821,80209201,Beaver Dam High School,N,470,53,16,28,2,31,693,6,27,65,2,66,486,13,30,53,3,57,493,30,21,32,17,49
2011,ARIZONA,Gila,4208,40201000,Globe Unified District,85831,40201105,High Desert Middle School,N,399,33,25,30,12,42,507,7,22,66,5,71,485,17,43,37,3,41,508,19,24,33,24,57
2011,ARIZONA,Yuma,4501,140413000,Crane Elementary District,85833,140413108,Gary A. Knox Elementary School,N,385,18,18,41,23,64,484,7,17,68,9,76,490,12,39,45,5,49,484,36,28,29,8,37
2011,ARIZONA,Yuma,4501,140413000,Crane Elementary District,85834,140413109,Salida Del Sol Elementary,N,365,8,31,43,18,61,453,7,22,65,6,71,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,85835,70211265,Raymond S. Kellis,N,496,26,15,43,16,59,709,5,15,71,9,80,499,5,25,67,3,70,483,40,19,26,15,41
2011,ARIZONA,Maricopa,4242,70280000,Chandler Unified District,85837,70280134,Chandler Traditional Campus-Freedom,N,431,3,5,38,55,92,520,*,*,73,24,97,549,*,*,68,24,92,571,3,7,24,66,90
2011,ARIZONA,Maricopa,4242,70280000,Chandler Unified District,85838,70280135,Audrey & Robert Ryan Elementary,N,423,3,9,43,44,88,521,1,5,68,26,94,543,*,*,67,20,87,567,2,7,24,67,91
2011,ARIZONA,Mohave,4368,80201000,Lake Havasu Unified District,85839,80201210,Havasuonline,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Yuma,4499,140401000,Yuma Elementary District,85840,140401125,Ron Watson Middle School,N,413,28,21,38,13,51,521,4,18,72,5,78,491,9,46,44,1,45,515,19,20,24,37,61
2011,ARIZONA,Coconino,10386,30199000,Coconino County Regional Accommodation SD,85842,30199007,Ponderosa High School,N,467,50,26,21,2,24,638,50,17,*,*,33,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Maricopa,4281,70479000,Litchfield Elementary District,85843,70479109,Dreaming Summit Elementary,N,394,8,21,39,31,70,491,4,13,68,16,83,502,5,32,59,4,62,544,12,14,27,47,74
2011,ARIZONA,Maricopa,4281,70479000,Litchfield Elementary District,85844,70479110,Verrado Middle School,N,444,14,14,35,37,72,540,3,10,73,14,87,517,5,22,65,8,73,531,10,12,23,55,78
2011,ARIZONA,Maricopa,4239,70241000,Gilbert Unified District,85847,70241125,South Valley Jr. High,N,456,9,11,42,38,80,550,2,9,71,17,89,513,5,23,66,6,71,534,7,12,25,56,81
2011,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,85850,70297245,Boulder Creek High School,N,506,21,14,40,24,65,724,3,12,68,16,85,506,5,22,67,6,73,512,21,18,30,31,61
2011,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,85851,70297146,Diamond Canyon Elementary,N,433,7,10,40,43,83,530,2,6,71,22,93,521,2,21,68,9,77,572,2,6,14,79,93
2011,ARIZONA,Maricopa,4278,70465000,Littleton Elementary District,85852,70465105,Quentin Elementary School,N,391,25,22,36,17,53,490,9,21,66,5,71,482,16,42,41,1,42,495,28,25,31,16,47
2011,ARIZONA,Pinal,4437,110201000,Florence Unified School District,85853,110201103,Copper Basin,N,400,18,23,39,21,60,499,5,21,65,9,74,500,12,31,54,4,58,519,13,25,29,33,62
2011,ARIZONA,Pinal,4296,78604000,"Academy Of Excellence, Inc.",85863,78604004,Academy of Excellence - Central Arizona,Y,387,32,25,25,18,43,495,14,7,75,4,79,472,21,50,21,7,29,520,10,20,30,40,70
2011,ARIZONA,Cochise,4191,28750000,"Center for Academic Success, Inc.",85876,28750204,Center for Academic Success #4,Y,391,36,30,30,3,33,491,12,28,59,1,60,480,19,39,41,1,42,480,53,18,24,5,29
2011,ARIZONA,Cochise,4191,28750000,"Center for Academic Success, Inc.",85877,28750205,Center for Academic Success #5,Y,398,25,20,38,16,54,504,4,21,66,9,75,480,17,43,*,*,40,519,16,20,24,40,64
2011,ARIZONA,Cochise,79226,20209000,Benson Unified School District,85879,20209701,San Pedro Valley High School,N,473,31,46,*,*,23,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Maricopa,85875,78501000,"Ahwatukee Foothills Prep, Inc.",85881,78501001,Ahwatukee Foothills Prep,Y,405,11,18,48,23,71,502,2,17,70,10,80,509,5,34,51,10,61,526,16,26,16,43,58
2011,ARIZONA,Apache,4154,10208000,Window Rock Unified District,85882,10208116,Dine Bi'Olta (Immersion School),N,373,34,32,29,6,35,473,15,30,51,3,54,474,22,48,28,1,30,478,38,38,16,9,24
