Fiscal Year,State,County,Local Education Agency (LEA) Entity ID,Local Education Agency (LEA) CTDS Number,Local Education Agency (LEA) Name,School Entity ID,School CTDS Number,School Name,Charter School,Math Mean Scale Score,Math Percent Falls Far Below,Math Percent Approaches,Math Percent Meets,Math Percent Exceeds,Math Percent Passing,Reading Mean Scale Score,Reading Percent Falls Far Below,Reading Percent Approaches,Reading Percent Meets,Reading Percent Exceeds,Reading Percent Passing,Writing Mean Scale Score,Writing Percent Falls Far Below,Writing Percent Approaches,Writing Percent Meets,Writing Percent Exceeds,Writing Percent Passing,Science Mean Scale Score,Science Percent Falls Far Below,Science Percent Approaches,Science Percent Meets,Science Percent Exceeds,Science Percent Passing
2011,ARIZONA,Apache,4153,10201000,St Johns Unified District,4517,10201102,Coronado Elementary School,N,367,9,25,48,18,66,468,*,*,74,9,83,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Apache,4153,10201000,St Johns Unified District,4710,10201104,St Johns Middle School,N,416,11,22,42,25,67,520,3,13,70,14,85,496,6,40,52,2,54,526,7,23,27,42,69
2011,ARIZONA,Apache,4153,10201000,St Johns Unified District,4711,10201205,St Johns High School,N,*,*,*,*,*,*,703,8,28,54,10,64,491,11,34,51,4,55,*,*,*,*,*,*
2011,ARIZONA,Apache,4154,10208000,Window Rock Unified District,4712,10208105,Window Rock Elementary School,N,348,31,37,28,4,32,454,8,37,54,1,55,481,15,38,*,*,47,469,49,29,16,6,22
2011,ARIZONA,Apache,4154,10208000,Window Rock Unified District,4716,10208115,Tsehootsooi Middle School,N,387,54,23,17,5,22,491,13,36,49,2,51,468,28,45,25,1,26,477,45,32,16,6,23
2011,ARIZONA,Apache,4154,10208000,Window Rock Unified District,4717,10208201,Window Rock High School,N,468,54,20,24,2,26,669,13,42,42,2,44,460,22,49,28,1,29,461,62,21,13,3,17
2011,ARIZONA,Apache,4155,10210000,Round Valley Unified District,4719,10210102,Round Valley Intermediate School,N,373,15,27,43,15,58,475,7,20,66,7,73,487,6,45,47,1,48,520,10,29,32,28,61
2011,ARIZONA,Apache,4155,10210000,Round Valley Unified District,4720,10210103,Round Valley Middle School,N,417,26,22,35,18,53,524,6,17,68,10,78,492,13,37,47,3,50,525,13,12,28,46,75
2011,ARIZONA,Apache,4155,10210000,Round Valley Unified District,4721,10210210,Round Valley High School,N,481,43,12,36,9,45,699,9,21,62,8,70,488,14,26,58,2,61,475,46,23,22,9,31
2011,ARIZONA,Apache,4156,10218000,Sanders Unified District,4722,10218001,Sanders Elementary School,N,342,38,34,25,3,28,444,13,44,43,1,43,462,20,52,*,*,28,472,48,33,15,4,19
2011,ARIZONA,Apache,4156,10218000,Sanders Unified District,4723,10218002,Sanders Middle School,N,397,44,20,30,6,36,489,16,31,52,1,53,460,30,51,*,*,19,494,26,26,33,15,48
2011,ARIZONA,Apache,4156,10218000,Sanders Unified District,4724,10218003,Valley High School,N,471,54,12,28,5,34,683,4,43,51,2,53,465,18,48,*,*,35,466,61,16,17,6,23
2011,ARIZONA,Apache,4157,10220000,Ganado Unified School District,4725,10220101,Ganado Primary School,N,363,6,25,60,9,69,448,1,26,68,5,73,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Apache,4157,10220000,Ganado Unified School District,4726,10220102,Ganado Intermediate School,N,377,27,32,32,9,41,485,6,25,67,2,69,490,8,42,47,2,49,498,27,27,29,17,46
2011,ARIZONA,Apache,4157,10220000,Ganado Unified School District,4727,10220103,Ganado Middle School,N,409,39,25,26,10,36,503,9,30,59,2,61,471,17,57,*,*,26,503,28,18,27,28,54
2011,ARIZONA,Apache,4157,10220000,Ganado Unified School District,4728,10220204,Ganado High School,N,469,56,19,22,3,25,674,7,47,45,1,46,462,19,50,*,*,31,456,69,13,14,4,18
2011,ARIZONA,Apache,4158,10224000,Chinle Unified District,4731,10224145,Chinle Junior High School,N,394,56,21,19,4,23,497,13,36,50,1,51,475,26,42,30,2,32,482,41,26,22,11,33
2011,ARIZONA,Apache,4158,10224000,Chinle Unified District,4732,10224150,Chinle Elementary School,N,360,31,36,28,4,33,462,11,38,49,2,51,475,11,58,*,*,32,482,33,36,22,9,31
2011,ARIZONA,Apache,4158,10224000,Chinle Unified District,4733,10224155,Canyon De Chelly Elementary School,N,347,43,33,21,3,24,454,13,41,45,1,47,463,22,56,*,*,22,476,43,27,27,3,30
2011,ARIZONA,Apache,4158,10224000,Chinle Unified District,4734,10224160,Many Farms Elementary School,N,371,33,32,30,5,35,479,5,29,63,2,66,478,12,50,*,*,38,474,48,31,15,6,21
2011,ARIZONA,Apache,4158,10224000,Chinle Unified District,4735,10224165,Tsaile Elementary School,N,380,27,29,38,6,43,481,6,29,62,3,65,482,10,54,36,1,37,484,32,31,27,10,37
2011,ARIZONA,Apache,4158,10224000,Chinle Unified District,4736,10224170,Mesa View Elementary,N,353,35,41,21,3,24,460,8,39,51,3,54,474,19,51,*,*,30,483,34,44,13,8,21
2011,ARIZONA,Apache,4158,10224000,Chinle Unified District,4737,10224240,Chinle High School,N,463,67,17,13,3,16,667,14,47,39,1,40,452,24,54,*,*,21,455,69,11,16,4,20
2011,ARIZONA,Apache,4159,10227000,Red Mesa Unified District,4738,10227101,Red Mesa Elementary School,N,357,27,35,31,7,37,458,3,41,54,1,55,480,13,48,*,*,39,486,29,36,27,7,35
2011,ARIZONA,Apache,4159,10227000,Red Mesa Unified District,4739,10227102,Round Rock Elementary School,N,385,23,22,45,9,54,467,3,44,51,2,53,474,15,52,*,*,33,468,50,38,9,3,13
2011,ARIZONA,Apache,4159,10227000,Red Mesa Unified District,4740,10227103,Red Mesa Junior High School,N,395,45,27,22,7,29,497,10,31,56,3,59,476,21,43,*,*,37,473,50,30,15,5,20
2011,ARIZONA,Apache,4159,10227000,Red Mesa Unified District,4741,10227204,Red Mesa High School,N,472,51,25,21,3,24,673,7,44,48,1,49,471,11,52,*,*,37,460,64,20,14,2,15
2011,ARIZONA,Apache,4160,10306000,Concho Elementary District,4742,10306101,Concho Elementary School,N,402,20,18,39,23,61,498,6,13,74,6,81,491,13,38,44,5,49,537,13,6,28,53,81
2011,ARIZONA,Apache,4161,10307000,Alpine Elementary District,4743,10307101,Alpine Elementary School,N,455,*,*,34,63,98,*,*,*,*,*,*,538,*,*,64,16,80,571,*,*,*,*,90
2011,ARIZONA,Apache,4162,10309000,Vernon Elementary District,4744,10309101,Vernon Elementary School,N,406,12,18,50,20,70,515,1,9,80,9,89,519,5,30,50,16,66,525,5,21,42,32,74
2011,ARIZONA,Apache,4163,10323000,Mcnary Elementary District,4745,10323101,Mcnary Elementary School,N,383,25,32,33,9,43,475,7,33,59,1,60,473,17,47,*,*,36,483,21,52,24,3,28
2011,ARIZONA,Cochise,4167,20100000,Fort Huachuca Accommodation District,4748,20100103,Colonel Smith Middle School,N,430,13,21,41,25,66,537,1,12,76,12,88,509,6,29,58,6,64,533,9,10,26,54,80
2011,ARIZONA,Cochise,4168,20201000,Tombstone Unified District,4749,20201101,Huachuca City School,N,394,27,22,36,15,51,502,5,15,74,5,80,493,14,36,48,2,49,514,15,25,26,33,59
2011,ARIZONA,Cochise,4168,20201000,Tombstone Unified District,4750,20201102,Walter J Meyer School,N,381,6,18,53,24,76,485,*,*,71,18,88,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Cochise,4168,20201000,Tombstone Unified District,4751,20201207,Tombstone High School,N,481,40,16,38,6,44,706,6,20,63,12,75,488,13,24,60,3,63,474,53,11,21,15,36
2011,ARIZONA,Cochise,4169,20202000,Bisbee Unified District,4752,20202103,Greenway Primary School,N,368,16,33,39,12,51,476,7,19,67,8,75,492,11,43,39,7,46,515,15,24,34,27,61
2011,ARIZONA,Cochise,4169,20202000,Bisbee Unified District,4753,20202105,Lowell School,N,403,34,24,31,11,42,515,6,19,71,4,75,488,19,35,44,2,47,510,15,25,29,31,60
2011,ARIZONA,Cochise,4169,20202000,Bisbee Unified District,4754,20202201,Bisbee High School,N,467,57,19,23,2,24,687,12,31,52,5,57,474,21,32,44,2,46,445,68,11,19,2,21
2011,ARIZONA,Cochise,4170,20213000,Willcox Unified District,4755,20213101,Willcox Elementary School,N,365,16,30,37,16,53,450,10,34,51,5,56,*,*,*,*,*,*,498,17,45,26,12,38
2011,ARIZONA,Cochise,4170,20213000,Willcox Unified District,4756,20213102,Willcox Middle School,N,400,32,26,30,12,42,499,11,27,55,7,62,472,23,48,27,2,29,495,33,19,27,22,48
2011,ARIZONA,Cochise,4170,20213000,Willcox Unified District,4757,20213201,Willcox High School,N,473,43,22,29,5,35,690,12,29,55,5,59,466,24,35,40,1,41,475,48,13,27,12,39
2011,ARIZONA,Cochise,4171,20214000,Bowie Unified District,4758,20214100,Bowie Elementary School,N,357,60,30,7,2,9,475,14,28,*,*,58,471,20,60,*,*,20,480,44,25,*,*,31
2011,ARIZONA,Cochise,4171,20214000,Bowie Unified District,4759,20214200,Bowie High School,N,482,*,*,*,*,54,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Cochise,4172,20218000,San Simon Unified District,4760,20218001,San Simon School,N,438,12,19,51,18,69,561,*,*,80,9,89,508,*,*,68,2,70,533,8,13,42,38,79
2011,ARIZONA,Cochise,4173,20221000,St David Unified District,4761,20221101,St David Elementary School,N,412,16,17,43,24,67,509,3,18,67,12,79,503,13,31,51,6,57,523,11,22,19,48,67
2011,ARIZONA,Cochise,4173,20221000,St David Unified District,4762,20221202,St David High School,N,480,43,25,23,9,32,723,*,*,79,9,88,502,8,19,*,*,72,499,33,15,30,22,52
2011,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4765,20227102,Clawson School,N,369,19,27,42,12,54,462,6,32,59,2,62,478,7,52,*,*,41,482,40,28,19,12,32
2011,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4766,20227104,Joe Carlson Elementary School,N,362,20,31,41,9,49,452,13,32,53,2,55,467,21,58,*,*,21,484,39,25,25,12,36
2011,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4767,20227105,Faras Elementary School,N,352,31,33,30,7,36,445,14,42,42,2,44,460,32,32,*,*,35,461,56,27,13,4,17
2011,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4768,20227106,Sarah Marley School,N,347,33,31,30,6,36,446,14,33,50,3,53,464,23,49,26,2,28,456,48,37,13,2,15
2011,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4769,20227107,Stevenson Elementary School,N,377,17,22,41,20,62,470,7,22,63,8,71,497,6,40,50,4,54,498,24,27,28,20,49
2011,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4770,20227108,Ray Borane Middle School,N,394,44,28,24,4,28,493,14,30,54,2,56,474,25,41,*,*,35,475,45,31,19,4,23
2011,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4771,20227109,Paul H Huber Jr High School,N,413,28,25,33,14,47,510,6,26,64,4,68,486,15,39,45,1,46,492,33,21,27,19,46
2011,ARIZONA,Cochise,4174,20227000,Douglas Unified District,4773,20227210,Douglas High School,N,480,41,22,31,7,37,695,6,26,62,6,68,482,12,36,50,2,52,473,48,19,25,8,33
2011,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4775,20268110,Bella Vista Elementary School,N,390,14,19,48,19,67,496,2,15,72,11,83,500,9,31,53,7,60,511,15,21,37,27,63
2011,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4776,20268115,Carmichael Elementary School,N,387,14,26,38,22,60,489,4,14,76,6,82,488,10,46,41,2,43,539,7,20,29,44,73
2011,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4777,20268120,Huachuca Mountain Elementary School,N,397,9,21,44,26,70,501,2,10,75,13,88,517,6,25,58,11,69,538,6,14,41,38,80
2011,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4778,20268125,Pueblo Del Sol Elementary School,N,399,11,18,43,28,71,499,3,13,71,13,84,517,7,29,49,15,65,540,7,17,33,43,77
2011,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4779,20268130,Town & Country Elementary School,N,379,24,19,38,19,57,485,4,20,70,6,76,501,10,33,47,10,57,516,16,28,20,36,56
2011,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4780,20268135,Village Meadows Elementary School,N,379,17,26,41,16,57,486,6,18,66,11,77,501,11,35,48,6,55,527,12,16,34,37,72
2011,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4781,20268150,Joyce Clark Middle School (formerly Sierra Vista Middle School),N,427,22,21,42,15,57,536,5,14,71,11,81,497,17,33,46,5,50,527,12,14,23,51,75
2011,ARIZONA,Cochise,4175,20268000,Sierra Vista Unified District,4783,20268260,Buena High School,N,498,27,16,39,18,57,723,2,16,65,17,82,506,5,19,72,4,75,504,30,16,24,30,54
2011,ARIZONA,Cochise,4176,20323000,Naco Elementary District,4784,20323001,Naco Elementary School,N,357,49,30,18,2,21,461,17,35,*,*,47,470,16,60,*,*,24,473,41,37,19,3,22
2011,ARIZONA,Cochise,4177,20326000,Cochise Elementary District,4785,20326101,Cochise Elementary School,N,417,8,13,50,29,79,525,2,10,68,21,89,514,3,27,64,6,70,556,*,*,22,61,83
2011,ARIZONA,Cochise,4178,20342000,Apache Elementary District,4786,20342101,Apache Elementary School,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Cochise,4179,20345000,Double Adobe Elementary District,4787,20345101,Double Adobe Elementary School,N,350,28,28,28,17,44,456,6,33,56,6,61,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Cochise,4180,20349000,Palominas Elementary District,4788,20349101,Palominas Elementary School,N,396,23,27,36,14,50,503,5,15,73,7,80,493,16,31,49,4,53,527,10,20,28,41,70
2011,ARIZONA,Cochise,4180,20349000,Palominas Elementary District,4789,20349102,Coronado Elementary School,N,419,9,17,43,30,74,518,1,9,78,12,90,513,5,28,57,11,67,538,5,24,18,53,71
2011,ARIZONA,Cochise,4181,20355000,McNeal Elementary District,4790,20355001,Mcneal Elementary School,N,390,23,28,42,7,49,503,7,19,70,5,74,473,21,46,*,*,33,514,15,15,23,46,69
2011,ARIZONA,Cochise,79226,20209000,Benson Unified School District,4793,20209101,Benson Primary School,N,396,4,15,47,34,81,483,2,12,75,12,86,*,*,*,*,*,*,547,8,7,29,56,85
2011,ARIZONA,Cochise,79226,20209000,Benson Unified School District,4794,20209102,Benson Middle School,N,419,21,18,38,23,61,523,3,12,78,7,85,498,9,38,50,3,53,520,8,25,31,37,68
2011,ARIZONA,Cochise,4185,20412000,Elfrida Elementary District,4795,20412101,Elfrida Elementary School,N,395,20,28,38,15,53,508,3,21,63,14,76,488,18,30,*,*,53,532,10,10,23,57,80
2011,ARIZONA,Cochise,4186,20422000,Pearce Elementary District,4796,20422001,Pearce Elementary School,N,399,24,22,45,9,55,504,4,20,71,5,76,485,18,39,36,7,43,510,19,33,19,29,48
2011,ARIZONA,Cochise,4187,20453000,Ash Creek Elementary District,4797,20453101,Ash Creek Elementary,N,363,52,33,10,5,14,485,5,29,62,5,67,484,17,42,*,*,42,*,*,*,*,*,*
2011,ARIZONA,Cochise,4188,20364000,Pomerene Elementary District,4798,20364101,Pomerene Elementary School,N,399,16,18,54,12,67,512,1,10,78,11,89,508,7,30,54,9,63,542,4,13,42,42,83
2011,ARIZONA,Cochise,79226,20209000,Benson Unified School District,4799,20209201,Benson High School,N,490,33,14,45,8,53,720,2,12,74,12,86,503,4,19,75,2,77,500,28,17,32,23,55
2011,ARIZONA,Cochise,4190,20522000,Valley Union High School District,4800,20522201,Valley Union High School,N,494,22,16,51,11,62,716,3,20,68,10,78,505,3,25,70,3,73,483,51,11,23,14,37
2011,ARIZONA,Cochise,4191,28750000,"Center for Academic Success, Inc.",4801,28750201,"Center for Academic Success, The #1",Y,466,66,13,20,1,21,696,4,27,58,10,69,466,17,47,*,*,36,504,28,16,36,20,56
2011,ARIZONA,Cochise,4191,28750000,"Center for Academic Success, Inc.",4802,28750202,"Center for Academic Success, The #2",Y,498,24,19,46,11,57,687,5,41,49,5,54,483,11,33,*,*,57,482,52,22,4,22,26
2011,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4803,30201066,Project New Start,N,421,84,15,*,*,2,615,17,44,*,*,39,446,30,58,*,*,12,*,*,*,*,*,*
2011,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4804,30201110,Manuel DeMiguel Elementary School,N,391,11,16,44,29,73,490,5,16,64,15,79,515,8,20,63,10,73,543,7,15,26,52,78
2011,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4805,30201111,Sturgeon Cromer Elementary School,N,376,15,28,38,19,57,476,5,23,62,10,72,503,6,45,40,9,49,522,15,24,30,30,61
2011,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4806,30201112,Lura Kinsey Elementary School,N,361,24,30,37,10,47,463,9,24,64,3,67,479,14,43,*,*,43,474,43,28,24,6,29
2011,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4807,30201113,Eva Marshall Elementary School,N,373,19,23,44,14,58,481,4,17,70,9,79,504,4,39,52,4,56,502,22,28,28,21,50
2011,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4808,30201114,W F Killip Elementary School,N,363,26,23,36,15,51,459,8,31,56,5,61,484,7,48,43,2,44,477,39,33,20,8,27
2011,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4811,30201117,Charles W Sechrist Elementary School,N,406,4,13,45,38,82,498,2,7,73,18,92,509,4,39,47,9,57,559,1,11,28,60,88
2011,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4812,30201118,John Q Thomas Elementary School,N,369,21,26,40,13,53,463,7,28,61,4,65,483,16,39,44,1,45,497,27,26,32,15,47
2011,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4814,30201120,Leupp Public School,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4815,30201122,Thomas M Knoles Elementary School,N,393,10,17,45,29,73,495,3,13,67,17,84,517,5,25,63,7,70,549,6,11,38,46,83
2011,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4817,30201124,Mount Elden Middle School,N,418,28,17,32,22,54,519,9,17,66,8,75,493,16,32,47,5,51,518,20,17,19,44,64
2011,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4819,30201281,Flagstaff High School,N,501,25,16,38,21,59,719,5,15,61,18,79,499,8,25,63,4,67,505,27,17,29,27,56
2011,ARIZONA,Coconino,4192,30201000,Flagstaff Unified District,4820,30201282,Coconino High School,N,483,41,15,34,11,45,701,8,26,56,10,66,488,14,24,60,3,62,504,30,13,30,27,57
2011,ARIZONA,Coconino,4193,30202000,Williams Unified District,4822,30202102,Williams Elementary/Middle School,N,389,28,21,38,13,51,489,9,22,65,5,70,492,9,39,50,2,52,504,24,19,33,24,57
2011,ARIZONA,Coconino,4193,30202000,Williams Unified District,4823,30202201,Williams High School,N,486,32,19,38,11,49,698,5,27,61,6,68,471,26,28,*,*,46,483,42,13,29,15,44
2011,ARIZONA,Coconino,4194,30204000,Grand Canyon Unified District,4824,30204001,Grand Canyon Elementary,N,382,28,27,36,8,44,485,10,25,63,3,65,482,22,41,33,4,37,524,6,29,31,35,65
2011,ARIZONA,Coconino,4194,30204000,Grand Canyon Unified District,4825,30204002,Grand Canyon High School,N,491,28,17,48,7,55,707,4,17,75,4,79,493,12,27,*,*,62,496,35,25,15,25,40
2011,ARIZONA,Coconino,4195,30206000,Fredonia-Moccasin Unified District,4826,30206101,Fredonia Elementary School,N,374,39,24,30,7,37,482,9,30,57,4,61,469,31,39,25,6,31,501,28,19,26,26,53
2011,ARIZONA,Coconino,4195,30206000,Fredonia-Moccasin Unified District,4828,30206203,Fredonia High School,N,477,48,19,22,11,33,703,11,11,74,5,79,481,16,32,*,*,53,491,41,12,35,12,47
2011,ARIZONA,Coconino,4196,30208000,Page Unified District,4829,30208101,Desert View Elementary School,N,347,37,30,26,7,33,448,13,40,44,3,48,472,15,56,28,1,29,475,44,29,15,12,26
2011,ARIZONA,Coconino,4196,30208000,Page Unified District,4830,30208102,Lake View Elementary School,N,380,15,23,43,19,63,472,8,23,60,9,69,473,19,48,*,*,33,509,15,30,32,23,55
2011,ARIZONA,Coconino,4196,30208000,Page Unified District,4831,30208106,Page Middle School,N,411,33,20,32,15,47,510,9,25,61,5,66,479,21,40,37,3,40,503,26,22,25,27,52
2011,ARIZONA,Coconino,4196,30208000,Page Unified District,4832,30208209,Page High School,N,488,34,14,44,8,52,691,9,28,57,6,63,485,12,38,47,4,51,478,48,15,24,13,37
2011,ARIZONA,Coconino,4197,30215000,Tuba City Unified District,4833,30215110,Tuba City Primary School,N,327,30,41,25,5,30,427,10,43,44,2,47,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Coconino,4197,30215000,Tuba City Unified District,4834,30215111,Dzil Libei Elementary School,N,356,30,36,32,2,34,461,6,44,*,*,50,479,10,45,*,*,45,*,*,*,*,*,*
2011,ARIZONA,Coconino,4197,30215000,Tuba City Unified District,4835,30215112,Gap Primary School,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Coconino,4197,30215000,Tuba City Unified District,4836,30215120,Eagles Nest Intermediate School,N,364,43,23,24,10,34,464,17,35,47,2,49,459,29,48,*,*,23,473,43,35,13,9,22
2011,ARIZONA,Coconino,4197,30215000,Tuba City Unified District,4837,30215130,Tuba City Junior High School,N,391,60,24,13,4,17,500,12,30,57,2,58,469,28,51,20,2,21,475,48,26,24,2,26
2011,ARIZONA,Coconino,4197,30215000,Tuba City Unified District,4838,30215240,Tuba City High School,N,475,48,19,26,6,32,681,11,36,47,6,53,465,23,39,*,*,39,476,51,17,22,11,33
2011,ARIZONA,Coconino,4199,30310000,Maine Consolidated School District,4839,30310101,Maine Consolidated School,N,421,4,21,38,37,75,517,1,8,79,11,90,503,*,*,53,3,55,557,4,9,17,70,87
2011,ARIZONA,Coconino,4201,38706000,"Pine Forest Education Association, Inc.",4841,38706101,Pine Forest School,Y,378,31,27,31,12,43,499,6,20,63,11,74,510,5,36,49,10,59,505,16,35,33,16,49
2011,ARIZONA,Coconino,4202,38750000,Flagstaff Arts And Leadership Academy,4842,38750201,Flagstaff Arts And Leadership Academy,Y,470,13,14,45,28,73,626,1,6,70,23,93,518,3,20,69,8,77,544,5,7,23,65,88
2011,ARIZONA,Coconino,4203,38751000,"Mountain School, Inc.",4843,38751001,Mountain School,Y,412,8,19,32,41,73,511,*,*,73,17,90,533,3,13,70,14,84,538,3,24,30,42,73
2011,ARIZONA,Coconino,4205,38705000,"Montessori Charter School of Flagstaff, Inc.",4849,38705104,Montessori Charter School of Flagstaff - Campus,Y,415,3,17,55,25,80,530,*,*,78,19,97,535,1,11,75,13,88,553,5,9,23,63,86
2011,ARIZONA,Coconino,4207,38752000,Flagstaff Junior Academy,4851,38752101,Flagstaff Junior Academy,Y,409,19,16,44,21,65,526,3,9,69,18,87,512,9,29,51,11,62,535,13,15,16,56,73
2011,ARIZONA,Gila,4208,40201000,Globe Unified District,4854,40201003,Copper Rim Elementary School,N,363,17,26,43,14,57,455,8,23,62,7,69,*,*,*,*,*,*,495,28,32,23,17,40
2011,ARIZONA,Gila,4208,40201000,Globe Unified District,4855,40201004,Globe High School,N,470,53,16,28,2,31,689,11,23,62,4,66,472,14,44,*,*,43,480,50,18,19,12,32
2011,ARIZONA,Gila,4209,40210000,Payson Unified District,4856,40210102,Rim Country Middle School,N,417,26,21,36,17,53,524,4,15,74,6,81,499,12,30,54,5,58,535,10,16,24,50,74
2011,ARIZONA,Gila,4209,40210000,Payson Unified District,4857,40210103,Julia Randall Elementary School,N,388,10,23,41,27,68,487,4,13,71,13,84,497,8,40,49,3,52,541,7,17,35,41,76
2011,ARIZONA,Gila,4209,40210000,Payson Unified District,4858,40210104,Payson Elementary School,N,387,6,21,56,16,72,482,2,15,75,8,83,508,6,35,52,7,59,534,5,19,44,32,76
2011,ARIZONA,Gila,4209,40210000,Payson Unified District,4859,40210105,Frontier Elementary School,N,401,6,13,49,32,81,492,1,10,75,13,88,514,2,23,72,4,75,532,9,28,24,39,63
2011,ARIZONA,Gila,4209,40210000,Payson Unified District,4860,40210201,Payson High School,N,489,33,18,37,12,49,712,6,19,64,11,75,498,8,24,65,3,68,495,33,20,31,16,48
2011,ARIZONA,Gila,4210,40220000,San Carlos Unified District,4863,40220103,San Carlos Junior High School,N,412,77,12,10,1,12,546,29,43,27,1,28,444,44,41,*,*,14,443,78,12,8,2,10
2011,ARIZONA,Gila,4211,40240000,Miami Unified District,4868,40240105,Miami Junior High,N,428,24,20,34,22,56,517,11,20,61,8,69,494,14,37,44,5,49,504,23,25,25,28,53
2011,ARIZONA,Gila,4211,40240000,Miami Unified District,4869,40240206,Miami High School,N,476,54,15,28,3,32,693,8,27,58,7,65,482,11,31,56,2,58,470,58,16,14,13,27
2011,ARIZONA,Gila,4212,40241000,Hayden-Winkelman Unified District,4870,40241001,Winkelman Elementary School,N,355,30,26,37,7,43,458,9,32,54,5,59,474,20,53,23,3,27,498,18,41,29,12,41
2011,ARIZONA,Gila,4212,40241000,Hayden-Winkelman Unified District,4872,40241003,Leonor Hambly Middle School,N,388,42,29,29,1,30,501,9,32,56,3,58,471,27,43,*,*,30,483,38,24,29,10,38
2011,ARIZONA,Gila,4212,40241000,Hayden-Winkelman Unified District,4873,40241004,Hayden High School,N,475,40,31,24,5,29,677,7,45,*,*,48,473,15,40,*,*,45,*,*,*,*,*,*
2011,ARIZONA,Gila,4213,40305000,Young Elementary District,4874,40305001,Young Elementary School,N,390,21,21,48,10,59,503,7,7,79,7,86,482,6,63,*,*,31,526,*,*,30,50,80
2011,ARIZONA,Gila,4213,40305000,Young Elementary District,4875,40305002,Young High School,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Gila,4214,40312000,Pine Strawberry Elementary District,4876,40312001,Pine Strawberry Elementary School,N,403,13,27,41,19,60,513,2,15,73,11,83,492,4,40,*,*,56,544,6,22,19,53,72
2011,ARIZONA,Gila,4215,40333000,Tonto Basin Elementary District,4877,40333101,Tonto Basin Elementary,N,393,22,14,53,11,64,501,3,19,75,3,78,495,*,*,*,*,53,512,18,27,27,27,55
2011,ARIZONA,Gila,4216,48750000,Liberty High School,4878,48750201,Liberty High School,Y,462,64,22,*,*,14,679,9,39,*,*,52,464,22,48,*,*,30,439,69,15,*,*,15
2011,ARIZONA,Graham,4218,50201000,Safford Unified District,4881,50201100,Dorothy Stinson School,N,391,11,23,43,22,65,487,3,20,66,11,77,498,8,39,48,5,53,512,20,19,33,28,60
2011,ARIZONA,Graham,4218,50201000,Safford Unified District,4882,50201101,Lafe Nelson School,N,386,18,21,41,20,61,491,3,19,68,10,78,494,13,35,47,5,52,524,11,22,42,25,67
2011,ARIZONA,Graham,4218,50201000,Safford Unified District,4883,50201102,Safford Middle School,N,431,23,16,43,19,61,531,3,18,69,10,79,499,5,38,52,4,56,525,13,14,23,50,73
2011,ARIZONA,Graham,4218,50201000,Safford Unified District,4884,50201200,Safford High School,N,490,32,13,43,13,55,711,6,17,66,11,77,489,11,28,58,2,61,495,32,16,27,25,53
2011,ARIZONA,Graham,4218,50201000,Safford Unified District,4885,50201201,Mt Graham High School,N,459,71,13,15,1,16,666,20,44,*,*,36,451,30,52,*,*,18,459,57,14,21,7,29
